alphanumiso;material_id;year;factor;source
USA840;Me.Au;2017;973660.650527921;based on S&P Global mining data and price-based allocation of ore
USA840;Me.Au;2018;975702.406253183;based on S&P Global mining data and price-based allocation of ore
USA840;Me.Au;2019;977369.6914960826;based on S&P Global mining data and price-based allocation of ore
USA840;Me.Au;2020;978234.5399910625;based on FINEPRINT mining data and price-based allocation of ore
UZB860;Me.Au;2016;822151.7015290149;based on S&P Global mining data and price-based allocation of ore
UZB860;Me.Au;2017;818768.7943399145;based on S&P Global mining data and price-based allocation of ore
UZB860;Me.Au;2018;815294.8672264436;based on S&P Global mining data and price-based allocation of ore
UZB860;Me.Au;2019;812458.0795835656;based on S&P Global mining data and price-based allocation of ore
UZB860;Me.Au;2020;810986.5908062436;based on S&P Global mining data and price-based allocation of ore
VEN862;Me.Au;2016;363608.3852141019;based on S&P Global mining data and price-based allocation of ore
VEN862;Me.Au;2017;367181.17354765895;based on S&P Global mining data and price-based allocation of ore
VEN862;Me.Au;2018;370850.09071530285;based on S&P Global mining data and price-based allocation of ore
VEN862;Me.Au;2019;373846.1060443395;based on S&P Global mining data and price-based allocation of ore
VEN862;Me.Au;2020;375400.18886207504;based on S&P Global mining data and price-based allocation of ore
VNM704;Me.Au;2016;711000.6192038364;based on S&P Global mining data and price-based allocation of ore
VNM704;Me.Au;2017;706543.7388271578;based on S&P Global mining data and price-based allocation of ore
VNM704;Me.Au;2018;701966.9423865326;based on S&P Global mining data and price-based allocation of ore
VNM704;Me.Au;2019;698229.5583935329;based on S&P Global mining data and price-based allocation of ore
VNM704;Me.Au;2020;696290.9153597308;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Au;2016;571147.3510550585;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Au;2017;575647.4787781924;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Au;2018;580268.686171007;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Au;2019;584042.3358760566;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Au;2020;585999.7905358949;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Au;2016;425705.52860037214;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Au;2017;427396.472694046;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Au;2018;429132.9130413612;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Au;2019;430550.8796131863;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Au;2020;431286.4023803896;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Au;2016;430128.7563767592;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Au;2017;430384.1881748167;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Au;2018;430646.4925773062;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Au;2019;430860.6887487715;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Au;2020;430971.79585375614;based on S&P Global mining data and price-based allocation of ore
ARM051;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ARM051;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ARM051;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ARM051;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ARM051;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
BOL068;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
BOL068;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
BOL068;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
BOL068;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
BOL068;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
CAN124;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
CAN124;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
CAN124;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
CAN124;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
CAN124;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
CHN156;Me.Bi;2016;527.7875446578396;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Bi;2017;527.2716621887704;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Bi;2018;526.7418994738965;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Bi;2019;526.3092984796544;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Bi;2020;526.0849011724807;based on S&P Global mining data and price-based allocation of ore
JPN392;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
JPN392;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
JPN392;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
JPN392;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
JPN392;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
KAZ398;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
KAZ398;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
KAZ398;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
KAZ398;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
KAZ398;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
MEX484;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
MEX484;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
MEX484;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
MEX484;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
MEX484;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
PER604;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
PER604;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
PER604;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
PER604;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
PER604;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
RUS643;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
RUS643;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
RUS643;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
RUS643;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
RUS643;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
UZB860;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
UZB860;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
UZB860;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
UZB860;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
UZB860;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Bi;2016;527.7875446578396;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Bi;2017;527.2716621887704;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Bi;2018;526.7418994738965;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Bi;2019;526.3092984796544;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Bi;2020;526.0849011724807;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
AUS036;Me.Co;2016;225.5646344174259;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Co;2017;225.77958350155893;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Co;2018;226.0003159691215;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Co;2019;226.18056475267696;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Co;2020;226.27406278478858;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Co;2016;305.3321008206201;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Co;2017;306.3633635662744;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Co;2018;307.42237329163237;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Co;2019;308.2871541590644;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Co;2020;308.7357303309409;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Co;2016;511.85004793191814;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Co;2017;511.8276866143274;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Co;2018;511.804723646936;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Co;2019;511.7859722281491;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Co;2020;511.7762455563719;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Co;2016;215.43826528669695;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Co;2017;216.28719411905914;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Co;2018;217.1589640859243;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Co;2019;217.87084611126838;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Co;2020;218.24011111906714;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Co;2016;352.0736317431057;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Co;2017;351.257871935419;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Co;2018;350.42016343335507;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Co;2019;349.7360957919317;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Co;2020;349.3812585661666;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Co;2016;311.8629837123062;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Co;2017;311.5161645653461;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Co;2018;311.16001396151717;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Co;2019;310.86918355577046;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Co;2020;310.7183250030568;based on S&P Global mining data and price-based allocation of ore
CUB192;Me.Co;2016;392.3139517270189;based on S&P Global mining data and price-based allocation of ore
CUB192;Me.Co;2017;392.2235430401877;based on S&P Global mining data and price-based allocation of ore
CUB192;Me.Co;2018;392.13070183263443;based on S&P Global mining data and price-based allocation of ore
CUB192;Me.Co;2019;392.05488827013465;based on S&P Global mining data and price-based allocation of ore
CUB192;Me.Co;2020;392.01556251846364;based on S&P Global mining data and price-based allocation of ore
FIN246;Me.Co;2016;880.4948634591196;based on S&P Global mining data and price-based allocation of ore
FIN246;Me.Co;2017;882.7590823030197;based on S&P Global mining data and price-based allocation of ore
FIN246;Me.Co;2018;885.0842218333025;based on S&P Global mining data and price-based allocation of ore
FIN246;Me.Co;2019;886.9829165589047;based on S&P Global mining data and price-based allocation of ore
FIN246;Me.Co;2020;887.9678009887623;based on S&P Global mining data and price-based allocation of ore
IDN360;Me.Co;2016;434.73177733382533;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
IDN360;Me.Co;2017;435.28448740632405;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
IDN360;Me.Co;2018;435.85206860184957;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
IDN360;Me.Co;2019;436.315551936187;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
IDN360;Me.Co;2020;436.55596842512136;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
MAR504;Me.Co;2016;95.82325823270185;based on S&P Global mining data and price-based allocation of ore
MAR504;Me.Co;2017;95.6632668860702;based on S&P Global mining data and price-based allocation of ore
MAR504;Me.Co;2018;95.4989708395292;based on S&P Global mining data and price-based allocation of ore
MAR504;Me.Co;2019;95.3648076923538;based on S&P Global mining data and price-based allocation of ore
MAR504;Me.Co;2020;95.29521504381897;based on S&P Global mining data and price-based allocation of ore
MDG450;Me.Co;2016;321.38394124423706;based on S&P Global mining data and price-based allocation of ore
MDG450;Me.Co;2017;321.3839412442371;based on S&P Global mining data and price-based allocation of ore
MDG450;Me.Co;2018;321.3839412442371;based on S&P Global mining data and price-based allocation of ore
MDG450;Me.Co;2019;321.3839412442372;based on S&P Global mining data and price-based allocation of ore
MDG450;Me.Co;2020;321.3839412442371;based on S&P Global mining data and price-based allocation of ore
MEX484;Me.Co;2016;1028.9718062665245;based on S&P Global mining data and price-based allocation of ore
MEX484;Me.Co;2017;1028.262421465026;based on S&P Global mining data and price-based allocation of ore
MEX484;Me.Co;2018;1027.5339500769398;based on S&P Global mining data and price-based allocation of ore
MEX484;Me.Co;2019;1026.9390847949658;based on S&P Global mining data and price-based allocation of ore
NCL540;Me.Co;2016;521.2968980224086;based on S&P Global mining data and price-based allocation of ore
NCL540;Me.Co;2017;519.3807752780745;based on S&P Global mining data and price-based allocation of ore
NCL540;Me.Co;2018;517.4130976616954;based on S&P Global mining data and price-based allocation of ore
NCL540;Me.Co;2019;515.8063041496304;based on S&P Global mining data and price-based allocation of ore
NCL540;Me.Co;2020;514.9728337182383;based on S&P Global mining data and price-based allocation of ore
PHL608;Me.Co;2016;279.6217860803347;based on S&P Global mining data and price-based allocation of ore
PHL608;Me.Co;2017;279.67049868093375;based on S&P Global mining data and price-based allocation of ore
PHL608;Me.Co;2018;279.7205219344637;based on S&P Global mining data and price-based allocation of ore
PHL608;Me.Co;2019;279.76137061747727;based on S&P Global mining data and price-based allocation of ore
PHL608;Me.Co;2020;279.78255950652704;based on S&P Global mining data and price-based allocation of ore
PNG598;Me.Co;2016;382.6497215274736;based on S&P Global mining data and price-based allocation of ore
PNG598;Me.Co;2017;381.98189634275207;based on S&P Global mining data and price-based allocation of ore
PNG598;Me.Co;2018;381.2961027674102;based on S&P Global mining data and price-based allocation of ore
PNG598;Me.Co;2019;380.73608792641056;based on S&P Global mining data and price-based allocation of ore
PNG598;Me.Co;2020;380.44559894471547;based on S&P Global mining data and price-based allocation of ore
RUS643;Me.Co;2016;103.56129184153752;based on S&P Global mining data and price-based allocation of ore
RUS643;Me.Co;2017;103.45819235548909;based on S&P Global mining data and price-based allocation of ore
RUS643;Me.Co;2018;103.35231889223758;based on S&P Global mining data and price-based allocation of ore
RUS643;Me.Co;2019;103.2658632694077;based on S&P Global mining data and price-based allocation of ore
RUS643;Me.Co;2020;103.22101730462428;based on S&P Global mining data and price-based allocation of ore
TUR792;Me.Co;2016;434.73177733382533;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
TUR792;Me.Co;2017;435.28448740632405;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
TUR792;Me.Co;2018;435.85206860184957;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
TUR792;Me.Co;2019;436.315551936187;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
TUR792;Me.Co;2020;436.55596842512136;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
USA840;Me.Co;2016;434.73177733382533;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
USA840;Me.Co;2017;435.28448740632405;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
USA840;Me.Co;2018;435.85206860184957;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
USA840;Me.Co;2019;436.315551936187;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
USA840;Me.Co;2020;436.55596842512136;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Co;2016;434.73177733382533;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Co;2017;435.28448740632405;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Co;2018;435.85206860184957;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Co;2019;436.315551936187;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
VNM704;Me.Co;2020;436.55596842512136;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ZAF710;Me.Co;2016;514.204884025218;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Co;2017;520.9887065748367;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Co;2018;527.9550534979876;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Co;2019;533.6437298064122;based on S&P Global mining data and price-based allocation of ore
ZAF710;Me.Co;2020;536.5945405118516;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Co;2016;712.6972033805432;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Co;2017;718.2001190502424;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Co;2018;723.851095231234;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Co;2019;728.465647833179;based on S&P Global mining data and price-based allocation of ore
ZMB894;Me.Co;2020;730.8592927657386;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Co;2016;670.0307222896656;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Co;2017;668.1164657909785;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Co;2018;666.150704633134;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Co;2019;664.5454760893917;based on S&P Global mining data and price-based allocation of ore
ZWE716;Me.Co;2020;663.7128174330121;based on S&P Global mining data and price-based allocation of ore
ARE784;Me.Cr;2016;2.680965147453083;based on literature review
ARE784;Me.Cr;2017;2.680965147453083;based on literature review
ARE784;Me.Cr;2018;2.680965147453083;based on literature review
ARE784;Me.Cr;2019;2.680965147453083;based on literature review
ARE784;Me.Cr;2020;2.680965147453083;based on literature review
CUB192;Me.Cr;2016;4.761904761904762;based on literature review
CUB192;Me.Cr;2017;4.761904761904762;based on literature review
CUB192;Me.Cr;2018;4.761904761904762;based on literature review
CUB192;Me.Cr;2019;4.761904761904762;based on literature review
CUB192;Me.Cr;2020;4.761904761904762;based on literature review
ETH231;Me.Cr;2017;2.595911830986696;global average based on factors from literature review
ETH231;Me.Cr;2018;2.595911830986696;global average based on factors from literature review
ETH231;Me.Cr;2019;2.595911830986696;global average based on factors from literature review
ETH231;Me.Cr;2020;2.595911830986696;global average based on factors from literature review
GRC300;Me.Cr;2017;2.595911830986696;global average based on factors from literature review
GRC300;Me.Cr;2018;2.595911830986696;global average based on factors from literature review
GRC300;Me.Cr;2019;2.595911830986696;global average based on factors from literature review
GRC300;Me.Cr;2020;2.595911830986696;global average based on factors from literature review
UNK000;Me.Cr;2016;2.595911830986696;global average based on factors from literature review
VNM704;Me.Cr;2016;2.459749550022641;based on literature review
VNM704;Me.Cr;2017;2.459749550022641;based on literature review
ALB008;Me.Cu;2016;125.0501026520348;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ALB008;Me.Cu;2017;125.26291549453761;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ALB008;Me.Cu;2018;125.48145424311673;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ALB008;Me.Cu;2019;125.65991164916169;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ALB008;Me.Cu;2020;125.75248046406199;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
ARG032;Me.Cu;2016;158.88192575182347;based on S&P Global mining data and price-based allocation of ore
ARG032;Me.Cu;2017;160.0766662727379;based on S&P Global mining data and price-based allocation of ore
ARG032;Me.Cu;2018;161.30355227852;based on S&P Global mining data and price-based allocation of ore
ARG032;Me.Cu;2019;162.30541989022848;based on S&P Global mining data and price-based allocation of ore
ARG032;Me.Cu;2020;162.82510522892218;based on S&P Global mining data and price-based allocation of ore
ARM051;Me.Cu;2016;272.6274874869193;based on S&P Global mining data and price-based allocation of ore
ARM051;Me.Cu;2017;273.8904045740878;based on S&P Global mining data and price-based allocation of ore
ARM051;Me.Cu;2018;275.18730149319805;based on S&P Global mining data and price-based allocation of ore
ARM051;Me.Cu;2019;276.24633958871607;based on S&P Global mining data and price-based allocation of ore
ARM051;Me.Cu;2020;276.7956802051077;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Cu;2016;57.38970894087325;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Cu;2017;57.68994040215315;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Cu;2018;57.99824983996973;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Cu;2019;58.250013442029555;based on S&P Global mining data and price-based allocation of ore
AUS036;Me.Cu;2020;58.38060739603919;based on FINEPRINT mining data and price-based allocation of ore
AZE031;Me.Cu;2016;119.0247900845318;based on S&P Global mining data and price-based allocation of ore
AZE031;Me.Cu;2017;118.87238131887463;based on S&P Global mining data and price-based allocation of ore
AZE031;Me.Cu;2018;118.71587186893967;based on S&P Global mining data and price-based allocation of ore
AZE031;Me.Cu;2019;118.58806720894913;based on S&P Global mining data and price-based allocation of ore
AZE031;Me.Cu;2020;118.52177281312514;based on S&P Global mining data and price-based allocation of ore
BGR100;Me.Cu;2016;156.97447004817977;based on S&P Global mining data and price-based allocation of ore
BGR100;Me.Cu;2017;158.46786663265084;based on S&P Global mining data and price-based allocation of ore
BGR100;Me.Cu;2018;160.0014442911435;based on S&P Global mining data and price-based allocation of ore
BGR100;Me.Cu;2019;161.2537544314847;based on S&P Global mining data and price-based allocation of ore
BGR100;Me.Cu;2020;161.90334846150125;based on S&P Global mining data and price-based allocation of ore
BOL068;Me.Cu;2016;37.37177405722362;based on S&P Global mining data and price-based allocation of ore
BOL068;Me.Cu;2017;37.670909675918836;based on S&P Global mining data and price-based allocation of ore
BOL068;Me.Cu;2018;37.97809378659689;based on S&P Global mining data and price-based allocation of ore
BOL068;Me.Cu;2019;38.22893845339512;based on S&P Global mining data and price-based allocation of ore
BOL068;Me.Cu;2020;38.359055740450884;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Cu;2016;90.75301928261871;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Cu;2017;91.73193660461317;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Cu;2018;92.73719250926217;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Cu;2019;93.55807833532927;based on S&P Global mining data and price-based allocation of ore
BRA076;Me.Cu;2020;93.98388542157795;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Cu;2016;83.20411977150583;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Cu;2017;84.09883489406079;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Cu;2018;85.01762306924054;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Cu;2019;85.76789987604671;based on S&P Global mining data and price-based allocation of ore
BWA072;Me.Cu;2020;86.15708089348091;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Cu;2016;160.07073622530106;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Cu;2017;160.5712423346075;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Cu;2018;161.0852149760029;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Cu;2019;161.5049218927755;based on S&P Global mining data and price-based allocation of ore
CAN124;Me.Cu;2020;161.72263082821374;based on S&P Global mining data and price-based allocation of ore
CHL152;Me.Cu;2016;127.7619038762937;based on S&P Global mining data and price-based allocation of ore
CHL152;Me.Cu;2017;128.84348109224425;based on S&P Global mining data and price-based allocation of ore
CHL152;Me.Cu;2018;129.95415904046249;based on S&P Global mining data and price-based allocation of ore
CHL152;Me.Cu;2019;130.86113186280664;based on S&P Global mining data and price-based allocation of ore
CHL152;Me.Cu;2020;131.3315937011349;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Cu;2016;189.2328672751697;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Cu;2017;188.78399056114395;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Cu;2018;188.32303644674082;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Cu;2019;187.94662413497932;based on S&P Global mining data and price-based allocation of ore
CHN156;Me.Cu;2020;187.7513728288784;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Cu;2016;57.41408959367841;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Cu;2017;56.98406796862045;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Cu;2018;56.54247625499589;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Cu;2019;56.18187516133741;based on S&P Global mining data and price-based allocation of ore
COD180;Me.Cu;2020;55.99482539617766;based on S&P Global mining data and price-based allocation of ore
COG178;Me.Cu;2016;125.0501026520348;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
COG178;Me.Cu;2017;125.26291549453761;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
COG178;Me.Cu;2018;125.48145424311673;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
COG178;Me.Cu;2019;125.65991164916169;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
COG178;Me.Cu;2020;125.75248046406199;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
COL170;Me.Cu;2016;38.29571189971239;based on S&P Global mining data and price-based allocation of ore
COL170;Me.Cu;2017;38.30358283660444;based on S&P Global mining data and price-based allocation of ore
COL170;Me.Cu;2018;38.31166554758328;based on S&P Global mining data and price-based allocation of ore
COL170;Me.Cu;2019;38.31826583995465;based on S&P Global mining data and price-based allocation of ore
COL170;Me.Cu;2020;38.32168952102428;based on S&P Global mining data and price-based allocation of ore
CYP196;Me.Cu;2016;360.94609416704014;based on S&P Global mining data and price-based allocation of ore
CYP196;Me.Cu;2017;359.12656761669245;based on S&P Global mining data and price-based allocation of ore
CYP196;Me.Cu;2018;357.258085195035;based on S&P Global mining data and price-based allocation of ore
CYP196;Me.Cu;2019;355.7322938725461;based on S&P Global mining data and price-based allocation of ore
CYP196;Me.Cu;2020;354.9408406197042;based on S&P Global mining data and price-based allocation of ore
DEU276;Me.Cu;2016;125.0501026520348;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
DEU276;Me.Cu;2017;125.26291549453761;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
DEU276;Me.Cu;2018;125.48145424311673;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
DEU276;Me.Cu;2019;125.65991164916169;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
DEU276;Me.Cu;2020;125.75248046406199;global average based on S&P Global / FINEPRINT mining data and price-based allocation of ore
DOM214;Me.Cu;2016;41.877090474167986;based on S&P Global mining data and price-based allocation of ore
DOM214;Me.Cu;2017;41.88020967365773;based on S&P Global mining data and price-based allocation of ore
DOM214;Me.Cu;2018;41.88341279779742;based on S&P Global mining data and price-based allocation of ore
DOM214;Me.Cu;2019;41.886028449387474;based on S&P Global mining data and price-based allocation of ore
