source;source_material_id;material_id
USGS_ext;Calcite, common;M.cal
USGS_ext;Steel;
USGS_ext;Montmorillonite;M.osm
USGS_ext;Beryl crystal;Nm.gem
USGS_ext;Dumortierite;Nm.gem
USGS_ext;Obsidian;Nm.gem
USGS_ext;Topas;Nm.gem
USGS_ext;Gemstones, rough;Nm.gem
USGS_ext;Quartz sand;M.SiO2
USGS_ext;Granite and other quarry stone;M.ign
USGS_ext;Gravel and cushed stone;M.sag
USGS_ext;Marble, Slab;M.mat
USGS_ext;Pottery clay;M.poc
USGS_ext;White clay;M.kao
USGS_ext;Jade;Nm.gem
USGS_ext;Spinel;Nm.gem
USGS_ext;Rubies, sapphires, spinel;Nm.gem
USGS_ext;Rubies, sapphires;Nm.gem
USGS_ext;Gemstones unspecified;Nm.gem
USGS_ext;Limestone and Marble;M.lim
USGS_ext;Lithium minerals;O.Li
USGS_ext;Pyrite and pyrrhotite;O.FeS
USGS_ext;Blue chalcedony;Nm.gem
USGS_ext;Chrysocolla;Nm.gem
USGS_ext;Picture stone;Nm.gem
USGS_ext;Piertersite;Nm.gem
USGS_ext;Sodalite, gem;Nm.gem
USGS_ext;Beryl, industrial;O.Be
USGS_ext;Clay, red;M.poc
USGS_ext;Clay, for cement manufacture;M.coc
USGS_ext;Toumaline;Nm.gem
USGS_ext;Quartzite, slab;M.qar
USGS_ext;Marble, Aggregate;M.mat
USGS_ext;Marble, Chips;M.mat
USGS_ext;Marble, Slab, cut;M.mat
USGS_ext;Marble, cut;M.mat
USGS_ext;Marble, Craggy;M.mat
USGS_ext;Silicia sand (for metallurgical use);M.SiO2
USGS_ext;Diatomaceous earth;M.dia
USGS_ext;Sand and Gravel for road and ballast;M.sag
USGS_ext;Sand and Gravel fÃ¼r building aggregate;M.sag
USGS_ext;Greenstone;M.sto
USGS_ext;Industrial sand;M.ins
USGS_ext;Limestone and Marl, for agriculture;M.lim
USGS_ext;Limestone and Marl, for cement;M.lim
USGS_ext;Limestone and Marl, for other industrial uses;M.lim
USGS_ext;Limestone and Marl, for roads;M.lim
USGS_ext;Rock for harbor work;M.sto
USGS_ext;Limestone, calcium carbonate;M.lim
USGS_ext;Limestone, other;M.lim
USGS_ext;Volcanic ash and sand;M.abr
USGS_ext;Granite (crushed);M.ign
USGS_ext;Marble (crushed);M.mat
USGS_ext;Clays;M.coc
USGS_ext;Dolomite, ground;M.dol
USGS_ext;Labrador;
USGS_ext;Nepheline syenite;O.nep
USGS_ext;Olivine sand;M.ins
USGS_ext;Quartz and Quartzite, crushed;M.qar
USGS_ext;Slate including fill (incl. roof slate);M.sla
USGS_ext;Sulfur;Nm.S
USGS_ext;Sulfur acid;Nm.H2SO4
USGS_ext;Aragonite and Marble;M.mat
USGS_ext;Pigments, mineral, natural, ocher;M.irp
USGS_ext;Sulphur, native;Nm.S
USGS_ext;Limestone, crushed and broken;M.lim
USGS_ext;Marble, crushed and broken;M.mat
USGS_ext;Sand, including glass sand;M.ins
USGS_ext;Shell, marl;M.mas
USGS_ext;Stone, construction;M.crs
USGS_ext;Red clay;M.poc
USGS_ext;Cobbles and boulders;M.sto
USGS_ext;Volcanic cinder;M.abr
USGS_ext;Limestone for lime production;M.lim
USGS_ext;Limestone for nonlime end use;M.lim
USGS_ext;Marlstone;M.mas
USGS_ext;Road stone;M.sto
USGS_ext;Limestone, Marl, Calcite;M.lim
USGS_ext;Gabbro;M.ign
USGS_ext;Granite, ornamental;M.orn
USGS_ext;Graywacke;M.sas
USGS_ext;Ophite;M.dim
USGS_ext;Talc (steatite, soapstone, pyrophyllite);M.tal
USGS_ext;Calcium carbonate;Me.CaCO3
USGS_ext;Sand, washed;M.sag
USGS_ext;Sand, Limestone;M.sag
USGS_ext;Sulfuric acid;Nm.H2SO4
USGS_ext;Pozzolanic materials;M.abr
USGS_ext;Aggregates;M.sag
USGS_ext;Marble for industrial use;M.mat
USGS_ext;Stone blocks;M.dim
USGS_ext;Limestone, gypsum, chalk;M.lim
USGS_ext;Marble and granite blocks;M.dim
USGS_ext;Granite, dimension;M.dim
USGS_ext;Stone, aggregate;M.sag
USGS_ext;Stone, chert;M.chf
USGS_ext;Andalusite;M.fic
USGS_ext;Emerald crystals;Nm.gem
USGS_ext;Ochers;M.och
USGS_ext;Oxides;
USGS_ext;Silcrete;M.onm
USGS_ext;Sodium sulfate, natural;
USGS_ext;Tiger's eye;Nm.gem
USGS_ext;Wonderstone (Pyrophyllite);M.tal
USGS_ext;Aggregates and Sand;M.sag
USGS_ext;Granite and norite;M.ign
USGS_ext;Sawn slabs;M.dim
USGS_ext;Shale for cement manufacture only;M.coc
USGS_ext;Acid clay;M.spc
USGS_ext;Agalmatolite;M.tal
USGS_ext;Phonolite;M.sto
USGS_ext;Trachyte;M.ign
USGS_ext;Trass and tufa;M.ign
USGS_ext;Alexandrite;Nm.gem
USGS_ext;Cat's eye;Nm.gem
USGS_ext;Pathmaraga;Nm.gem
USGS_ext;Quartz and Quartizite;M.qar
USGS_ext;Precious and semiprecious, other than diamond;Nm.gem
USGS_ext;Star ruby;Nm.gem
USGS_ext;Monazite concentrate;Con.rem
USGS_ext;Fluorite;M.onm
USGS_ext;Olivine;M.onm
USGS_ext;Stone, Dimension mostly unfinished;M.dim
USGS_ext;Limestone, Dimension;M.dim
USGS_ext;Sandstone, Dimension;M.dim
USGS_ext;Quartz, Dimension;M.dim
USGS_ext;Quartizite, Dimension;M.dim
USGS_ext;Micaceous schist, Dimension;M.dim
USGS_ext;Marble, crushed;M.mat
USGS_ext;Quartizite, crushed;M.qar
USGS_ext;Sandstone, crushed;M.sas
USGS_ext;Stone, undifferentiated;M.sto
USGS_ext;Stone, others;M.sto
USGS_ext;Micaceous schist, crushed;M.mic
USGS_ext;Marble Dimension;M.dim
USGS_ext;Volanic tuff;M.ign
USGS_ext;Aluminium, primary;
USGS_ext;Meerschaum;M.osm
USGS_ext;Ruby and Sapphire;Nm.gem
USGS_ext;Tanzanite (Zoisite);Nm.gem
USGS_ext;Chryosoprase and opal;Nm.gem
USGS_ext;Corundum (gem only);Nm.gem
USGS_ext;Scapolite;M.osm
USGS_ext;Stone, aggregates;M.sag
USGS_ext;Granite, Dimension stone;M.dim
USGS_ext;Granite, Industrial rock;M.ign
USGS_ext;Marble, dimension stone and fragment;M.dim
USGS_ext;Marl for cement manufacture only;M.mas
USGS_ext;Tarvertine;M.mat
USGS_ext;Marble, Dimension;M.dim
USGS_ext;Marble, Blocks;M.dim
USGS_ext;Asphalt, natural;M.asp
USGS_ext;Clay, Argillite;M.coc
USGS_ext;Clay, other;M.coc
USGS_ext;Fertilizers;
USGS_ext;Urea;
USGS_ext;Clays, construction;M.coc
USGS_ext;Fertilizers, Triple-superphosphate;
USGS_ext;Fertilizers, Phosphoric acid;
USGS_ext;Fertilizers, Diammonium-phosphate;
USGS_ext;Fertilizers, Ammonium nitrate;
USGS_ext;Fertilizers, Compound fertilizers;
USGS_ext;Fertilizers, Dicalcium phosphate;
USGS_ext;Fertilizers, Hyperphosphate;
USGS_ext;Fertilizers, Sodium triphosphate;
USGS_ext;Emery;M.abr
USGS_ext;Leonardite;M.onm
USGS_ext;Sepiolite and palygorskite;M.ben
USGS_ext;Titanium minerals, rutile;O.TiO2
USGS_ext;Zirconium;Con.Zr
USGS_ext;Diabase;M.ign
USGS_ext;Limestone, other than for cement;M.lim
USGS_ext;Bischofite;M.onm
USGS_ext;Other clay;M.coc
USGS_ext;Alumina;
USGS_ext;Kaolinitic clay;M.kao
USGS_ext;Aluminum, primary;
USGS_ext;Pottery clay and ball clay;M.poc
USGS_ext;Sodium compounds, carbonate, n.e.s.;M.soc
USGS_ext;Titanium, titanium dioxide;Me.TiO2
USGS_ext;Pumice and pumicite;M.abr
USGS_ext;Pumice (and pumicite);M.abr
USGS_ext;Tripoli;M.abr
USGS_ext;Marble, other, unspecified;M.mat
USGS_ext;Granite, crushed and broken, alum schist;M.ign
USGS_ext;Granite, other, rough stone;M.ign
USGS_ext;Stone, crushed and broken, Alum schist;M.crs
USGS_ext;Natural Gemstones, agate and amethyst;Nm.gem
USGS_ext;Stone, other, including ballast;M.sto
USGS_ext;Corundum, natural;M.onm
USGS_ext;Lithium minerals, nut further specified;O.Li
USGS_ext;Potash, KÂ²O equivalent;O.K2O
USGS_ext;Lead, refined;
USGS_ext;Lead, secondary, refined;
USGS_ext;Lead, secondary, smelter;
USGS_ext;Serpentinite, crushed;M.orn
USGS_ext;Stone, all kinds;M.sto
USGS_ext;other quarried stone;M.crs
USGS_ext;Pyrite concentrate;Con.S
USGS_ext;Pyrrhotite;M.onm
USGS_ext;Quartz, quartzite and glass sand;M.qar
USGS_ext;Building clay, not further specified;M.coc
USGS_ext;China and ball clay;M.kao
USGS_ext;Phyllite;M.onm
USGS_ext;Building stone, not further specified;M.dim
USGS_ext;Miscellaneous (building);M.dim
USGS_ext;Tantalum, mine output;Me.Ta
USGS_ext;Columbium and tatalum;
USGS_ext;Bentonite (montmorillonite);M.ben
USGS_ext;Diamonds;Nm.dia
USGS_ext;Quartz, rough;M.qar
USGS_ext;Silicia;Nm.SiO2
USGS_ext;Copper;Me.Cu
USGS_ext;Tantalum;Me.Ta
USGS_ext;Fuller's earth;M.fue
USGS_ext;Gypsum;M.gya
USGS_ext;Talc;M.tal
USGS_ext;Perlite;M.per
USGS_ext;Salt;M.sal
USGS_ext;Gemstones;Nm.gem
USGS_ext;Sand and gravel;M.sag
USGS_ext;Aluminium;Me.Al
USGS_ext;Mercury;Me.Hg
USGS_ext;Gold;Me.Au
USGS_ext;Zircon;O.Zr
USGS_ext;Ilmenite;O.FeTiO3
USGS_ext;Vermiculite;M.ver
USGS_ext;Amazonite;Nm.gem
USGS_ext;Columbite;O.Nb
USGS_ext;Microlite;O.Ta
USGS_ext;Tantalite;O.Ta
USGS_ext;Beryl;O.Be
USGS_ext;Kaolin;M.kao
USGS_ext;Attapulgite;M.ben
USGS_ext;Sepiolite;M.ben
USGS_ext;Rutile;O.TiO2
USGS_ext;Asbestos;M.asb
USGS_ext;Chalcedony;Nm.gem
USGS_ext;Gallium;Me.Ga
USGS_ext;Zinc;Me.Zn
USGS_ext;Graphite;M.gra
USGS_ext;Bauxite;O.Al
WMD_ext;3A aggregates ;M.sag
WMD_ext;Abrasivos Naturales;M.abr
WMD_ext;Acid proof andesite;M.ign
WMD_ext;Aggregate;M.sag
WMD_ext;Aggregate minerals ;M.sag
WMD_ext;Aggregates;M.sag
WMD_ext;Aggregates (natural and lightweight);M.sag
WMD_ext;Alabaster;M.sto
WMD_ext;Aleurolite;M.sto
WMD_ext;Alumina hydrate;
WMD_ext;Aluminium phosphates;
WMD_ext;Amphibiolite;M.dim
WMD_ext;Amphibolite;M.dim
WMD_ext;Amphivolite;M.dim
WMD_ext;Andalosite Schist;M.sto
WMD_ext;Andesite;M.ign
WMD_ext;Andesite Basalt;M.ign
WMD_ext;Andesite Dacites;M.ign
WMD_ext;Anfibolita;
WMD_ext;Antimony ore;
WMD_ext;Apalite;M.sto
WMD_ext;Apatita;
WMD_ext;Arcilla Blanca;
WMD_ext;Arcilla roja;
WMD_ext;Arcillas;
WMD_ext;Arena Construcción;M.sag
WMD_ext;Arena p/Construcción;M.sag
WMD_ext;arena para construccion;M.sag
WMD_ext;Arena y Canto Rodado;M.sag
WMD_ext;Arena y grava;M.sag
WMD_ext;Arenas;M.sag
WMD_ext;Arenas siliceas;M.SiO2
WMD_ext;Arenisca;
WMD_ext;Argiclay;
WMD_ext;Argilite;M.sto
WMD_ext;Article clay;M.coc
WMD_ext;Asbestos;M.asb
WMD_ext;Asphalt;M.asp
WMD_ext;Asphaltic rock;M.asp
WMD_ext;Attapulgites;M.ben
WMD_ext;Azufre fino;
WMD_ext;Backfilling sands;M.sag
WMD_ext;Bajri Sand;
WMD_ext;Ball clay;M.bac
WMD_ext;Ballast aggregates;M.sag
WMD_ext;Barite;M.bar
WMD_ext;Barite - Chemical grade (ground);M.bar
WMD_ext;Barite - Drilling mud (ground);M.bar
WMD_ext;Barite - Unground;M.bar
WMD_ext;Baritina;
WMD_ext;Baryle;
WMD_ext;Baryte;M.bar
WMD_ext;Basalt;M.ign
WMD_ext;Basalt and Tuff;M.ign
WMD_ext;Basalt Quarrying;M.ign
WMD_ext;Basalt, Andesite;M.ign
WMD_ext;basalto;M.ign
WMD_ext;Bassit for casting;
WMD_ext;Bausand;M.sag
WMD_ext;Bausand und Kies;M.sag
WMD_ext;Bausand, Baukies;M.sag
WMD_ext;Bausand, Baukies, Kies für den Wegebau;M.sag
WMD_ext;Bentonic clay;M.ben
WMD_ext;Bentonit;M.ben
WMD_ext;Bentonit clays for smelting;M.ben
WMD_ext;Bentonita;M.ben
WMD_ext;Bentonite;M.ben
WMD_ext;Bentonite ;M.ben
WMD_ext;Bentonite clay;M.ben
WMD_ext;Bentonyt und feuerfester Ton;M.ben
WMD_ext;Bimstein;M.abr
WMD_ext;Blasted and crushed rock;M.crs
WMD_ext;Blasted Rock;M.crs
WMD_ext;Boron minerals;M.bor
WMD_ext;Boulders;M.sto
WMD_ext;Breccia;
WMD_ext;Brick;
WMD_ext;Brick clay;M.coc
WMD_ext;Brick clays;M.coc
WMD_ext;Brick clays and related minerals ;M.coc
WMD_ext;Brick clays and related minerals from mine production in non-reserved deposits;M.coc
WMD_ext;Brick clays and related minerals from mine production in reserved deposits;M.coc
WMD_ext;Brick earth;M.coc
WMD_ext;Brick material;M.coc
WMD_ext;Building and construction stones;M.dim
WMD_ext;Building and dimension stone;M.dim
WMD_ext;Building and ornamental stone;M.dim
WMD_ext;Building dolomite;M.dim
WMD_ext;Building gravel;M.dim
WMD_ext;Building limestone;M.lim
WMD_ext;Building materials;M.dim
WMD_ext;Building sand;M.sag
WMD_ext;Building Stone;M.dim
WMD_ext;Building stones;M.dim
WMD_ext;Burnt lime;
WMD_ext;Calcareous stone for grinding;M.lim
WMD_ext;Calcereous gravel dolomitic;M.lim
WMD_ext;Calcereous stone for building;M.lim
WMD_ext;Calcite;M.cal
WMD_ext;Calcite for cement;M.cal
WMD_ext;Calcite for lime;M.cal
WMD_ext;Calcium carbonate;Me.CaCO3
WMD_ext;Calcium phosphates;
WMD_ext;Calcium sulphate;
WMD_ext;caliza;
WMD_ext;Calizas;
WMD_ext;Calsedon;
WMD_ext;canto rodado;
WMD_ext;Capteção Água Constr.;
WMD_ext;Carbonate calcium;Me.CaCO3
WMD_ext;Carbonato de calcio;Me.CaCO3
WMD_ext;Carbonato de litio;Me.Li2CO3
WMD_ext;Carmeres;
WMD_ext;Castine;
WMD_ext;Celestite;O.Sr
WMD_ext;Cement rock;
WMD_ext;Cement rocks;
WMD_ext;Ceramic and brick clay;M.coc
WMD_ext;Ceramic and fire clay;M.fic
WMD_ext;Ceramic clay;M.fic
WMD_ext;Ceramic clays;M.fic
WMD_ext;Ceramic rock salt;
WMD_ext;Chalk;M.cha
WMD_ext;Chert;M.chf
WMD_ext;China Clay;M.kao
WMD_ext;China clay (Kaolin);M.kao
WMD_ext;Chlorkalium;
WMD_ext;Cimita;
WMD_ext;Clay;M.coc
WMD_ext;Clay ;M.coc
WMD_ext;Clay bricks;M.coc
WMD_ext;Clay for Brick;M.coc
WMD_ext;Clay for bricks;M.coc
WMD_ext;Clay for cement;M.coc
WMD_ext;Clay for expanded clay aggregate;M.coc
WMD_ext;Clay raw materials for lightweight aggregate production;M.coc
WMD_ext;Clay rocks;
WMD_ext;Clay sand;
WMD_ext;Clay sand (cover layer);
WMD_ext;Clay sand and loam;
WMD_ext;Clays;M.coc
WMD_ext;Clays - corrective additives for cement production ;M.coc
WMD_ext;Clays for brick;M.coc
WMD_ext;Clays for Bricks;M.coc
WMD_ext;Clays for cement;M.coc
WMD_ext;Cloruro de sodio;
WMD_ext;Coated roadstone;
WMD_ext;Columbite-Tantalite;O.NbTa
WMD_ext;Common clay;M.coc
WMD_ext;Common clay and shale;M.coc
WMD_ext;Common clays;M.coc
WMD_ext;Common sand;M.sag
WMD_ext;conchilla;
WMD_ext;Concrete mortar;
WMD_ext;Conglomerate;
WMD_ext;Construction gypsum;M.gya
WMD_ext;Construction material;M.sag
WMD_ext;Construction Materials;M.sag
WMD_ext;Construction sand and gravel;M.sag
WMD_ext;Construction sands;M.sag
WMD_ext;Construction sands such as clayey sands, kaolinic sands, felpathic sands;M.sag
WMD_ext;Construction Stone;M.crs
WMD_ext;Construction stones for concrete filler;M.crs
WMD_ext;Coral Lime;
WMD_ext;Coral sand for cement;M.sag
WMD_ext;Corrective additives for cement production;
WMD_ext;Crushed and brown stone;M.crs
WMD_ext;Crushed calcite;M.cal
WMD_ext;Crushed dolomite;M.dol
WMD_ext;Crushed granite;M.ign
WMD_ext;Crushed gravel;M.sag
WMD_ext;Crushed items from natural stone;M.crs
WMD_ext;Crushed or cut dolomite for concentrate aggregates, for road stone and for other construction use;M.sag
WMD_ext;Crushed rock;M.crs
WMD_ext;Crushed stone;M.crs
WMD_ext;Crushed stone ;M.crs
WMD_ext;Crushed stone - basalt;M.ign
WMD_ext;Crushed stone aggregate;M.crs
WMD_ext;Crushed stone and boulders;M.crs
WMD_ext;Crushed stone and ornamental stone;M.crs
WMD_ext;Crushed stone dolomite;M.dol
WMD_ext;Crushed stone from mine production in non-reserved deposits;M.crs
WMD_ext;Crushed stone from mine production in reserved deposits;M.crs
WMD_ext;Crushed stone limestone;M.lim
WMD_ext;Crushed stone of vulcanite;M.ign
WMD_ext;Crushed stone other;M.crs
WMD_ext;Crushed stones;M.crs
WMD_ext;Crystalline Limestone;
WMD_ext;cuarcita;
WMD_ext;Cuarcitas y areniscas;
WMD_ext;Cuarzo;
WMD_ext;Cuarzo Rosado;
WMD_ext;Dacit;
WMD_ext;Decorative dolomite;M.dim
WMD_ext;Decorative goods from natural stone;M.dim
WMD_ext;Diabase;M.ign
WMD_ext;Diabaz;M.ign
WMD_ext;Diamantes;Nm.dia
WMD_ext;Diamonds;Nm.dia
WMD_ext;Diatomita;M.dia
WMD_ext;Diatomite;M.dia
WMD_ext;Diatomute;M.dia
WMD_ext;Dimension and crushed stones;M.dim
WMD_ext;Dimension and decorative stones;M.dim
WMD_ext;Dimension Stone;M.dim
WMD_ext;Dimension stone from mine production in non-reserved deposits;M.dim
WMD_ext;Dimension stone from mine production in reserved deposits;M.dim
WMD_ext;Dimensional Stone;M.dim
WMD_ext;Dimensional stones;M.dim
WMD_ext;Dimention stones;M.dim
WMD_ext;Dimentional stones;M.dim
WMD_ext;Diorite;M.ign
WMD_ext;Dolomit;M.dol
WMD_ext;dolomita;M.dol
WMD_ext;Dolomita Triturada;M.dol
WMD_ext;dolomita, en bloques;M.dim
WMD_ext;dolomita, trilurada;M.dol
WMD_ext;Dolomite;M.dol
WMD_ext;Dolomite (unground);M.dol
WMD_ext;Dolomite crude;M.dol
WMD_ext;Dolomite for lime;M.dol
WMD_ext;Dolomite powdered;M.dol
WMD_ext;Ecausine and other calcerous monumental;M.lim
WMD_ext;Emerald;Nm.gem
WMD_ext;Emery;M.abr
WMD_ext;Expanded pearlite;
WMD_ext;Facing stones;
WMD_ext;Feldespato;M.fel
WMD_ext;Feldspar;M.fel
WMD_ext;Feldspar potassium;M.fel
WMD_ext;Feldspar sodium;M.fel
WMD_ext;Feldspar substitutes;M.fel
WMD_ext;Feldspatic sand;M.fel
WMD_ext;Feuerfester lehm;M.fic
WMD_ext;Feuerfester u. keramischer Ton;M.fic
WMD_ext;Feuerfester u. keramischer Ton, roh;M.fic
WMD_ext;Feuerfester und kermaischer Ton;M.fic
WMD_ext;Filler Kaolin;M.kao
WMD_ext;Filling sands;M.sag
WMD_ext;Fine Grain Marble;M.mat
WMD_ext;Fire clay;M.fic
WMD_ext;Fire clay ;M.fic
WMD_ext;Fire clays;M.fic
WMD_ext;Flint;M.chf
WMD_ext;Flisch;M.sto
WMD_ext;Fluorite - Acid grade;M.onm
WMD_ext;Fluorite - Metallurgical grade ;M.onm
WMD_ext;Fluorspar;M.flu
WMD_ext;Flux limestone;M.lim
WMD_ext;Foundry sand;M.ins
WMD_ext;Foundry sands;M.ins
WMD_ext;Fuller earths;M.fue
WMD_ext;Fullers Earth;M.fue
WMD_ext;Fulles earth;M.fue
WMD_ext;Gabbro;M.ign
WMD_ext;Gabbro and Diabase;M.ign
WMD_ext;Galenit;
WMD_ext;Gebr. Kalk u. Dolomitsteine;M.lim
WMD_ext;Gebr. Natursteine;M.crs
WMD_ext;Gebrochener Naturstein;M.crs
WMD_ext;gebrochener Naturstein für den Tiefbau;M.crs
WMD_ext;Geinstone;
WMD_ext;geschnittene Kalke;M.dim
WMD_ext;Gips aus Rauchgas ;M.gya
WMD_ext;Gips u. Anhydritstein;M.gya
WMD_ext;Gipsum;M.gya
WMD_ext;Glass and foundry sands;M.SiO2
WMD_ext;Glass sand;M.SiO2
WMD_ext;Glass sands and sandstones;M.SiO2
WMD_ext;Glass send;M.SiO2
WMD_ext;Gnais;M.sto
WMD_ext;Gneis;M.sto
WMD_ext;Gneiss;M.sto
WMD_ext;Gniess;M.sto
WMD_ext;Granit;M.ign
WMD_ext;Granit für den Schotter;M.ign
WMD_ext;Granite;M.ign
WMD_ext;Granite - Dimension stone;M.dim
WMD_ext;Granite - Industrial rock;M.ign
WMD_ext;Granite (block);M.dim
WMD_ext;Granite and Gneiss;M.ign
WMD_ext;Granite and Marble;M.ign
WMD_ext;Granite and travertine square blocks;M.dim
WMD_ext;Granite crude;M.ign
WMD_ext;Granite ornamental and similar stones;M.orn
WMD_ext;Granite slabs;M.ign
WMD_ext;Granites;M.ign
WMD_ext;Granito;M.ign
WMD_ext;Granito en Bloque;M.dim
WMD_ext;granito en bloques;M.dim
WMD_ext;granito triturado;M.ign
WMD_ext;granito, triturado;M.ign
WMD_ext;Granitplatten;M.ign
WMD_ext;Granodiorite;
WMD_ext;grantio, en bloques;M.dim
WMD_ext;granulado volcanico;M.ign
WMD_ext;Granulado Volcánico;M.ign
WMD_ext;Granules, chippings and powder;M.sag
WMD_ext;Granules, chippings and powder of marble;M.mat
WMD_ext;Granules, chippings and powder of travertine;M.mat
WMD_ext;Granules, chippings and powder of travertine, ecaussine, granite, porphry, basalt, sandstone and other monumental stone;M.sag
WMD_ext;Granzon;
WMD_ext;Graphite;M.gra
WMD_ext;Gravel;M.sag
WMD_ext;Gravel aggregates;M.sag
WMD_ext;Gravel, Flint;M.chf
WMD_ext;Gravel, pebbles;M.sag
WMD_ext;Gravels;M.sag
WMD_ext;Graywacke;M.sas
WMD_ext;GRESIE;
WMD_ext;Guano;O.P
WMD_ext;Gyps;M.gya
WMD_ext;Gyps und Anhydrid;M.gya
WMD_ext;Gypstrockenmischungen;M.gya
WMD_ext;Gypsum;M.gya
WMD_ext;Gypsum and anhidrite;M.gya
WMD_ext;Gypsum for cement;M.gya
WMD_ext;Gypsum stone;M.gya
WMD_ext;Hard rock;M.sag
WMD_ext;Hard rocks;M.sag
WMD_ext;Hard rocks for aggregates;M.sag
WMD_ext;Havara;M.sag
WMD_ext;Havara and gravel;M.sag
WMD_ext;Havara mixture and gravel;M.sag
WMD_ext;Healing mud;
WMD_ext;Homstein;
WMD_ext;Hornstein;
WMD_ext;Huntite;
WMD_ext;Hydrated lime;
WMD_ext;Hydraulic cement;
WMD_ext;Igneous rock;M.ign
WMD_ext;Ilmenite;O.FeTiO3
WMD_ext;Industria Salitrera ;
WMD_ext;Industrial dolomite;M.dol
WMD_ext;Industrial sand;M.ins
WMD_ext;Industriesande/Quarzsande;M.ins
WMD_ext;Iron Pyrites;O.FeS
WMD_ext;Jasper;M.orn
WMD_ext;Kalk für den Bau;M.lim
WMD_ext;Kalk für die Zuckerindustrie;M.lim
WMD_ext;Kalk für Zement;M.lim
WMD_ext;Kalk u. Kalkmergelstein f. d. Zementherstellung;M.lim
WMD_ext;Kalk und Dolomitstein;M.lim
WMD_ext;Kalk und gipsstein;M.lim
WMD_ext;Kalk und Mergelsteine;M.lim
WMD_ext;Kalk und Mergelsteine für die Zementherstellung;M.lim
WMD_ext;Kalkstein;M.lim
WMD_ext;Kalkstein zum schneiden von blocks;M.dim
WMD_ext;Kalzium Karbonat;Me.CaCO3
WMD_ext;Kaolin;M.kao
WMD_ext;Kaolin and ind. clay;M.kao
WMD_ext;Kaolin clays (ball and plastic clays);M.kao
WMD_ext;Kaoline Sands;
WMD_ext;Keratophyr;
WMD_ext;Kies;M.sag
WMD_ext;Klinker;
WMD_ext;Kreide;M.cha
WMD_ext;Kreide und Dolomit;M.cha
WMD_ext;Kurkar;
WMD_ext;Kyanite Gems;M.fic
WMD_ext;Kyanite gems grade;M.fic
WMD_ext;Kyanite Ind;M.fic
WMD_ext;Kyanite industrial grade;M.fic
WMD_ext;Lacustrine chalk;M.cha
WMD_ext;Laterite;M.lat
WMD_ext;Laterites;M.lat
WMD_ext;Lavastone;M.ign
WMD_ext;Leucoxene;O.leu
WMD_ext;Lime;
WMD_ext;Lime hydraulic;
WMD_ext;Lime Ston;M.lim
WMD_ext;Limestone;M.lim
WMD_ext;Limestone ;M.lim
WMD_ext;Limestone - Cement industry;M.lim
WMD_ext;Limestone - Construction;M.lim
WMD_ext;Limestone - Dimension stone;M.dim
WMD_ext;Limestone - Other industry;M.lim
WMD_ext;Limestone Aggregate;M.lim
WMD_ext;Limestone and Chalk for cement;M.lim
WMD_ext;Limestone and Dolomite;M.lim
WMD_ext;Limestone and Dolomite for breakage stone;M.lim
WMD_ext;Limestone and marble;M.lim
WMD_ext;Limestone and Marl;M.lim
WMD_ext;Limestone and Marls;M.lim
WMD_ext;Limestone as building stone;M.lim
WMD_ext;Limestone as construction stone;M.lim
WMD_ext;Limestone cement;M.lim
WMD_ext;Limestone cement grade;M.lim
WMD_ext;Limestone chemical grade;M.lim
WMD_ext;Limestone crushed used for the manufacture of lime or cement;M.lim
WMD_ext;Limestone dimension stone;M.dim
WMD_ext;Limestone for a chemical industry;M.lim
WMD_ext;Limestone for cement;M.lim
WMD_ext;Limestone for cladding;M.lim
WMD_ext;Limestone for facing;M.lim
WMD_ext;Limestone for flux;M.lim
WMD_ext;Limestone for freestone;M.lim
WMD_ext;Limestone for lime;M.lim
WMD_ext;Limestone for lime production;M.lim
WMD_ext;Limestone for other industry;M.lim
WMD_ext;Limestone in blocks;M.lim
WMD_ext;Limestone ornamental stone;M.orn
WMD_ext;Limestone powdered;M.lim
WMD_ext;Limestones and corrective additives for cement production;M.lim
WMD_ext;Limestones and marls for cement;M.lim
WMD_ext;Limestones as dimension stones;M.dim
WMD_ext;Lithium pegmatite;
WMD_ext;Loam;M.loa
WMD_ext;Loess;
WMD_ext;Magnesita;O.MgCO3
WMD_ext;Magnesite;O.MgCO3
WMD_ext;Magnesium sulfate;
WMD_ext;Marbel;M.mat
WMD_ext;Marble;M.mat
WMD_ext;Marble - Dimension stone;M.dim
WMD_ext;Marble - Fragment;M.mat
WMD_ext;Marble (block);M.dim
WMD_ext;Marble aggregate;M.mat
WMD_ext;Marble and limestone;M.mat
WMD_ext;Marble and other carbonated stones;M.mat
WMD_ext;Marble and travertine;M.mat
WMD_ext;Marble and travertine merely cut into rectangular or square blocks or slabs of a thickness over 25 cm;M.dim
WMD_ext;Marble and travertine slabs;M.mat
WMD_ext;Marble and travertine square blocks;M.dim
WMD_ext;Marble and travertine, crude or roughly trimmed;M.mat
WMD_ext;Marble blocks;M.dim
WMD_ext;Marble chips;M.mat
WMD_ext;Marble crazzy;M.mat
WMD_ext;Marble for breakage stone ;M.mat
WMD_ext;Marble for cladding;M.mat
WMD_ext;Marble for facing;M.mat
WMD_ext;Marble onyx;M.mat
WMD_ext;Marble ordinary;M.mat
WMD_ext;Marble plates and ornamental stones;M.mat
WMD_ext;Marble powder;M.mat
