"Country or Area Code";"Country or Area";"Year";"Unit";"Value";"Value Footnotes"
"566";"Nigeria";"1998";"Thousand metric tons";"2700";"1"
"566";"Nigeria";"1997";"Mil. USD";"97.7579943309301";""
"566";"Nigeria";"1997";"Thousand metric tons";"2520";"1"
"566";"Nigeria";"1996";"Mil. USD";"79.1109837633478";""
"566";"Nigeria";"1996";"Thousand metric tons";"2545";"1"
"566";"Nigeria";"1995";"Thousand metric tons";"1573";"1"
"578";"Norway";"2001";"Thousand metric tons";"1870";"2,3"
"578";"Norway";"2000";"Thousand metric tons";"1851";"2"
"578";"Norway";"1999";"Thousand metric tons";"1827";"2"
"578";"Norway";"1998";"Thousand metric tons";"1676";"2"
"578";"Norway";"1997";"Thousand metric tons";"1724";"2"
"578";"Norway";"1996";"Thousand metric tons";"1690";""
"578";"Norway";"1995";"Thousand metric tons";"1613";""
"512";"Oman";"2007";"Thousand metric tons";"3680";"11"
"512";"Oman";"2006";"Thousand metric tons";"3710";"11"
"512";"Oman";"2005";"Thousand metric tons";"2686";"11"
"512";"Oman";"2004";"Thousand metric tons";"1648";"19"
"512";"Oman";"2003";"Thousand metric tons";"1593";"19"
"512";"Oman";"2002";"Thousand metric tons";"1523";"19"
"512";"Oman";"2001";"Thousand metric tons";"1370";"1"
"512";"Oman";"2000";"Thousand metric tons";"1815";"1"
"512";"Oman";"1999";"Thousand metric tons";"1990";"1"
"512";"Oman";"1998";"Thousand metric tons";"1217";"1"
"512";"Oman";"1997";"Thousand metric tons";"1233";"1"
"512";"Oman";"1996";"Thousand metric tons";"1206";"1"
"512";"Oman";"1995";"Thousand metric tons";"1280";"1"
"586";"Pakistan";"2015";"Thousand metric tons";"32185";"4"
"586";"Pakistan";"2014";"Thousand metric tons";"31418";"4"
"586";"Pakistan";"2013";"Thousand metric tons";"31055";"4"
"586";"Pakistan";"2012";"Thousand metric tons";"29557";"4"
"586";"Pakistan";"2011";"Thousand metric tons";"28716";"4"
"586";"Pakistan";"2010";"Thousand metric tons";"31160";"4"
"586";"Pakistan";"2009";"Thousand metric tons";"28380";"4"
"586";"Pakistan";"2008";"Thousand metric tons";"26751";"4"
"586";"Pakistan";"2007";"Thousand metric tons";"22739";"4"
"586";"Pakistan";"2006";"Thousand metric tons";"18564";"4"
"586";"Pakistan";"2005";"Thousand metric tons";"16353";"4"
"586";"Pakistan";"2004";"Thousand metric tons";"12862";"4"
"586";"Pakistan";"2003";"Thousand metric tons";"10845";"4"
"586";"Pakistan";"2002";"Thousand metric tons";"9935";"4"
"586";"Pakistan";"2001";"Thousand metric tons";"9672";"4"
"586";"Pakistan";"2000";"Thousand metric tons";"9314";"4"
"586";"Pakistan";"1999";"Thousand metric tons";"9635";"4"
"586";"Pakistan";"1998";"Thousand metric tons";"9364";""
"586";"Pakistan";"1997";"Thousand metric tons";"9536";""
"586";"Pakistan";"1996";"Thousand metric tons";"9567";""
"586";"Pakistan";"1995";"Thousand metric tons";"7913";""
"591";"Panama";"2004";"Thousand metric tons";"1042";"7"
"591";"Panama";"2003";"Thousand metric tons";"889";"7"
"591";"Panama";"2002";"Thousand metric tons";"748";"7"
"591";"Panama";"2001";"Thousand metric tons";"698";"7"
"591";"Panama";"2000";"Thousand metric tons";"849.2";"7"
"591";"Panama";"1999";"Thousand metric tons";"976";""
"591";"Panama";"1998";"Thousand metric tons";"814";""
"591";"Panama";"1997";"Thousand metric tons";"752";""
"591";"Panama";"1996";"Thousand metric tons";"651";""
"591";"Panama";"1995";"Thousand metric tons";"658";"7"
"600";"Paraguay";"2004";"Thousand metric tons";"660";"2"
"600";"Paraguay";"2003";"Thousand metric tons";"505.411";""
"600";"Paraguay";"2002";"Thousand metric tons";"447.266";""
"600";"Paraguay";"2001";"Thousand metric tons";"505.385";""
"600";"Paraguay";"2000";"Thousand metric tons";"515.699";""
"600";"Paraguay";"1999";"Thousand metric tons";"556.31";""
"600";"Paraguay";"1998";"Thousand metric tons";"585.59";""
"600";"Paraguay";"1997";"Thousand metric tons";"602.583";""
"600";"Paraguay";"1996";"Thousand metric tons";"627.037";""
"600";"Paraguay";"1995";"Thousand metric tons";"624.477";""
"604";"Peru";"2016";"Thousand metric tons";"8340.834927";""
"604";"Peru";"2015";"Thousand metric tons";"8633.244";""
"604";"Peru";"2014";"Thousand metric tons";"9037.849";""
"604";"Peru";"2013";"Thousand metric tons";"8903.535";""
"604";"Peru";"2012";"Thousand metric tons";"8577.885";""
"604";"Peru";"2011";"Thousand metric tons";"7025.507";""
"604";"Peru";"2010";"Thousand metric tons";"6941.191";""
"604";"Peru";"2009";"Thousand metric tons";"6185.585";""
"604";"Peru";"2008";"Thousand metric tons";"5886.191";""
"604";"Peru";"2007";"Thousand metric tons";"5334.952";""
"604";"Peru";"2006";"Thousand metric tons";"5051.752";""
"604";"Peru";"2005";"Thousand metric tons";"4535.487";""
"604";"Peru";"2004";"Thousand metric tons";"4132.831";""
"604";"Peru";"2003";"Thousand metric tons";"3739.917";""
"604";"Peru";"2002";"Thousand metric tons";"4115.143";""
"604";"Peru";"2001";"Thousand metric tons";"3588.765";""
"604";"Peru";"2000";"Thousand metric tons";"3657.641";""
"604";"Peru";"1999";"Thousand metric tons";"3327.166";""
"604";"Peru";"1998";"Thousand metric tons";"4068.672";""
"604";"Peru";"1997";"Thousand metric tons";"4091.923";""
"604";"Peru";"1996";"Thousand metric tons";"3677.84";""
"604";"Peru";"1995";"Thousand metric tons";"3645.457";""
"608";"Philippines";"2016";"Mil. USD";"3127.40223023249";""
"608";"Philippines";"2016";"Thousand units";"983467.45635";""
"608";"Philippines";"2015";"Mil. USD";"3140.04535049664";""
"608";"Philippines";"2015";"Thousand units";"946075.88854";""
"608";"Philippines";"2014";"Mil. USD";"2952.0007995733";""
"608";"Philippines";"2014";"Thousand units";"867722.23815";""
"608";"Philippines";"2013";"Mil. USD";"2345.40966163908";""
"608";"Philippines";"2013";"Thousand units";"750110.305";""
"608";"Philippines";"2012";"Mil. USD";"1749.93547739987";""
"608";"Philippines";"2012";"Thousand units";"571376.73136";""
"608";"Philippines";"2011";"Mil. USD";"1414.47872149745";""
"608";"Philippines";"2011";"Thousand units";"476813.17488";""
"608";"Philippines";"2010";"Mil. USD";"1121.93253751461";""
"608";"Philippines";"2010";"Thousand units";"398076";""
"608";"Philippines";"2009";"Mil. USD";"986.478761199589";""
"608";"Philippines";"2009";"Thousand units";"371629";""
"608";"Philippines";"2008";"Mil. USD";"936.895140147978";""
"608";"Philippines";"2008";"Thousand units";"378214";""
"608";"Philippines";"2007";"Mil. USD";"767.979101665492";""
"608";"Philippines";"2007";"Thousand units";"332549";""
"608";"Philippines";"2006";"Mil. USD";"520.264610591527";""
"608";"Philippines";"2006";"Thousand units";"300822";""
"608";"Philippines";"2005";"Mil. USD";"469.778869481513";""
"608";"Philippines";"2005";"Thousand units";"324151";""
"608";"Philippines";"2004";"Mil. USD";"433.708710606576";""
"608";"Philippines";"2004";"Thousand units";"333661";""
"608";"Philippines";"2003";"Mil. USD";"535.188487792879";""
"608";"Philippines";"2003";"Thousand units";"332384";""
"608";"Philippines";"2002";"Mil. USD";"618.910708368349";""
"608";"Philippines";"2002";"Thousand units";"334915";""
"608";"Philippines";"2001";"Mil. USD";"569.886052205563";""
"608";"Philippines";"2001";"Thousand units";"284458";""
"608";"Philippines";"2000";"Mil. USD";"529.052039667589";""
"608";"Philippines";"2000";"Thousand units";"298975";""
"608";"Philippines";"1999";"Mil. USD";"558.622868591705";""
"608";"Philippines";"1999";"Thousand units";"313938";""
"608";"Philippines";"1998";"Mil. USD";"551.536263497098";""
"608";"Philippines";"1998";"Thousand units";"322196";""
"608";"Philippines";"1997";"Mil. USD";"1120.84364137324";""
"608";"Philippines";"1997";"Thousand units";"367019";""
"608";"Philippines";"1996";"Mil. USD";"1208.95175102323";""
"608";"Philippines";"1996";"Thousand units";"310727";""
"608";"Philippines";"1995";"Mil. USD";"954.209951855893";""
"608";"Philippines";"1995";"Thousand units";"263843";""
"616";"Poland";"2016";"Mil. USD";"927.08619553252";""
"616";"Poland";"2016";"Thousand metric tons";"15005.9";""
"616";"Poland";"2015";"Mil. USD";"990.02520228147";""
"616";"Poland";"2015";"Thousand metric tons";"15108.6";""
"616";"Poland";"2014";"Mil. USD";"1250.03896485226";""
"616";"Poland";"2014";"Thousand metric tons";"14999.2";""
"616";"Poland";"2013";"Mil. USD";"1199.22799862904";""
"616";"Poland";"2013";"Thousand metric tons";"14015.5";""
"616";"Poland";"2012";"Mil. USD";"1302.45528938366";""
"616";"Poland";"2012";"Thousand metric tons";"15459.2";""
"616";"Poland";"2011";"Mil. USD";"1716.59177197161";""
"616";"Poland";"2011";"Thousand metric tons";"18397.4";""
"616";"Poland";"2010";"Mil. USD";"1356.01764335224";""
"616";"Poland";"2010";"Thousand metric tons";"15523.1";""
"616";"Poland";"2009";"Mil. USD";"1403.20551684352";""
"616";"Poland";"2009";"Thousand metric tons";"15219";""
"616";"Poland";"2008";"Mil. USD";"2007.78371646515";""
"616";"Poland";"2008";"Thousand metric tons";"16988";""
"616";"Poland";"2007";"Mil. USD";"1544.78946512762";""
"616";"Poland";"2007";"Thousand metric tons";"16952";""
"616";"Poland";"2006";"Mil. USD";"1030.82074982746";""
"616";"Poland";"2006";"Thousand metric tons";"14695";""
"616";"Poland";"2005";"Mil. USD";"779.636221275544";""
"616";"Poland";"2005";"Thousand metric tons";"12190";""
"616";"Poland";"2004";"Mil. USD";"689.980110134717";""
"616";"Poland";"2004";"Thousand metric tons";"12148";""
"616";"Poland";"2003";"Mil. USD";"635.832428019516";""
"616";"Poland";"2003";"Thousand metric tons";"11624";""
"616";"Poland";"2002";"Mil. USD";"604.112711497456";""
"616";"Poland";"2002";"Thousand metric tons";"11213";""
"616";"Poland";"2001";"Mil. USD";"593.175211900633";""
"616";"Poland";"2001";"Thousand metric tons";"12090";""
"616";"Poland";"2000";"Mil. USD";"597.803765466542";""
"616";"Poland";"2000";"Thousand metric tons";"14943";"8"
"616";"Poland";"1999";"Thousand metric tons";"15555";""
"616";"Poland";"1998";"Thousand metric tons";"14970";""
"616";"Poland";"1997";"Thousand metric tons";"15003";""
"616";"Poland";"1996";"Thousand metric tons";"13959";""
"616";"Poland";"1995";"Thousand metric tons";"13914";""
"620";"Portugal";"2016";"Mil. USD";"290.455061830296";"10"
"620";"Portugal";"2016";"Thousand metric tons";"4100.009585";"10"
"620";"Portugal";"2015";"Mil. USD";"350.061810842401";""
"620";"Portugal";"2015";"Thousand metric tons";"5050.802031";""
"620";"Portugal";"2014";"Mil. USD";"419.366992061517";""
"620";"Portugal";"2014";"Thousand metric tons";"5480.20231";""
"620";"Portugal";"2013";"Mil. USD";"435.79635997852";""
"620";"Portugal";"2013";"Thousand metric tons";"5342.660792";""
"620";"Portugal";"2012";"Mil. USD";"459.617343093758";""
"620";"Portugal";"2012";"Thousand metric tons";"5392.995136";""
"620";"Portugal";"2011";"Mil. USD";"592.622695784721";""
"620";"Portugal";"2011";"Thousand metric tons";"6072.750709";""
"620";"Portugal";"2010";"Mil. USD";"643.732896589902";""
"620";"Portugal";"2010";"Thousand metric tons";"6665.584523";""
"620";"Portugal";"2009";"Mil. USD";"707.497668870179";""
"620";"Portugal";"2009";"Thousand metric tons";"6862.968893";""
"620";"Portugal";"2008";"Mil. USD";"859.466841732529";""
"620";"Portugal";"2008";"Thousand metric tons";"8405.42042";""
"620";"Portugal";"2007";"Mil. USD";"822.613280867735";""
"620";"Portugal";"2007";"Thousand metric tons";"9178.735342";""
"620";"Portugal";"2006";"Mil. USD";"666.551585092137";""
"620";"Portugal";"2006";"Thousand metric tons";"8326.686771";""
"620";"Portugal";"2005";"Mil. USD";"694.517080783963";""
"620";"Portugal";"2005";"Thousand metric tons";"8426.822379";""
"620";"Portugal";"2004";"Mil. USD";"686.645185723243";""
"620";"Portugal";"2004";"Thousand metric tons";"8839";""
"620";"Portugal";"2003";"Mil. USD";"623.110458682462";""
"620";"Portugal";"2003";"Thousand metric tons";"8598";""
"620";"Portugal";"2002";"Mil. USD";"628.391408104074";""
"620";"Portugal";"2002";"Thousand metric tons";"9728";""
"620";"Portugal";"2001";"Mil. USD";"603.063826721908";""
"620";"Portugal";"2001";"Thousand metric tons";"10168";""
"620";"Portugal";"2000";"Mil. USD";"613.969842784657";""
"620";"Portugal";"2000";"Thousand metric tons";"10293";""
"620";"Portugal";"1999";"Mil. USD";"672.639250163988";""
"620";"Portugal";"1999";"Thousand metric tons";"10057";""
"620";"Portugal";"1998";"Mil. USD";"688.184647198359";""
"620";"Portugal";"1998";"Thousand metric tons";"9845";""
"620";"Portugal";"1997";"Mil. USD";"667.367515586472";""
"620";"Portugal";"1997";"Thousand metric tons";"9445";""
"620";"Portugal";"1996";"Mil. USD";"673.214314995651";""
"620";"Portugal";"1996";"Thousand metric tons";"8536";""
"620";"Portugal";"1995";"Mil. USD";"615.089461887855";""
"620";"Portugal";"1995";"Thousand metric tons";"7965";""
"630";"Puerto Rico";"1999";"Thousand metric tons";"1757";""
"630";"Puerto Rico";"1998";"Thousand metric tons";"1646";""
"630";"Puerto Rico";"1997";"Thousand metric tons";"1586";""
"630";"Puerto Rico";"1996";"Thousand metric tons";"1508";""
"630";"Puerto Rico";"1995";"Thousand metric tons";"1398";""
"634";"Qatar";"2006";"Thousand metric tons";"2169.3";"11"
"634";"Qatar";"2005";"Thousand metric tons";"1182";"11"
"634";"Qatar";"2004";"Thousand metric tons";"1201.7";"11"
"634";"Qatar";"2003";"Thousand metric tons";"1340";"19"
"634";"Qatar";"2002";"Thousand metric tons";"1346";"19"
"634";"Qatar";"2001";"Thousand metric tons";"1209";"1"
"634";"Qatar";"2000";"Thousand metric tons";"1029";"1"
"634";"Qatar";"1999";"Thousand metric tons";"959";"1"
"634";"Qatar";"1998";"Thousand metric tons";"857";"1"
"634";"Qatar";"1997";"Thousand metric tons";"584";"1"
"634";"Qatar";"1996";"Thousand metric tons";"486";"1"
"634";"Qatar";"1995";"Thousand metric tons";"475";"1"
"410";"Republic of Korea";"2015";"Thousand metric tons";"56212";""
"410";"Republic of Korea";"2014";"Thousand metric tons";"52490";""
"410";"Republic of Korea";"2013";"Thousand metric tons";"53818";""
"410";"Republic of Korea";"2012";"Thousand metric tons";"52613";""
"410";"Republic of Korea";"2011";"Thousand metric tons";"52004";""
"410";"Republic of Korea";"2010";"Thousand metric tons";"50695";""
"410";"Republic of Korea";"2009";"Thousand metric tons";"53826";""
"410";"Republic of Korea";"2008";"Thousand metric tons";"56010";""
"410";"Republic of Korea";"2007";"Thousand metric tons";"58188";""
"410";"Republic of Korea";"2006";"Thousand metric tons";"55021";""
"410";"Republic of Korea";"2005";"Thousand metric tons";"52224";""
"410";"Republic of Korea";"2004";"Thousand metric tons";"56955";""
"410";"Republic of Korea";"2003";"Thousand metric tons";"60725";""
"410";"Republic of Korea";"2002";"Thousand metric tons";"56823";""
"410";"Republic of Korea";"2001";"Thousand metric tons";"53062";""
"410";"Republic of Korea";"2000";"Thousand metric tons";"51417";""
"410";"Republic of Korea";"1999";"Thousand metric tons";"48579";""
"410";"Republic of Korea";"1998";"Thousand metric tons";"46791";""
"410";"Republic of Korea";"1997";"Thousand metric tons";"60317";""
"410";"Republic of Korea";"1996";"Thousand metric tons";"58434";""
"410";"Republic of Korea";"1995";"Thousand metric tons";"56101";""
"498";"Republic of Moldova";"2005";"Thousand metric tons";"641.2";""
"498";"Republic of Moldova";"2004";"Thousand metric tons";"439.7";""
"498";"Republic of Moldova";"2003";"Thousand metric tons";"255";""
"498";"Republic of Moldova";"2002";"Thousand metric tons";"279";""
"498";"Republic of Moldova";"2001";"Thousand metric tons";"158";""
"498";"Republic of Moldova";"2000";"Thousand metric tons";"222";""
"498";"Republic of Moldova";"1999";"Thousand metric tons";"50";""
"498";"Republic of Moldova";"1998";"Thousand metric tons";"74";""
"498";"Republic of Moldova";"1997";"Thousand metric tons";"122";""
"498";"Republic of Moldova";"1996";"Thousand metric tons";"40";""
"498";"Republic of Moldova";"1995";"Thousand metric tons";"49";""
"638";"Réunion";"2004";"Thousand metric tons";"380";"2,3"
"638";"Réunion";"2003";"Thousand metric tons";"380";"2,3"
"638";"Réunion";"2002";"Thousand metric tons";"380";"2,3"
"638";"Réunion";"2001";"Thousand metric tons";"380";"2,3"
"638";"Réunion";"2000";"Thousand metric tons";"258";""
"638";"Réunion";"1999";"Thousand metric tons";"263";""
"638";"Réunion";"1998";"Thousand metric tons";"342";""
"638";"Réunion";"1997";"Thousand metric tons";"200";""
"638";"Réunion";"1996";"Thousand metric tons";"229";""
"638";"Réunion";"1995";"Thousand metric tons";"313";""
"642";"Romania";"2016";"Mil. USD";"499.764676997905";""
"642";"Romania";"2016";"Thousand metric tons";"7501.452";""
"642";"Romania";"2015";"Mil. USD";"544.267953686921";""
"642";"Romania";"2015";"Thousand metric tons";"7909";""
"642";"Romania";"2014";"Mil. USD";"630.289548918764";""
"642";"Romania";"2014";"Thousand metric tons";"7555";""
"642";"Romania";"2013";"Mil. USD";"623.353649618294";""
"642";"Romania";"2013";"Thousand metric tons";"7329";""
"642";"Romania";"2012";"Mil. USD";"647.94562612169";""
"642";"Romania";"2012";"Thousand metric tons";"8048";""
"642";"Romania";"2011";"Mil. USD";"740.583169614266";""
"642";"Romania";"2011";"Thousand metric tons";"7946";""
"642";"Romania";"2010";"Mil. USD";"640.69007835363";""
"642";"Romania";"2010";"Thousand metric tons";"6961";""
"642";"Romania";"2009";"Mil. USD";"810.699417084109";""
"642";"Romania";"2009";"Thousand metric tons";"7997";""
"642";"Romania";"2008";"Mil. USD";"1259.15656233148";""
"642";"Romania";"2008";"Thousand metric tons";"10635";""
"642";"Romania";"2007";"Mil. USD";"1068.44745206603";""
"642";"Romania";"2007";"Thousand metric tons";"9898";""
"642";"Romania";"2006";"Mil. USD";"690.902639745104";""
"642";"Romania";"2006";"Thousand metric tons";"8263";""
"642";"Romania";"2005";"Mil. USD";"559.744041829732";""
"642";"Romania";"2005";"Thousand metric tons";"7023";""
"642";"Romania";"2004";"Mil. USD";"433.697864782659";""
"642";"Romania";"2004";"Thousand metric tons";"6211";""
"642";"Romania";"2003";"Mil. USD";"299.418638288548";""
"642";"Romania";"2003";"Thousand metric tons";"5879";""
"642";"Romania";"2002";"Mil. USD";"265.196066122873";""
"642";"Romania";"2002";"Thousand metric tons";"5767";""
"642";"Romania";"2001";"Thousand metric tons";"5668";""
"642";"Romania";"2000";"Thousand metric tons";"8411";""
"642";"Romania";"1999";"Thousand metric tons";"6252";""
"642";"Romania";"1998";"Thousand metric tons";"7300";""
"642";"Romania";"1997";"Thousand metric tons";"6553";""
"642";"Romania";"1996";"Thousand metric tons";"6956";""
"642";"Romania";"1995";"Thousand metric tons";"6842";""
"643";"Russian Federation";"2016";"Thousand metric tons";"54934.8";""
"643";"Russian Federation";"2015";"Thousand metric tons";"62102.5";""
"643";"Russian Federation";"2014";"Thousand metric tons";"69139.2";""
"643";"Russian Federation";"2013";"Thousand metric tons";"66548.8";""
"643";"Russian Federation";"2012";"Thousand metric tons";"61690.7";""
"643";"Russian Federation";"2011";"Thousand metric tons";"56152.5";""
"643";"Russian Federation";"2010";"Thousand metric tons";"50392.2";""
"643";"Russian Federation";"2009";"Thousand metric tons";"44266";""
"643";"Russian Federation";"2008";"Thousand metric tons";"53548.3";""
"643";"Russian Federation";"2007";"Thousand metric tons";"59933.4";""
"643";"Russian Federation";"2006";"Thousand metric tons";"54731.2";""
"643";"Russian Federation";"2005";"Thousand metric tons";"48534.1";""
"643";"Russian Federation";"2004";"Thousand metric tons";"45615";""
"643";"Russian Federation";"2003";"Thousand metric tons";"40998.1";""
"643";"Russian Federation";"2002";"Thousand metric tons";"37705";""
"643";"Russian Federation";"2001";"Thousand metric tons";"35270.8";""
"643";"Russian Federation";"2000";"Thousand metric tons";"32388.8";""
"643";"Russian Federation";"1999";"Thousand metric tons";"28528.7";""
"643";"Russian Federation";"1998";"Thousand metric tons";"25973.6";""
"643";"Russian Federation";"1997";"Thousand metric tons";"26688.2";""
"643";"Russian Federation";"1996";"Thousand metric tons";"27791";""
"643";"Russian Federation";"1995";"Thousand metric tons";"36466";""
"646";"Rwanda";"2012";"Thousand metric tons";"105.75525";""
"646";"Rwanda";"2011";"Thousand metric tons";"94.1475";""
"646";"Rwanda";"2010";"Thousand metric tons";"95.1007";""
"646";"Rwanda";"2009";"Thousand metric tons";"92.0341";""
"646";"Rwanda";"2008";"Thousand metric tons";"103.24425";""
"646";"Rwanda";"2007";"Thousand metric tons";"104.59645";""
"646";"Rwanda";"2006";"Thousand metric tons";"106.2528";""
"646";"Rwanda";"2004";"Thousand metric tons";"104";"2"
"646";"Rwanda";"2003";"Thousand metric tons";"105";"2"
"646";"Rwanda";"2002";"Thousand metric tons";"101";"2"
"646";"Rwanda";"2001";"Thousand metric tons";"91";"2"
"646";"Rwanda";"2000";"Thousand metric tons";"71";"2"
"646";"Rwanda";"1999";"Thousand metric tons";"66.291";""
"646";"Rwanda";"1998";"Thousand metric tons";"60.03";""
"646";"Rwanda";"1997";"Thousand metric tons";"60.505";""
"646";"Rwanda";"1996";"Thousand metric tons";"42.452";""
"646";"Rwanda";"1995";"Thousand metric tons";"36";""
"682";"Saudi Arabia";"2016";"Thousand metric tons";"41999";""
"682";"Saudi Arabia";"2015";"Thousand metric tons";"41978";""
"682";"Saudi Arabia";"2014";"Thousand metric tons";"41578";""
"682";"Saudi Arabia";"2010";"Thousand metric tons";"33375";"11"
"682";"Saudi Arabia";"2009";"Thousand metric tons";"31568";"11"
"682";"Saudi Arabia";"2008";"Thousand metric tons";"29419";"11"
"682";"Saudi Arabia";"2007";"Thousand metric tons";"30334";"11"
"682";"Saudi Arabia";"2006";"Thousand metric tons";"27055";"11"
"682";"Saudi Arabia";"2005";"Thousand metric tons";"26063.853";""
"682";"Saudi Arabia";"2004";"Thousand metric tons";"25470.088";""
"682";"Saudi Arabia";"2003";"Thousand metric tons";"24200.2";""
"682";"Saudi Arabia";"2002";"Thousand metric tons";"23451.515";""
"682";"Saudi Arabia";"2001";"Thousand metric tons";"20976.166";""
"682";"Saudi Arabia";"2000";"Thousand metric tons";"18296";"1"
"682";"Saudi Arabia";"1999";"Thousand metric tons";"16381";"1"
"682";"Saudi Arabia";"1998";"Thousand metric tons";"15776";"1"
"682";"Saudi Arabia";"1997";"Thousand metric tons";"15448";"1"
"682";"Saudi Arabia";"1996";"Thousand metric tons";"16437";"1"
"682";"Saudi Arabia";"1995";"Thousand metric tons";"15773";"1"
"686";"Senegal";"2010";"Thousand metric tons";"4065.8";""
"686";"Senegal";"2009";"Thousand metric tons";"3327.2";""
"686";"Senegal";"2008";"Thousand metric tons";"3083.7";""
"686";"Senegal";"2007";"Thousand metric tons";"3152.3";""
"686";"Senegal";"2006";"Thousand metric tons";"2883.8";""
"686";"Senegal";"2005";"Thousand metric tons";"2623.2";""
"686";"Senegal";"2004";"Thousand metric tons";"2391.3";""
"686";"Senegal";"2003";"Thousand metric tons";"1693.9";""
"686";"Senegal";"2002";"Mil. USD";"0.0197994742644006";"6"
"686";"Senegal";"2002";"Thousand metric tons";"1653.2";""
"686";"Senegal";"2001";"Mil. USD";"0.105042230738701";"6"
"686";"Senegal";"2001";"Thousand metric tons";"1539";""
"686";"Senegal";"2000";"Thousand metric tons";"1340.5";""
"686";"Senegal";"1999";"Thousand metric tons";"1013.5";""
"686";"Senegal";"1998";"Thousand metric tons";"847";"1"
"686";"Senegal";"1997";"Thousand metric tons";"854";"1"
"686";"Senegal";"1996";"Thousand metric tons";"810";"1"
"686";"Senegal";"1995";"Thousand metric tons";"694";"1"
"688";"Serbia";"2016";"Mil. USD";"140.227326956802";"10"
"688";"Serbia";"2016";"Thousand metric tons";"1774.404";"10"
"688";"Serbia";"2010";"Thousand metric tons";"2130";""
"688";"Serbia";"2009";"Thousand metric tons";"2232";""
"688";"Serbia";"2008";"Thousand metric tons";"2843";""
"688";"Serbia";"2007";"Thousand metric tons";"2676";""
"688";"Serbia";"2006";"Thousand metric tons";"2565";""
"891";"Serbia and Montenegro";"2004";"Thousand metric tons";"2240";"2"
"891";"Serbia and Montenegro";"2003";"Thousand metric tons";"2075";""
"891";"Serbia and Montenegro";"2002";"Thousand metric tons";"2396";""
"891";"Serbia and Montenegro";"2001";"Thousand metric tons";"2418";""
"891";"Serbia and Montenegro";"2000";"Thousand metric tons";"2117";""
"891";"Serbia and Montenegro";"1999";"Thousand metric tons";"1575";"8"
"891";"Serbia and Montenegro";"1998";"Thousand metric tons";"2253";""
"891";"Serbia and Montenegro";"1997";"Thousand metric tons";"2011";""
"891";"Serbia and Montenegro";"1996";"Thousand metric tons";"2212";""
"891";"Serbia and Montenegro";"1995";"Thousand metric tons";"1696";""
"694";"Sierra Leone";"2009";"Thousand metric tons";"236.24";""
"694";"Sierra Leone";"2008";"Thousand metric tons";"254.18";""
"694";"Sierra Leone";"2007";"Thousand metric tons";"235.84";""
"694";"Sierra Leone";"2006";"Thousand metric tons";"234";""
"694";"Sierra Leone";"2005";"Thousand metric tons";"172";""
"694";"Sierra Leone";"2004";"Thousand metric tons";"181";""
"694";"Sierra Leone";"2003";"Thousand metric tons";"170";""
"694";"Sierra Leone";"2002";"Thousand metric tons";"144";""
"694";"Sierra Leone";"2001";"Thousand metric tons";"113";""
"694";"Sierra Leone";"2000";"Thousand metric tons";"73";""
"694";"Sierra Leone";"1999";"Thousand metric tons";"45";""
"694";"Sierra Leone";"1998";"Thousand metric tons";"41";""
"694";"Sierra Leone";"1997";"Thousand metric tons";"40";""
"694";"Sierra Leone";"1996";"Thousand metric tons";"78";""
"702";"Singapore";"2004";"Thousand metric tons";"150";"2"
"702";"Singapore";"2003";"Thousand metric tons";"150";"2"
"702";"Singapore";"2002";"Thousand metric tons";"200";"2,3"
"702";"Singapore";"2001";"Thousand metric tons";"600";"2,3"
"702";"Singapore";"2000";"Thousand metric tons";"1150";"2"
"702";"Singapore";"1999";"Thousand metric tons";"1660";"2"
"702";"Singapore";"1998";"Thousand metric tons";"2340";"2"
"702";"Singapore";"1997";"Thousand metric tons";"3300";"2,3"
"702";"Singapore";"1996";"Thousand metric tons";"3300";"2,3"
"702";"Singapore";"1995";"Thousand metric tons";"3200";"2,3"
"703";"Slovakia";"2016";"Mil. USD";"214.496089802387";""
"703";"Slovakia";"2016";"Thousand metric tons";"3560.614";""
"703";"Slovakia";"2015";"Mil. USD";"209.386262385977";""
"703";"Slovakia";"2015";"Thousand metric tons";"3309";""
"703";"Slovakia";"2014";"Mil. USD";"249.425943206559";""
"703";"Slovakia";"2014";"Thousand metric tons";"3376";""
"703";"Slovakia";"2013";"Mil. USD";"232.73698865959";""
"703";"Slovakia";"2013";"Thousand metric tons";"3129";""
"703";"Slovakia";"2012";"Mil. USD";"217.141703222644";""
"703";"Slovakia";"2012";"Thousand metric tons";"2864";""
"703";"Slovakia";"2011";"Mil. USD";"266.905686060345";""
"703";"Slovakia";"2011";"Thousand metric tons";"3133";""
"703";"Slovakia";"2010";"Mil. USD";"243.694099954034";""
"703";"Slovakia";"2010";"Thousand metric tons";"2855";""
"703";"Slovakia";"2009";"Mil. USD";"286.334515972177";""
"703";"Slovakia";"2009";"Thousand metric tons";"3054";""
"703";"Slovakia";"2008";"Mil. USD";"429.69996528008";""
"703";"Slovakia";"2008";"Thousand metric tons";"4087";""
"703";"Slovakia";"2007";"Mil. USD";"307.924895050147";""
"703";"Slovakia";"2007";"Thousand metric tons";"3504";""
"703";"Slovakia";"2006";"Mil. USD";"239.012029733393";""
"703";"Slovakia";"2006";"Thousand metric tons";"3389";""
"703";"Slovakia";"2005";"Mil. USD";"216.4532170577";""
"703";"Slovakia";"2005";"Thousand metric tons";"3282";""
