alphanumiso;country;material_id;material_name;unit_id;source_all;2016;2017;2018;2019;2020
GRL304;Greenland;M.fel;Feldspar;t;bgs;0;0;0;19456;20000
GTM320;Guatemala;Me.Sb;Antimony;t;wmd;25;0;0;150;50
GTM320;Guatemala;M.bar;Barite;t;wmd;500;43;63;50;50
GTM320;Guatemala;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;18081;20542;16953;12700;10000
GTM320;Guatemala;M.fel;Feldspar;t;wmd;30428;29145;30257;28771;27000
GTM320;Guatemala;Me.Au;Gold;Kg;wmd;3907;1646;0;0;0
GTM320;Guatemala;M.gya;Gypsum and anhydrite;t;wmd;130617;135154;132897;140901;141000
GTM320;Guatemala;M.kao;Kaolin;t;wmd;793;657;724;700;1000
GTM320;Guatemala;Me.Pb;Lead;t;wmd;10000;4200;264;377;0
GTM320;Guatemala;O.MgCO3;Magnesite;t;wmd;23954;16298;4745;4500;5000
GTM320;Guatemala;Me.Ni;Nickel;t;wmd;36900;54500;48400;44600;50600
GTM320;Guatemala;Me.Ag;Silver;Kg;wmd;837793;336944;0;0;0
GTM320;Guatemala;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;2733;1982;2187;10;2000
GTM320;Guatemala;Me.Zn;Zinc;t;wmd;15000;6100;0;0;0
GUF254;French Guiana;Me.Au;Gold;Kg;wmd;1321;1486;1320;1105;989
GUY328;Guyana;O.Al;Bauxite;t;wmd;1479090;1459223;1926053;1919747;595943
GUY328;Guyana;Nm.dig;Diamonds, gems;ct;wmd;104920;39120;46580;41240;14430
GUY328;Guyana;Nm.dii;Diamonds, industrial;ct;wmd;34970;13040;15530;13750;4810
GUY328;Guyana;Me.Au;Gold;Kg;wmd;22168;20334;19069;19963;18209
HND340;Honduras;Me.Sb;Antimony;t;wmd;0;0;20;15;10
HND340;Honduras;Me.Au;Gold;Kg;wmd;2607;2656;2070;3035;1963
HND340;Honduras;M.gya;Gypsum and anhydrite;t;bgs;41750;70500;62200;60000;60000
HND340;Honduras;Me.Pb;Lead;t;wmd;4000;6761;9893;12308;13400
HND340;Honduras;M.sal;Salt nec;t;wmd;59000;59000;63500;49900;
HND340;Honduras;Me.Ag;Silver;Kg;wmd;17803;21785;31182;45174;40400
HND340;Honduras;Me.Zn;Zinc;t;wmd;14500;20437;28422;29454;30200
HRV191;Croatia;O.Al;Bauxite;t;wmd;9780;12215;11776;14342;14084
HRV191;Croatia;M.gya;Gypsum and anhydrite;t;wmd;150430;147934;211894;199255;221629
HRV191;Croatia;M.sal;Salt nec;t;wmd;15629;19006;16453;93870;
HRV191;Croatia;M.sag;Sand and gravel;t;bgs;3444036;3766684;3646945;4105831;4585010
HUN348;Hungary;O.Al;Bauxite;t;wmd;16710;1300;4200;0;0
HUN348;Hungary;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;16006;9852;35156;33166;30000
HUN348;Hungary;M.crs;Crushed stone;t;bgs;9002304;9097923;10562195;9345548;9000000
HUN348;Hungary;M.gya;Gypsum and anhydrite;t;bgs;0;1564;1280;1185;1100
HUN348;Hungary;O.Mn;Manganese ore;t;bgs;19000;0;0;0;0
HUN348;Hungary;M.per;Perlite;t;bgs;76254;71412;80396;76723;70000
HUN348;Hungary;M.sag;Sand and gravel;t;bgs;29829848;37984379;46866306;49419275;49000000
IDN360;Indonesia;O.Al;Bauxite;t;wmd;494722;1733380;11023850;16592740;25859895
IDN360;Indonesia;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;6000;6000;6000;6000;6000
IDN360;Indonesia;Me.Co;Cobalt;t;wmd;350;350;350;350;350
IDN360;Indonesia;Me.Cu;Copper;t;wmd;727959;621979;651132;351220;505200
IDN360;Indonesia;M.fel;Feldspar;t;wmd;1353300;2601000;749300;480800;287400
IDN360;Indonesia;O.Fe;Ferrous ore;t;bgs;3800000;1955926;1321249;3450000;3500000
IDN360;Indonesia;Me.Au;Gold;Kg;wmd;91090;101510;135250;108900;66190
IDN360;Indonesia;M.iod;Iodine;Kg;bgs;35000;34000;38000;40000;31000
IDN360;Indonesia;M.kao;Kaolin;t;wmd;728000;736600;1368400;2754600;1636000
IDN360;Indonesia;Me.Pb;Lead;t;wmd;5280;7635;11380;10820;7590
IDN360;Indonesia;Me.Mn;Manganese;t;wmd;24500;24000;24000;24000;23500
IDN360;Indonesia;Me.Ni;Nickel;t;wmd;198900;363000;651600;1036200;816700
IDN360;Indonesia;M.sal;Salt nec;t;wmd;141000;1021321;2719256;2852125;
IDN360;Indonesia;Me.Ag;Silver;Kg;wmd;228640;328780;308810;487400;338100
IDN360;Indonesia;Me.Sn;Tin;t;bgs;69500;78070;82809;77468;52617
IDN360;Indonesia;Me.Zn;Zinc;t;wmd;8540;13800;20070;21020;20020
IDN360;Indonesia;O.Zr;Zircon;t;wmd;34800;29500;53700;73100;64150
IND356;India;M.bar;Barite;t;bgs;1246371;2038915;2390000;2000000;1500000
IND356;India;O.Al;Bauxite;t;wmd;24745487;22786106;23689619;21825227;20368665
IND356;India;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;2837896;3313358;3385450;3400000;3500000
IND356;India;M.bro;Bromine;Kg;bgs;2717210;2266000;2813000;2800000;2800000
IND356;India;Me.Cd;Cadmium;t;wmd;35;47;0;0;0
IND356;India;O.Cr;Chromium ore;t;bgs;3727780;3480941;3970691;3929260;2863869
IND356;India;Me.Cu;Copper;t;wmd;29670;31550;32530;26980;25770
IND356;India;Nm.dig;Diamonds, gems;ct;wmd;13970;12940;13877;10301;5010
IND356;India;Nm.dii;Diamonds, industrial;ct;wmd;22520;26760;24560;18515;8910
IND356;India;M.fel;Feldspar;t;bgs;6434788;4270245;4300000;4300000;4300000
IND356;India;O.Fe;Ferrous ore;t;bgs;194584000;201426000;206446000;246081000;204481000
IND356;India;M.fic;Fire, refactory and flint clay, Andalusite, kyanite and sillimanite;t;bgs;71384;89456;73922;16733;16035
IND356;India;M.flu;Fluorspar;t;wmd;1175;1314;1079;1315;1052
IND356;India;M.fue;Fuller's earth;t;bgs;478204;797684;553294;550000;730000
IND356;India;Me.Au;Gold;Kg;wmd;1594;1651;1664;1742;1127
IND356;India;M.gra;Graphite, natural;t;wmd;122437;33649;39030;34674;30168
IND356;India;M.gya;Gypsum and anhydrite;t;bgs;1982555;2223870;2151727;2000000;2000000
IND356;India;O.FeTiO3;Ilmenite;t;bgs;594978;284667;265931;265000;265000
IND356;India;M.kao;Kaolin;t;bgs;113817;131173;74000;74000;74000
IND356;India;Me.Pb;Lead;t;wmd;150860;172720;205920;194590;208510
IND356;India;O.MgCO3;Magnesite;t;wmd;299149;195055;146875;102554;78144
IND356;India;O.Mn;Manganese ore;t;bgs;2395134;2599815;2820227;2956175;2457000
IND356;India;M.mic;Mica;t;bgs;4500;1700;1000;1000;1000
IND356;India;O.P;Phosphate rock;t;bgs;1124440;1515645;1284580;1400186;1455627
IND356;India;O.TiO2;Rutile;t;bgs;14898;11829;11045;11000;11000
IND356;India;M.sal;Salt nec;t;bgs;29191600;28949420;30033617;30000130;29900486
IND356;India;Me.Se;Selenium;t;wmd;17;17;17;17;10
IND356;India;Me.Ag;Silver;Kg;wmd;460811;557691;679386;609340;705795
IND356;India;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;1292893;1652367;1682825;1748963;1750000
IND356;India;Me.Sn;Tin;t;wmd;9;13;16;12;13
IND356;India;Me.U;Uranium;t;wmd;384.99269916000003;420.60876384000005;423.15276846;307.82455902000004;400.25672688000003
IND356;India;Me.V;Vanadium;t;bgs;1125;400;442;400;400
IND356;India;M.ver;Vermiculite;t;wmd;9042;6054;2992;2774;1260
IND356;India;M.wol;Wollastonite;t;bgs;166186;153049;184063;124657;103902
IND356;India;Me.Zn;Zinc;t;wmd;755780;772600;728400;718060;751400
IND356;India;O.Zr;Zircon;t;bgs;11709;9107;11906;12000;10000
IND356;India;Me.reo;;t;bgs;2265;2724;4215;4200;4200
IRL372;Ireland;M.crs;Crushed stone;t;bgs;23000000;23000000;23000000;23000000;23000000
IRL372;Ireland;M.gya;Gypsum and anhydrite;t;wmd;250000;200000;200000;200000;150000
IRL372;Ireland;Me.Pb;Lead;t;wmd;19600;17100;16712;16053;14401
IRL372;Ireland;M.sag;Sand and gravel;t;bgs;7000000;7000000;7000000;7000000;7000000
IRL372;Ireland;Me.Ag;Silver;Kg;wmd;1076;1344;1160;1578;918
IRL372;Ireland;Me.Zn;Zinc;t;wmd;147800;130600;131742;122463;127008
IRN364;Iran;Me.Sb;Antimony;t;wmd;2767;620;1645;330;1065
IRN364;Iran;Me.As;Arsenic;t;wmd;0;400;0;0;0
IRN364;Iran;M.bar;Barite;t;wmd;1449038;514711;477227;247207;285756
IRN364;Iran;O.Al;Bauxite;t;wmd;765616;804510;866683;828788;1042325
IRN364;Iran;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;356036;517524;423604;761079;714684
IRN364;Iran;O.Cr;Chromium ore;t;bgs;342332;301119;259918;244656;250000
IRN364;Iran;Me.Cu;Copper;t;wmd;282500;295653;316380;314143;313323
IRN364;Iran;M.dia;Diatomite;t;wmd;37;0;0;600;170
IRN364;Iran;M.fel;Feldspar;t;wmd;1120449;1128585;1320452;2415368;1910505
IRN364;Iran;O.Fe;Ferrous ore;t;bgs;65001032;75843536;93365420;91778118;91800000
IRN364;Iran;M.flu;Fluorspar;t;wmd;70820;55297;55000;54824;55000
IRN364;Iran;Me.Au;Gold;Kg;wmd;4537;7100;7600;8140;6919
IRN364;Iran;M.gya;Gypsum and anhydrite;t;wmd;15715011;13942092;10904289;14750093;15124823
IRN364;Iran;M.iod;Iodine;Kg;bgs;348000;400000;368000;682000;700000
IRN364;Iran;M.kao;Kaolin;t;wmd;868179;861938;1158983;1813395;1923895
IRN364;Iran;Me.Pb;Lead;t;bgs;47000;48000;49600;72500;70000
IRN364;Iran;O.MgCO3;Magnesite;t;wmd;145223;166636;137445;147760;256124
IRN364;Iran;O.Mn;Manganese ore;t;bgs;78955;100780;128617;130625;130000
IRN364;Iran;Me.Hg;Mercury;t;wmd;2;3;0;0;0
IRN364;Iran;M.mic;Mica;t;bgs;1500;4500;1500;1120;1200
IRN364;Iran;Me.Mo;Molybdenum;t;wmd;3340;4280;3690;4160;3536
IRN364;Iran;M.per;Perlite;t;wmd;17083;23837;71579;31828;52750
IRN364;Iran;O.P;Phosphate rock;t;bgs;64805;52600;86579;119227;120000
IRN364;Iran;Me.K2O;Potassium oxide;t;wmd;10500;15300;32900;37200;37000
IRN364;Iran;M.sal;Salt nec;t;wmd;2995025;2839430;2453873;2639192;
IRN364;Iran;Me.Ag;Silver;Kg;wmd;50000;50000;50000;50000;50000
IRN364;Iran;O.Sr;Strontium mineral;t;bgs;196689;94610;94200;129040;100000
IRN364;Iran;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;87899;86514;73259;49650;61665
IRN364;Iran;Me.Ti;Titanium;t;wmd;2001.80528266;18357.872996370003;17980.28697;2924.7933471200004;2996.714495
IRN364;Iran;Me.U;Uranium;t;bgs;0;40;71;71;71
IRN364;Iran;M.ver;Vermiculite;t;wmd;1000;0;0;0;0
IRN364;Iran;Me.Zn;Zinc;t;wmd;106900;129900;143600;209900;215200
IRQ368;Iraq;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;6300;6300;6300;6300;6300
IRQ368;Iraq;M.gya;Gypsum and anhydrite;t;wmd;1000000;1000000;1000000;1000000;1000000
IRQ368;Iraq;O.P;Phosphate rock;t;bgs;40000;40000;377120;300000;300000
IRQ368;Iraq;M.sal;Salt nec;t;wmd;200000;237350;271500;270000;
ISL352;Iceland;M.sal;Salt nec;t;wmd;5000;5000;5000;5000;
ISL352;Iceland;M.sag;Sand and gravel;t;bgs;291000;291000;291000;291000;291000
ISR376;Israel;M.bro;Bromine;Kg;bgs;161986000;180000000;175000000;180000000;173000000
ISR376;Israel;M.gya;Gypsum and anhydrite;t;bgs;147000;116000;75800;72000;0
ISR376;Israel;O.MgCO3;Magnesite;t;bgs;107274;90000;113000;105350;113903
ISR376;Israel;O.P;Phosphate rock;t;bgs;3591200;2637440;3028800;2649800;2505200
ISR376;Israel;Me.K2O;Potassium oxide;t;wmd;2093100;2126700;2149300;2043500;2415600
ISR376;Israel;M.sal;Salt nec;t;wmd;389240;514100;377000;370000;
ITA380;Italy;M.bar;Barite;t;bgs;3000;3000;3000;3000;3000
ITA380;Italy;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;45978;86106;100067;82720;65989
ITA380;Italy;M.crs;Crushed stone;t;bgs;54850309;57663627;34169132;32060000;29800000
ITA380;Italy;M.fel;Feldspar;t;bgs;4000000;3500000;4000000;4000000;4000000
ITA380;Italy;M.gya;Gypsum and anhydrite;t;wmd;617188;469044;188618;298242;163749
ITA380;Italy;Me.In;Indium;t;bgs;5;5;5;5;5
ITA380;Italy;M.kao;Kaolin;t;wmd;180000;200000;300000;250000;200000
ITA380;Italy;M.per;Perlite;t;bgs;60000;60000;60000;60000;60000
ITA380;Italy;M.sal;Salt nec;t;wmd;2550849;2283406;1514829;1538072;
ITA380;Italy;M.sag;Sand and gravel;t;bgs;59911685;63627458;69575607;52111877;54606351
ITA380;Italy;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;165000;165000;165000;160000;165000
JAM388;Jamaica;O.Al;Bauxite;t;wmd;8540131;8244628;10058228;9022286;7546139
JAM388;Jamaica;M.gya;Gypsum and anhydrite;t;wmd;50000;46000;47000;55000;66000
JAM388;Jamaica;M.sal;Salt nec;t;wmd;15354;12565;10000;10000;
JOR400;Jordan;M.bro;Bromine;Kg;bgs;80690000;84800000;88620000;110000000;84000000
JOR400;Jordan;M.gya;Gypsum and anhydrite;t;bgs;1906979;344191;190606;200000;200000
JOR400;Jordan;M.kao;Kaolin;t;wmd;11935;11000;11000;11000;11000
JOR400;Jordan;O.P;Phosphate rock;t;bgs;7991157;8687581;8022393;9223346;8937752
JOR400;Jordan;Me.K2O;Potassium oxide;t;wmd;1222140;1415260;1485960;1516460;1598200
JOR400;Jordan;M.sal;Salt nec;t;wmd;41309;48985;48901;49000;
JPN392;Japan;Me.As;Arsenic;t;wmd;45;45;45;45;40
JPN392;Japan;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;250000;250000;250000;250000;250000
JPN392;Japan;Me.Bi;Bismuth;t;wmd;428;525;571;540;570
JPN392;Japan;M.bro;Bromine;Kg;bgs;20000000;20000000;20000000;20000000;20000000
JPN392;Japan;Me.Cd;Cadmium;t;wmd;1988;2142;1980;1783;1880
JPN392;Japan;M.fel;Feldspar;t;bgs;100000;100000;100000;100000;100000
JPN392;Japan;Me.Ga;Gallium;t;bgs;3;3;3;3;3
JPN392;Japan;Me.Ge;Germanium;t;wmd;2;2;2;2;2
JPN392;Japan;Me.Au;Gold;Kg;wmd;6455;6369;6453;6313;7590
JPN392;Japan;M.gya;Gypsum and anhydrite;t;bgs;4670000;4700000;4700000;4300000;4700000
JPN392;Japan;Me.In;Indium;t;bgs;70;70;70;70;70
JPN392;Japan;M.iod;Iodine;Kg;bgs;9993000;8839000;9136000;9122000;8876000
JPN392;Japan;M.kao;Kaolin;t;wmd;12000;12000;12000;12000;12000
JPN392;Japan;M.sal;Salt nec;t;wmd;928000;926000;929000;930000;
JPN392;Japan;Me.Se;Selenium;t;wmd;752;792;768;740;740
JPN392;Japan;Me.Ag;Silver;Kg;wmd;5076;3408;3596;3467;4192
JPN392;Japan;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;375000;365000;160000;160000;160000
JPN392;Japan;Me.Te;Tellurium;t;wmd;33;38;58;50;70
KAZ398;Kazakhstan;Me.Sb;Antimony;t;wmd;573;350;150;0;0
KAZ398;Kazakhstan;M.asb;Asbestos;t;wmd;192600;192700;202900;210700;227400
KAZ398;Kazakhstan;M.bar;Barite;t;bgs;190000;160000;420000;530600;530000
KAZ398;Kazakhstan;O.Al;Bauxite;t;wmd;4801300;4846100;6104200;4118400;4057800
KAZ398;Kazakhstan;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;119100;120000;120000;52000;59200
KAZ398;Kazakhstan;Me.Bi;Bismuth;t;wmd;260;200;159;200;270
KAZ398;Kazakhstan;M.bor;Borate minerals;t;wmd;30000;30000;30000;30000;
KAZ398;Kazakhstan;Me.Cd;Cadmium;t;wmd;2682;2690;850;1200;1500
KAZ398;Kazakhstan;O.Cr;Chromium ore;t;bgs;5542900;6313300;6888800;7019000;6327000
KAZ398;Kazakhstan;Me.Cu;Copper;t;wmd;471500;540700;632550;604970;548760
KAZ398;Kazakhstan;O.Fe;Ferrous ore;t;bgs;35793500;38728200;41876500;45221900;62865000
KAZ398;Kazakhstan;M.flu;Fluorspar;t;bgs;100000;100000;100000;87800;88000
KAZ398;Kazakhstan;Me.Au;Gold;Kg;wmd;74737;85339;100288;106559;116964
KAZ398;Kazakhstan;M.gya;Gypsum and anhydrite;t;bgs;137400;133200;121100;78200;94500
KAZ398;Kazakhstan;Me.Pb;Lead;t;wmd;70500;111200;86500;55700;30200
KAZ398;Kazakhstan;O.Mn;Manganese ore;t;bgs;1600700;1460000;1427300;1142300;813500
KAZ398;Kazakhstan;Me.Mo;Molybdenum;t;wmd;1941;35;149;258;384
KAZ398;Kazakhstan;O.P;Phosphate rock;t;bgs;1830000;1830000;1830000;1830000;1830000
KAZ398;Kazakhstan;Me.Re;Rhenium;Kg;wmd;6700;2600;1600;1000;1000
KAZ398;Kazakhstan;M.sal;Salt nec;t;wmd;730283;803794;885717;1094659;
KAZ398;Kazakhstan;Me.Se;Selenium;t;wmd;13;40;10;10;0
KAZ398;Kazakhstan;Me.Ag;Silver;Kg;wmd;1182476;1041838;969347;1022068;1035181
KAZ398;Kazakhstan;Me.Ti;Titanium;t;wmd;39916.2370734;38957.288435;38957.288435;35960.57394;16781.601172000002
KAZ398;Kazakhstan;Me.U;Uranium;t;wmd;24687.868834020002;23320.04235;21704.5994163;22807.001418300002;19476.05136918
KAZ398;Kazakhstan;Me.V;Vanadium;t;wmd;0;0;0;0;
KAZ398;Kazakhstan;Me.Zn;Zinc;t;wmd;324800;315900;304400;327000;310400
KEN404;Kenya;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;110;110;110;110;110
KEN404;Kenya;M.flu;Fluorspar;t;wmd;42656;6945;0;0;0
KEN404;Kenya;Me.Au;Gold;Kg;wmd;197;503;472;395;150
KEN404;Kenya;M.gya;Gypsum and anhydrite;t;wmd;5760;5700;5700;5700;5700
KEN404;Kenya;O.FeTiO3;Ilmenite;t;bgs;359885;491000;463000;352000;334900
KEN404;Kenya;M.kao;Kaolin;t;wmd;1000;1000;1000;1000;800
KEN404;Kenya;Me.Mn;Manganese;t;wmd;0;2700;7000;16600;13600
KEN404;Kenya;O.TiO2;Rutile;t;bgs;69975;87167;98132;85796;72836
KEN404;Kenya;M.sal;Salt nec;t;wmd;23425;43245;28841;30600;
KEN404;Kenya;M.soc;Sodium carbonate, natural;t;bgs;303618;303580;294856;282049;254579
KEN404;Kenya;M.ver;Vermiculite;t;bgs;410;400;400;400;400
KEN404;Kenya;O.Zr;Zircon;t;wmd;39687;42217;36387;30440;31730
KGZ417;Kyrgyzstan;Me.Sb;Antimony;t;wmd;1880;1380;680;20;20
KGZ417;Kyrgyzstan;Me.Cu;Copper;t;wmd;8638;8956;8813;8640;6500
KGZ417;Kyrgyzstan;M.flu;Fluorspar;t;bgs;4000;4000;4000;4000;4000
KGZ417;Kyrgyzstan;Me.Au;Gold;Kg;wmd;19856;22795;22602;23848;24150
KGZ417;Kyrgyzstan;M.gya;Gypsum and anhydrite;t;wmd;98000;100000;152842;150000;150000
KGZ417;Kyrgyzstan;M.kao;Kaolin;t;wmd;0;40000;15000;15000;15000
KGZ417;Kyrgyzstan;Me.Hg;Mercury;t;wmd;50;10;88;20;20
KGZ417;Kyrgyzstan;M.sal;Salt nec;t;wmd;7000;6000;4665;5605;
KGZ417;Kyrgyzstan;Me.Ag;Silver;Kg;wmd;20397;19212;18328;19010;16127
KGZ417;Kyrgyzstan;Me.W;Tungsten;t;wmd;0;0;0;0;
KHM116;Cambodia;M.sal;Salt nec;t;wmd;148900;33058;30000;18430;
KOR410;South Korea;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;63834;47306;31824;43886;5314
KOR410;South Korea;Me.Cd;Cadmium;t;wmd;4595;4960;5100;3950;4100
KOR410;South Korea;Me.Cu;Copper;t;wmd;117;7;0;0;0
KOR410;South Korea;M.fel;Feldspar;t;wmd;654398;717177;617166;396898;415426
KOR410;South Korea;O.Fe;Ferrous ore;t;bgs;444677;310550;380748;342346;575232
KOR410;South Korea;M.fue;Fuller's earth;t;bgs;81688;115568;118177;185718;71855
KOR410;South Korea;Me.Ga;Gallium;t;wmd;3;3;3;2;2
KOR410;South Korea;Me.Au;Gold;Kg;wmd;205;285;239;181;188
KOR410;South Korea;M.gra;Graphite, natural;t;wmd;0;0;670;302;3052
KOR410;South Korea;O.FeTiO3;Ilmenite;t;bgs;166900;223039;213184;295987;287895
KOR410;South Korea;Me.In;Indium;t;wmd;210;215;235;225;210
KOR410;South Korea;M.kao;Kaolin;t;wmd;366511;416648;369274;317626;393236
KOR410;South Korea;Me.Pb;Lead;t;wmd;2840;3760;2340;1930;1680
KOR410;South Korea;Me.Mg;Magnesium;t;bgs;3000;3000;110;0;0
KOR410;South Korea;M.mic;Mica;t;bgs;12934;14576;16559;23433;20983
KOR410;South Korea;Me.Mo;Molybdenum;t;wmd;0;0;1;266;411
KOR410;South Korea;M.sal;Salt nec;t;wmd;323470;308844;282590;261970;
KOR410;South Korea;Me.Ag;Silver;Kg;wmd;6579;8863;7090;5243;7185
KOR410;South Korea;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;592247;434292;348648;330250;475764
KOR410;South Korea;Me.Sn;Tin;t;bgs;63;8;10;17;1
KOR410;South Korea;Me.W;Tungsten;t;wmd;14;0;0;0;0
KOR410;South Korea;Me.Zn;Zinc;t;wmd;2260;3320;3660;4110;4250
KWT414;Kuwait;M.sal;Salt nec;t;wmd;66664;58250;53350;55000;
LAO418;Laos;Me.Sb;Antimony;t;wmd;242;320;330;70;0
LAO418;Laos;M.bar;Barite;t;wmd;33240;33325;35000;48600;96278
LAO418;Laos;Me.Cu;Copper;t;wmd;167679;153304;154948;140935;92410
LAO418;Laos;O.Fe;Ferrous ore;t;bgs;115065;250000;99196;470300;1013042
LAO418;Laos;Me.Au;Gold;Kg;wmd;6764;5988;5579;5207;6250
LAO418;Laos;M.gya;Gypsum and anhydrite;t;wmd;469436;463039;618783;606387;737749
LAO418;Laos;Me.Pb;Lead;t;wmd;510;660;330;250;90
LAO418;Laos;O.P;Phosphate rock;t;bgs;181000;435000;0;635;230
LAO418;Laos;Me.K2O;Potassium oxide;t;wmd;198600;307600;343500;286900;442500
LAO418;Laos;M.sal;Salt nec;t;wmd;36398;37490;46863;58579;
LAO418;Laos;Me.Ag;Silver;Kg;wmd;50904;42841;37465;34443;25640
LAO418;Laos;Me.Sn;Tin;t;wmd;1005;975;430;530;600
LAO418;Laos;Me.Zn;Zinc;t;wmd;750;0;3080;1250;860
LBN422;Lebanon;M.sal;Salt nec;t;wmd;3000;3000;3000;3000;
LBR430;Liberia;Nm.dig;Diamonds, gems;ct;wmd;36220;36380;45330;33560;32760
LBR430;Liberia;Nm.dii;Diamonds, industrial;ct;wmd;24150;24250;30220;22370;21840
LBR430;Liberia;O.Fe;Ferrous ore;t;bgs;1405195;1604763;4657155;4428645;4874409
LBR430;Liberia;Me.Au;Gold;Kg;wmd;4704;6071;7289;5068;4396
LBY434;Libya;M.gya;Gypsum and anhydrite;t;bgs;212000;328000;310000;210000;210000
LBY434;Libya;M.sal;Salt nec;t;wmd;30000;30000;30000;30000;
LKA144;Sri Lanka;M.fel;Feldspar;t;bgs;25211;26137;26000;26000;26000
LKA144;Sri Lanka;M.gra;Graphite, natural;t;wmd;3860;3800;3800;3100;2500
LKA144;Sri Lanka;M.gya;Gypsum and anhydrite;t;bgs;1996;2213;2200;2200;2200
LKA144;Sri Lanka;O.FeTiO3;Ilmenite;t;bgs;26159;53734;60847;43789;18016
LKA144;Sri Lanka;M.kao;Kaolin;t;bgs;1767;1941;2000;2000;2000
LKA144;Sri Lanka;M.mic;Mica;t;bgs;1449;1422;1500;1500;1500
LKA144;Sri Lanka;O.P;Phosphate rock;t;bgs;38848;42435;46530;47438;52103
LKA144;Sri Lanka;O.TiO2;Rutile;t;bgs;2237;2174;2174;1959;1311
LKA144;Sri Lanka;M.sal;Salt nec;t;wmd;106034;74108;68834;57291;
LKA144;Sri Lanka;O.Zr;Zircon;t;wmd;7749;8569;785;971;419
LSO426;Lesotho;Nm.dig;Diamonds, gems;ct;wmd;342014;1126409;1294283;1113526;481243
LSO426;Lesotho;Nm.dii;Diamonds, industrial;ct;wmd;273611;901130;1035420;890820;
LTU440;Lithuania;M.crs;Crushed stone;t;bgs;4365787;6392084;7340099;7517080;8298830
LTU440;Lithuania;M.sag;Sand and gravel;t;bgs;8227013;9805230;9992563;11675361;12539223
LVA428;Latvia;M.crs;Crushed stone;t;bgs;1547520;2069297;2101489;987008;901472
LVA428;Latvia;M.gya;Gypsum and anhydrite;t;wmd;224000;278260;320080;318450;359190
LVA428;Latvia;M.sag;Sand and gravel;t;bgs;9181594;11417545;13668753;12951427;12500000
MAR504;Morocco;Me.As;Arsenic;t;wmd;6122;6879;5578;5055;7694
MAR504;Morocco;M.bar;Barite;t;wmd;668500;818016;899365;1119811;501939
MAR504;Morocco;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;103230;174546;172749;188081;92387
MAR504;Morocco;Me.Co;Cobalt;t;wmd;2081;1924;1806;2397;2416
MAR504;Morocco;Me.Cu;Copper;t;wmd;31810;35420;32430;30720;31750
MAR504;Morocco;M.fel;Feldspar;t;bgs;35000;40000;40000;40000;40000
MAR504;Morocco;O.Fe;Ferrous ore;t;bgs;21033;100000;51000;51000;51000
MAR504;Morocco;M.flu;Fluorspar;t;wmd;73920;75509;87874;73244;83833
MAR504;Morocco;M.fue;Fuller's earth;t;bgs;141760;119070;99256;99790;99000
MAR504;Morocco;Me.Au;Gold;Kg;wmd;352;220;386;221;143
MAR504;Morocco;M.gya;Gypsum and anhydrite;t;bgs;600000;600000;600000;600000;600000
MAR504;Morocco;Me.Pb;Lead;t;wmd;28670;38040;30360;32770;38190
MAR504;Morocco;O.Mn;Manganese ore;t;bgs;70138;99008;79538;71210;70000
MAR504;Morocco;Me.Hg;Mercury;t;wmd;20;10;5;2;2
MAR504;Morocco;Me.Ni;Nickel;t;wmd;188;196;126;131;142
MAR504;Morocco;O.P;Phosphate rock;t;bgs;26900000;32800000;37600000;35300000;35000000
MAR504;Morocco;M.sal;Salt nec;t;wmd;634610;659263;691637;854397;
MAR504;Morocco;Me.Ag;Silver;Kg;wmd;268523;277130;200530;216580;189220
MAR504;Morocco;Me.Zn;Zinc;t;bgs;53880;51701;43567;43600;38000
MDA498;Moldova;M.gya;Gypsum and anhydrite;t;wmd;204400;358500;352500;276400;292600
MDG450;Madagascar;O.Be;Beryl;t;bgs;16;16;16;16;16
MDG450;Madagascar;O.Cr;Chromium ore;t;bgs;71043;64200;35381;76100;12400
MDG450;Madagascar;Me.Co;Cobalt;t;wmd;3654;2967;2887;2947;963
MDG450;Madagascar;M.fic;Fire, refactory and flint clay, Andalusite, kyanite and sillimanite;t;bgs;1800;4200;0;0;0
MDG450;Madagascar;Me.Au;Gold;Kg;wmd;586;2834;2977;2059;1517
MDG450;Madagascar;M.gra;Graphite, natural;t;wmd;9230;13300;47900;53400;48055
MDG450;Madagascar;M.gya;Gypsum and anhydrite;t;bgs;130;130;0;0;0
