alphanumiso;country;material_id;material_name;unit_id;source_all;2016;2017;2018;2019;2020
CHN156;China;M.fel;Feldspar;t;wmd;2400000;2500000;2500000;2450000;2450000
CHN156;China;O.Fe;Ferrous ore;t;bgs;1280893000;1229373000;763374000;844356000;845000000
CHN156;China;M.flu;Fluorspar;t;wmd;3800000;3800000;3500000;4000000;4300000
CHN156;China;Me.Ga;Gallium;t;wmd;171;290;305;356;290
CHN156;China;Me.Ge;Germanium;t;wmd;110;87;95;85;86
CHN156;China;Me.Au;Gold;Kg;wmd;453500;426142;401119;380230;365340
CHN156;China;M.gra;Graphite, natural;t;wmd;780000;625000;630000;700000;665000
CHN156;China;M.gya;Gypsum and anhydrite;t;wmd;25400000;25000000;25000000;25000000;25000000
CHN156;China;O.FeTiO3;Ilmenite;t;bgs;3800000;3830000;4200000;4200000;4200000
CHN156;China;Me.In;Indium;t;wmd;357;355;395;490;528
CHN156;China;M.iod;Iodine;Kg;bgs;600000;600000;600000;600000;600000
CHN156;China;M.kao;Kaolin;t;wmd;7240000;6910000;6650000;6400000;6500000
CHN156;China;Me.Pb;Lead;t;wmd;2227500;2080000;2033000;2097000;1969000
CHN156;China;O.Li;Lithium ore;t;bgs;4800;7000;7100;10800;14000
CHN156;China;O.MgCO3;Magnesite;t;wmd;16840000;18500000;19000000;19000000;19000000
CHN156;China;O.Mn;Manganese ore;t;bgs;15484000;11333000;7977000;6650000;6500000
CHN156;China;Me.Hg;Mercury;t;wmd;3433;1949;2303;2046;1993
CHN156;China;M.mic;Mica;t;bgs;95000;100000;100000;100000;95000
CHN156;China;Me.Mo;Molybdenum;t;wmd;112590;117090;98420;104670;95970
CHN156;China;Me.Ni;Nickel;t;bgs;100219;102300;108200;104674;105000
CHN156;China;Me.Nb;Niobium;t;wmd;20.97132624;20.97132624;13.98088416;13.98088416;20.97132624
CHN156;China;Me.Pd;Palladium;Kg;bgs;1400;1400;1300;1300;1300
CHN156;China;M.per;Perlite;t;bgs;1930000;1219000;1300000;1300000;1300000
CHN156;China;O.P;Phosphate rock;t;bgs;144398000;123132000;96326000;93324000;93000000
CHN156;China;Me.Pt;Platinum;Kg;bgs;2900;2500;2500;2500;2500
CHN156;China;Me.K2O;Potassium oxide;t;wmd;5783000;5534000;5452000;5902000;5530000
CHN156;China;Me.Re;Rhenium;Kg;wmd;2400;2500;2500;2500;2500
CHN156;China;M.sal;Salt nec;t;wmd;66201000;66541700;63636100;62708000;
CHN156;China;Me.Se;Selenium;t;wmd;772;720;930;1250;1120
CHN156;China;Me.Ag;Silver;Kg;wmd;3754200;3601800;3421400;3443200;3377800
CHN156;China;O.Sr;Strontium mineral;t;bgs;65300;53700;50000;50000;50000
CHN156;China;M.tal;Talc (steatite, soapstone, pyrophyllite);t;bgs;1642000;1276000;1400000;1400000;1300000
CHN156;China;Me.Ta;Tantalum;t;wmd;98.2760982;90.08642335;81.8967485;110.560610475;147.4141473
CHN156;China;Me.Te;Tellurium;t;wmd;279;470;480;380;260
CHN156;China;Me.Sn;Tin;t;bgs;97165;95549;94838;85840;94463
CHN156;China;Me.W;Tungsten;t;wmd;72000;71800;68000;74950;71450
CHN156;China;Me.U;Uranium;t;wmd;1616.2909352400002;1885.10742342;1885.10742342;1885.10742342;1885.10742342
CHN156;China;Me.V;Vanadium;t;bgs;45900;45400;40000;54000;53000
CHN156;China;M.ver;Vermiculite;t;wmd;50000;50000;50000;50000;50000
CHN156;China;M.wol;Wollastonite;t;bgs;880000;840000;890000;890000;890000
CHN156;China;Me.Zn;Zinc;t;wmd;4635000;3868500;3721000;4213000;4058000
CHN156;China;O.Zr;Zircon;t;wmd;100000;116000;150000;140000;140000
CHN156;China;Me.reo;;t;wmd;210000;210000;240000;264000;140000
CIV384;Cote d'Ivoire;O.Al;Bauxite;t;bgs;0;0;0;0;272300
CIV384;Cote d'Ivoire;Nm.dig;Diamonds, gems;ct;wmd;16188;8925;4540;3989;4012
CIV384;Cote d'Ivoire;Nm.dii;Diamonds, industrial;ct;wmd;4047;2231;1140;0;0
CIV384;Cote d'Ivoire;Me.Au;Gold;Kg;wmd;25055;25396;24488;32568;38523
CIV384;Cote d'Ivoire;O.Mn;Manganese ore;t;bgs;200278;474879;930959;1175000;1280000
CIV384;Cote d'Ivoire;Me.Ni;Nickel;t;bgs;0;400;12300;9100;18600
CIV384;Cote d'Ivoire;Me.Ag;Silver;Kg;wmd;549;493;510;300;0
CMR120;Cameroon;Nm.dii;Diamonds, industrial;ct;wmd;994;1757;1805;1737;2438
CMR120;Cameroon;Me.Au;Gold;Kg;wmd;542;713;448;341;400
COD180;DR Congo;Me.Co;Cobalt;t;wmd;69038;82461;111713;78664;86591
COD180;DR Congo;Me.Cu;Copper;t;wmd;1023687;1094638;1239059;1461124;1712964
COD180;DR Congo;Nm.dig;Diamonds, gems;ct;wmd;3111890;2268332;1815745;2020450;2588850
COD180;DR Congo;Nm.dii;Diamonds, industrial;ct;wmd;12447557;16634432;13315465;11449240;10355400
COD180;DR Congo;Me.Au;Gold;Kg;wmd;30664;31586;36777;33752;29597
COD180;DR Congo;Me.Pb;Lead;t;wmd;101;0;0;0;0
COD180;DR Congo;O.Mn;Manganese ore;t;bgs;0;0;14884;4935;5000
COD180;DR Congo;Me.Nb;Niobium;t;wmd;557.138233776;501.214697136;424.319834256;302.686142064;394.95997752
COD180;DR Congo;Me.Ag;Silver;Kg;wmd;835;3376;3400;3400;3400
COD180;DR Congo;Me.Ta;Tantalum;t;wmd;692.027524825;623.2342560850001;527.4150603400001;376.72504310000005;491.380491
COD180;DR Congo;Me.Sn;Tin;t;wmd;6503;10391;8950;10990;14670
COD180;DR Congo;Me.W;Tungsten;t;wmd;79;130;160;260;116
COD180;DR Congo;Me.Zn;Zinc;t;wmd;12587;12337;1047;1607;15305
COG178;Rep Congo;Me.Cu;Copper;t;wmd;0;15979;18018;18760;10300
COG178;Rep Congo;Nm.dii;Diamonds, industrial;ct;wmd;12110;46758;46768;2963;11157
COG178;Rep Congo;Me.Au;Gold;Kg;wmd;100;100;150;150;150
COG178;Rep Congo;Me.Zn;Zinc;t;bgs;1;4;1;5;1
COL170;Colombia;M.asb;Asbestos;t;bgs;10465;4423;3550;0;0
COL170;Colombia;M.bar;Barite;t;wmd;3068;2028;3211;2270;2046
COL170;Colombia;O.Al;Bauxite;t;wmd;693;2400;13666;18033;9595
COL170;Colombia;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;120372;103217;166778;145643;179893
COL170;Colombia;Me.Cu;Copper;t;wmd;8493;9356;9918;7641;9356
COL170;Colombia;M.fel;Feldspar;t;wmd;151759;150334;141794;179856;134846
COL170;Colombia;O.Fe;Ferrous ore;t;bgs;715881;712868;575542;666624;588129
COL170;Colombia;M.flu;Fluorspar;t;wmd;75;57;46;0;0
COL170;Colombia;Me.Au;Gold;Kg;wmd;63157;43158;35965;38006;48561
COL170;Colombia;M.gra;Graphite, natural;t;wmd;;;0;135;0
COL170;Colombia;M.gya;Gypsum and anhydrite;t;wmd;471306;406624;396338;294137;284222
COL170;Colombia;M.kao;Kaolin;t;bgs;109252;164077;70799;96051;10304
COL170;Colombia;O.MgCO3;Magnesite;t;wmd;1175;1913;1039;1847;1077
COL170;Colombia;O.Mn;Manganese ore;t;bgs;0;0;470;864;0
COL170;Colombia;M.mic;Mica;t;bgs;247;159;239;252;0
COL170;Colombia;Me.Ni;Nickel;t;wmd;37092;40606;43056;40571;36094
COL170;Colombia;O.P;Phosphate rock;t;bgs;84179;63483;52945;78282;21997
COL170;Colombia;Me.Pt;Platinum;Kg;wmd;917;567;270;178;414
COL170;Colombia;M.sal;Salt nec;t;wmd;564194;501499;391222;347183;
COL170;Colombia;Me.Ag;Silver;Kg;wmd;11866;12076;16691;14479;19948
COL170;Colombia;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;103;2374;2062;1708;717
COL170;Colombia;Me.Sn;Tin;t;bgs;0;0;0;22;10
COL170;Colombia;Me.W;Tungsten;t;wmd;2;0;0;0;0
CPV132;Cape Verde;M.sal;Salt nec;t;wmd;1000;1000;1000;1000;
CRI188;Costa Rica;Me.Au;Gold;Kg;wmd;750;4255;3699;4500;600
CUB192;Cuba;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;389;589;630;504;486
CUB192;Cuba;Me.Cr;Chromium;t;wmd;8210.429124;9852.5149488;7184.1254835;18473.465529;9578.833978
CUB192;Cuba;Me.Co;Cobalt;t;wmd;5514;5407;5000;4200;4200
CUB192;Cuba;M.fel;Feldspar;t;wmd;5790;8715;3000;2100;14100
CUB192;Cuba;M.gya;Gypsum and anhydrite;t;wmd;73900;85400;99900;66330;62300
CUB192;Cuba;M.kao;Kaolin;t;wmd;2500;1500;2700;2100;2000
CUB192;Cuba;Me.Pb;Lead;t;wmd;0;1500;25380;36000;30000
CUB192;Cuba;O.MgCO3;Magnesite;t;wmd;2325;0;0;1532;3910
CUB192;Cuba;Me.Ni;Nickel;t;bgs;47800;49300;49000;45500;50000
CUB192;Cuba;O.P;Phosphate rock;t;bgs;0;0;0;0;1600
CUB192;Cuba;M.sal;Salt nec;t;wmd;248000;246300;192700;210400;
CUB192;Cuba;Me.Zn;Zinc;t;wmd;0;2900;42250;57830;57730
CXR162;Christmas Island;O.P;Phosphate rock;t;bgs;770000;644000;643000;486000;387000
CYP196;Cyprus;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;117184;95593;98800;83113;92645
CYP196;Cyprus;Me.Cu;Copper;t;wmd;1754;1293;908;703;0
CYP196;Cyprus;M.crs;Crushed stone;t;bgs;5482913;7034430;7978133;8422664;7905100
CYP196;Cyprus;Me.Au;Gold;Kg;bgs;0;48;47;33;61
CYP196;Cyprus;M.gya;Gypsum and anhydrite;t;wmd;682024;647108;625721;623545;646340
CYP196;Cyprus;Me.Ag;Silver;Kg;bgs;0;99;180;97;486
CZE203;Czech Republic;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;374000;254000;277000;357000;226000
CZE203;Czech Republic;M.crs;Crushed stone;t;bgs;37793000;38262000;41648000;42225000;42915000
CZE203;Czech Republic;M.dia;Diatomite;t;wmd;26000;34000;31000;43000;46000
CZE203;Czech Republic;M.fel;Feldspar;t;wmd;454000;368000;449000;460000;419000
CZE203;Czech Republic;M.gya;Gypsum and anhydrite;t;wmd;10000;7000;8000;10000;17000
CZE203;Czech Republic;M.kao;Kaolin;t;wmd;3540000;3669000;3622000;3446000;3069000
CZE203;Czech Republic;M.sag;Sand and gravel;t;bgs;18338000;19848000;20473000;19982000;20335000
CZE203;Czech Republic;Me.U;Uranium;t;wmd;128.04823254000001;55.96810164;33.920061600000004;33.072060060000005;24.592044660000003
DEU276;Germany;M.bar;Barite;t;wmd;49373;34177;37897;30474;26656
DEU276;Germany;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;393000;416000;379000;366000;333000
DEU276;Germany;M.bro;Bromine;Kg;bgs;1500000;1500000;1500000;1500000;1500000
DEU276;Germany;Me.Cd;Cadmium;t;wmd;652;730;520;620;500
DEU276;Germany;Me.Cu;Copper;t;wmd;41;63;51;40;37
DEU276;Germany;M.crs;Crushed stone;t;bgs;218000000;220000000;226000000;217000000;223000000
DEU276;Germany;M.fel;Feldspar;t;bgs;284569;276747;252693;235289;213899
DEU276;Germany;O.Fe;Ferrous ore;t;bgs;514004;447300;448000;533700;529400
DEU276;Germany;M.flu;Fluorspar;t;wmd;52552;45375;49197;79959;64933
DEU276;Germany;Me.Ga;Gallium;t;wmd;4;0;0;0;0
DEU276;Germany;Me.Au;Gold;Kg;bgs;0;0;0;10;10
DEU276;Germany;M.gra;Graphite, natural;t;wmd;502;422;222;207;108
DEU276;Germany;M.gya;Gypsum and anhydrite;t;wmd;3970000;4450000;4550000;4850000;5200000
DEU276;Germany;Me.In;Indium;t;wmd;10;10;0;0;0
DEU276;Germany;M.kao;Kaolin;t;wmd;4740000;5168000;4930000;4760000;4969000
DEU276;Germany;Me.K2O;Potassium oxide;t;wmd;2750841;2963561;2754085;2615284;2874026
DEU276;Germany;M.sal;Salt nec;t;wmd;14441510;15535669;16229929;16627893;
DEU276;Germany;M.sag;Sand and gravel;t;bgs;247000000;257000000;259000000;259000000;262000000
DEU276;Germany;Me.Se;Selenium;t;wmd;700;300;300;300;300
DEU276;Germany;Me.Ag;Silver;Kg;wmd;4000;6000;5000;4000;4000
DEU276;Germany;Me.U;Uranium;t;wmd;44.944081620000006;33.920061600000004;0;23.74404312;6.78401232
DNK208;Denmark;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;66278;69594;56173;48197;40054
DNK208;Denmark;M.crs;Crushed stone;t;bgs;232000;283000;537000;233000;175000
DNK208;Denmark;M.sal;Salt nec;t;wmd;600000;600000;600000;600000;
DNK208;Denmark;M.sag;Sand and gravel;t;bgs;47058000;49323000;48950000;47803000;51558000
DOM214;Dominican Republic;O.Al;Bauxite;t;wmd;7318;0;0;0;9475
DOM214;Dominican Republic;Me.Cu;Copper;t;wmd;9725;9618;8588;6047;2193
DOM214;Dominican Republic;M.fel;Feldspar;t;wmd;5200;5000;1200;1000;0
DOM214;Dominican Republic;Me.Au;Gold;Kg;wmd;37933;35243;31633;31801;28154
DOM214;Dominican Republic;M.gya;Gypsum and anhydrite;t;wmd;284170;217570;190660;316630;304920
DOM214;Dominican Republic;Me.Ni;Nickel;t;wmd;9913;15632;19214;28450;22005
DOM214;Dominican Republic;M.sal;Salt nec;t;wmd;0;0;23860;24000;
DOM214;Dominican Republic;Me.Ag;Silver;Kg;wmd;121749;151828;166510;108685;87889
DOM214;Dominican Republic;Me.Zn;Zinc;t;wmd;3636;3920;4038;5527;2361
DZA012;Algeria;M.bar;Barite;t;wmd;39980;29159;39426;31138;32940
DZA012;Algeria;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;37100;35600;36000;36700;34200
DZA012;Algeria;M.fel;Feldspar;t;bgs;168400;170000;170000;170000;170000
DZA012;Algeria;O.Fe;Ferrous ore;t;bgs;826000;830000;830000;830000;830000
DZA012;Algeria;Me.Au;Gold;Kg;wmd;102;137;286;70;58
DZA012;Algeria;M.gya;Gypsum and anhydrite;t;bgs;2130000;2200000;2500000;2500000;2500000
DZA012;Algeria;M.kao;Kaolin;t;bgs;96000;100000;100000;100000;100000
DZA012;Algeria;O.P;Phosphate rock;t;bgs;1274000;1112000;1204100;1338400;1300000
DZA012;Algeria;M.sal;Salt nec;t;bgs;157400;160000;160000;160000;160000
DZA012;Algeria;Me.Ag;Silver;Kg;wmd;20;25;30;30;20
DZA012;Algeria;Me.Zn;Zinc;t;wmd;330;350;500;500;1000
ECU218;Ecuador;Me.Sb;Antimony;t;wmd;15;260;0;0;0
ECU218;Ecuador;M.bar;Barite;t;wmd;;0;2868;2000;2000
ECU218;Ecuador;Me.Cu;Copper;t;wmd;40200;8200;42200;9900;49700
ECU218;Ecuador;M.fel;Feldspar;t;wmd;148506;92871;43197;45000;0
ECU218;Ecuador;Me.Au;Gold;Kg;wmd;6761;6368;8213;6293;9086
ECU218;Ecuador;M.kao;Kaolin;t;wmd;4110;548;0;0;0
ECU218;Ecuador;Me.Ag;Silver;Kg;wmd;934;68;192;2892;1792
EGY818;Egypt;M.bar;Barite;t;bgs;4000;4000;4000;4000;4000
EGY818;Egypt;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;3600;4600;10000;7000;7000
EGY818;Egypt;M.fel;Feldspar;t;wmd;230000;230000;230000;230000;200000
EGY818;Egypt;O.Fe;Ferrous ore;t;bgs;565229;556934;560000;560000;560000
EGY818;Egypt;M.flu;Fluorspar;t;bgs;1000;1000;1000;1000;1000
EGY818;Egypt;Me.Au;Gold;Kg;wmd;17139;16941;14694;14946;14069
EGY818;Egypt;M.gya;Gypsum and anhydrite;t;bgs;686610;835614;800000;800000;850000
EGY818;Egypt;M.kao;Kaolin;t;bgs;232000;232000;230000;230000;220000
EGY818;Egypt;O.Mn;Manganese ore;t;bgs;0;124794;120000;120000;100000
EGY818;Egypt;O.P;Phosphate rock;t;bgs;3523785;3071011;3000000;2700000;2100000
EGY818;Egypt;M.sal;Salt nec;t;wmd;1402000;807000;1000000;1000000;
EGY818;Egypt;M.tal;Talc (steatite, soapstone, pyrophyllite);t;bgs;21672;15000;15000;15000;15000
ERI232;Eritrea;Me.Cu;Copper;t;wmd;25300;7900;17300;16008;21725
ERI232;Eritrea;Me.Au;Gold;Kg;wmd;333;2633;3768;2443;3019
ERI232;Eritrea;M.gya;Gypsum and anhydrite;t;wmd;13000;12000;18000;18000;18000
ERI232;Eritrea;M.kao;Kaolin;t;wmd;200;200;200;0;0
ERI232;Eritrea;M.sal;Salt nec;t;wmd;310000;310000;310000;310000;
ERI232;Eritrea;Me.Ag;Silver;Kg;wmd;13219;1192;31000;44836;65284
ERI232;Eritrea;Me.Zn;Zinc;t;wmd;40900;95400;125000;121260;121930
ESP724;Spain;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;702546;719067;904542;786273;783808
ESP724;Spain;Me.Cu;Copper;t;bgs;167736;198353;187714;170556;179814
ESP724;Spain;M.crs;Crushed stone;t;bgs;100000000;68000000;70000000;79000000;75000000
ESP724;Spain;M.fel;Feldspar;t;bgs;634519;819218;616229;855139;750000
ESP724;Spain;M.flu;Fluorspar;t;bgs;162989;154931;176188;145185;185958
ESP724;Spain;Me.Au;Gold;Kg;bgs;1291;1605;1991;1913;1602
ESP724;Spain;M.gya;Gypsum and anhydrite;t;bgs;8936364;9545228;10593056;11279443;13142429
ESP724;Spain;M.kao;Kaolin;t;bgs;347258;475074;474462;267602;210808
ESP724;Spain;Me.Pb;Lead;t;bgs;4946;3258;9936;11390;11396
ESP724;Spain;O.MgCO3;Magnesite;t;bgs;583698;788991;738994;634580;626055
ESP724;Spain;M.mic;Mica;t;bgs;5521;6333;6932;7769;5000
ESP724;Spain;Me.Ni;Nickel;t;wmd;0;0;0;0;
ESP724;Spain;Me.K2O;Potassium oxide;t;bgs;667224;557469;603812;519644;351918
ESP724;Spain;M.sal;Salt nec;t;bgs;4552856;4135626;4512243;4330514;3586829
ESP724;Spain;M.sag;Sand and gravel;t;bgs;31000000;37000000;42600000;43000000;42000000
ESP724;Spain;Me.Ag;Silver;Kg;bgs;17600;98600;87780;77501;92751
ESP724;Spain;O.Sr;Strontium mineral;t;bgs;85599;99663;90506;162327;121920
ESP724;Spain;M.tal;Talc (steatite, soapstone, pyrophyllite);t;bgs;0;11500;15500;13100;2920
ESP724;Spain;Me.Ta;Tantalum;t;bgs;0;0;0;15;13
ESP724;Spain;Me.Sn;Tin;t;bgs;7;23;81;101;96
ESP724;Spain;Me.W;Tungsten;t;bgs;699;564;856;414;184
ESP724;Spain;M.wol;Wollastonite;t;bgs;13553;19135;12235;7165;17412
ESP724;Spain;Me.Zn;Zinc;t;bgs;76342;70451;106352;90980;90368
EST233;Estonia;M.crs;Crushed stone;t;bgs;6224000;7704100;6148300;5771800;10923300
EST233;Estonia;M.sag;Sand and gravel;t;bgs;7269100;6733400;6467500;6438700;3962700
ETH231;Ethiopia;Me.Cr;Chromium;t;wmd;;0;5473.6194160000005;342.10121350000003;136.8404854
ETH231;Ethiopia;M.fel;Feldspar;t;bgs;600;600;600;600;600
ETH231;Ethiopia;Me.Au;Gold;Kg;wmd;8573;5390;3495;2800;7500
ETH231;Ethiopia;M.gya;Gypsum and anhydrite;t;bgs;89520;74299;52503;53897;53900
ETH231;Ethiopia;M.kao;Kaolin;t;wmd;4600;5000;10000;1000;1000
ETH231;Ethiopia;Me.Nb;Niobium;t;wmd;19.573237824;17.4761052;19.573237824;9.786618912;7.689486288
ETH231;Ethiopia;Me.Pt;Platinum;Kg;bgs;5;4;4;2;2
ETH231;Ethiopia;M.sal;Salt nec;t;wmd;54534;60654;122850;125000;
ETH231;Ethiopia;Me.Ag;Silver;Kg;wmd;880;750;1000;800;1000
ETH231;Ethiopia;M.soc;Sodium carbonate, natural;t;bgs;4177;6785;18105;18000;18000
ETH231;Ethiopia;Me.Ta;Tantalum;t;wmd;82.715715985;73.70707365;85.17261844000001;40.94837425;33.577666885
FIN246;Finland;O.Cr;Chromium ore;t;bgs;1070281;972028;1099438;1183862;1131336
FIN246;Finland;Me.Co;Cobalt;t;wmd;2260;2300;1377;1454;1559
FIN246;Finland;Me.Cu;Copper;t;wmd;47488;53144;46755;32861;36278
FIN246;Finland;M.crs;Crushed stone;t;bgs;43000000;48700000;51100000;51000000;50000000
FIN246;Finland;M.fel;Feldspar;t;wmd;18549;14926;17469;17997;16137
FIN246;Finland;Me.Ge;Germanium;t;wmd;0;0;0;0;
FIN246;Finland;Me.Au;Gold;Kg;wmd;8865;9102;8732;7927;8668
FIN246;Finland;Me.Pb;Lead;t;bgs;0;0;0;937;1530
FIN246;Finland;O.MgCO3;Magnesite;t;wmd;54227;63850;49601;37002;136167
FIN246;Finland;M.mic;Mica;t;bgs;10843;10740;12122;9440;7247
FIN246;Finland;Me.Ni;Nickel;t;wmd;20654;34641;43572;38530;41429
FIN246;Finland;Me.Pd;Palladium;Kg;wmd;901;1021;1157;699;858
FIN246;Finland;O.P;Phosphate rock;t;bgs;939531;978613;989073;994572;995066
FIN246;Finland;Me.Pt;Platinum;Kg;wmd;1178;1418;1576;953;1277
FIN246;Finland;M.sag;Sand and gravel;t;bgs;35000000;28200000;24500000;23800000;23000000
FIN246;Finland;Me.Se;Selenium;t;wmd;104;100;109;115;84
FIN246;Finland;Me.Ag;Silver;Kg;wmd;16348;13654;12849;40461;54833
FIN246;Finland;M.tal;Talc (steatite, soapstone, pyrophyllite);t;wmd;345739;354819;374398;329891;278331
FIN246;Finland;M.wol;Wollastonite;t;bgs;10000;10000;10000;11000;11000
FIN246;Finland;Me.Zn;Zinc;t;wmd;45852;66284;85067;69800;61213
FJI242;Fiji Islands;O.Al;Bauxite;t;wmd;58050;118540;57960;0;0
FJI242;Fiji Islands;Me.Au;Gold;Kg;wmd;1500;1425;1281;1106;1045
FJI242;Fiji Islands;Me.Ag;Silver;Kg;wmd;354;350;413;692;518
FRA250;France;O.Al;Bauxite;t;wmd;92116;139055;110000;110000;124000
FRA250;France;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;42567;24497;35696;82720;50000
FRA250;France;M.crs;Crushed stone;t;bgs;183960000;187233000;195998000;198951000;199000000
FRA250;France;M.fel;Feldspar;t;wmd;550000;550000;550000;500000;500000
FRA250;France;M.fic;Fire, refactory and flint clay, Andalusite, kyanite and sillimanite;t;bgs;58000;68000;65000;68000;65000
FRA250;France;M.gya;Gypsum and anhydrite;t;wmd;4182614;3014296;5314983;3259935;1894245
FRA250;France;Me.In;Indium;t;bgs;0;30;43;40;40
FRA250;France;M.kao;Kaolin;t;wmd;263993;279120;301842;392389;243213
FRA250;France;M.mic;Mica;t;bgs;19600;19200;15000;19000;19000
FRA250;France;M.sal;Salt nec;t;wmd;4266248;4739491;4689054;5877000;
FRA250;France;M.sag;Sand and gravel;t;bgs;120382000;123865000;126365000;126717000;126700000
FRA250;France;M.tal;Talc (steatite, soapstone, pyrophyllite);t;bgs;370000;370000;350000;350000;320000
FRA250;France;Me.U;Uranium;t;wmd;0;0;0;0;
GAB266;Gabon;Me.Au;Gold;Kg;wmd;1020;620;83;107;55
GAB266;Gabon;O.Mn;Manganese ore;t;bgs;3423247;5079000;6542000;7186000;8147000
GBR826;United Kingdom;M.bar;Barite;t;wmd;56000;55000;55000;50000;50000
GBR826;United Kingdom;M.crs;Crushed stone;t;bgs;125301000;125739000;129998000;129600000;225011000
GBR826;United Kingdom;M.flu;Fluorspar;t;wmd;12000;11000;11000;12000;12000
GBR826;United Kingdom;Me.Au;Gold;Kg;bgs;6;0;0;50;28
GBR826;United Kingdom;M.gya;Gypsum and anhydrite;t;wmd;1600000;1300000;1400000;1600000;1600000
GBR826;United Kingdom;M.kao;Kaolin;t;wmd;940000;970000;996000;715000;720000
GBR826;United Kingdom;Me.Pb;Lead;t;wmd;100;100;100;150;100
GBR826;United Kingdom;Me.K2O;Potassium oxide;t;bgs;632000;716000;610000;635000;709000
GBR826;United Kingdom;M.sal;Salt nec;t;wmd;4700000;4700000;4700000;4700000;
GBR826;United Kingdom;M.sag;Sand and gravel;t;bgs;68075000;67548000;69882000;66170000;57702000
GBR826;United Kingdom;Me.Ag;Silver;Kg;bgs;14;0;0;130;100
GBR826;United Kingdom;M.tal;Talc (steatite, soapstone, pyrophyllite);t;bgs;2997;3218;1640;3131;1386
GBR826;United Kingdom;Me.Sn;Tin;t;wmd;144;255;220;0;0
GBR826;United Kingdom;Me.W;Tungsten;t;wmd;732;1086;890;0;0
GEO268;Georgia;M.bar;Barite;t;bgs;400;400;0;0;0
GEO268;Georgia;M.ben;Bentonite, sepiolite and attapulgite;t;bgs;20000;21000;25894;27872;25872
GEO268;Georgia;Me.Cu;Copper;t;wmd;7600;9400;9100;9500;10000
GEO268;Georgia;Me.Au;Gold;Kg;wmd;3621;3032;2913;4052;4768
GEO268;Georgia;M.gya;Gypsum and anhydrite;t;bgs;46670;85468;91699;137831;87655
GEO268;Georgia;Me.Pb;Lead;t;bgs;;;;;1124
GEO268;Georgia;O.Mn;Manganese ore;t;bgs;370000;370000;349354;305562;302200
GEO268;Georgia;M.per;Perlite;t;wmd;21800;16500;15700;13000;12500
GEO268;Georgia;Me.Ag;Silver;Kg;wmd;20000;21000;20042;4100;5467
GEO268;Georgia;Me.Zn;Zinc;t;bgs;;;;;2243
GHA288;Ghana;O.Al;Bauxite;t;wmd;1143676;1476966;1011302;1116334;1162086
GHA288;Ghana;Nm.dig;Diamonds, gems;ct;wmd;114400;69540;46025;27030;20230
GHA288;Ghana;Nm.dii;Diamonds, industrial;ct;wmd;28605;17385;11505;6760;5060
GHA288;Ghana;Me.Au;Gold;Kg;wmd;128026;143438;149057;142371;125114
GHA288;Ghana;O.Mn;Manganese ore;t;bgs;2018254;3003580;4551754;5383014;2357515
GHA288;Ghana;M.sal;Salt nec;t;wmd;250000;250000;330000;300000;
GHA288;Ghana;Me.Ag;Silver;Kg;wmd;3100;4000;4000;4000;3000
GIN324;Guinea;O.Al;Bauxite;t;wmd;32423932;51701564;59573707;70173326;87766199
GIN324;Guinea;Nm.dig;Diamonds, gems;ct;wmd;84597;136090;219530;171880;96430
GIN324;Guinea;Nm.dii;Diamonds, industrial;ct;wmd;28200;45360;73180;57300;32145
GIN324;Guinea;O.Fe;Ferrous ore;t;bgs;0;0;0;0;644245
GIN324;Guinea;Me.Au;Gold;Kg;wmd;29192;46847;25823;27708;91798
GIN324;Guinea;M.gya;Gypsum and anhydrite;t;bgs;273245;200000;200000;200000;200000
GNQ226;Equatorial Guinea;Me.Au;Gold;Kg;bgs;200;200;200;200;200
GRC300;Greece;O.Al;Bauxite;t;wmd;1847700;1927150;1559359;1379123;1428631
GRC300;Greece;M.ben;Bentonite, sepiolite and attapulgite;t;wmd;883220;1087800;1365374;1393958;1170000
GRC300;Greece;Me.Cr;Chromium;t;wmd;;0;11391.97040955;8265.16531816;8210.429124
GRC300;Greece;Me.Au;Gold;Kg;wmd;940;823;2839;2333;2177
GRC300;Greece;M.gya;Gypsum and anhydrite;t;wmd;777990;547140;827298;589012;780000
GRC300;Greece;Me.Pb;Lead;t;wmd;11283;12075;15345;14818;19717
GRC300;Greece;O.MgCO3;Magnesite;t;wmd;397940;442680;425882;358841;360000
GRC300;Greece;Me.Ni;Nickel;t;wmd;22030;21090;19980;17240;7820
GRC300;Greece;M.per;Perlite;t;wmd;921410;932950;790412;718077;718000
GRC300;Greece;M.sal;Salt nec;t;wmd;158020;166527;163474;167170;
GRC300;Greece;Me.Ag;Silver;Kg;wmd;29342;34220;39150;37790;50301
GRC300;Greece;Me.Zn;Zinc;t;wmd;18866;18715;21515;22322;28090
