alphanumiso;material_id;year;source;unit_id;value
DJI262;M.sal;2016;usgs;Kt;1
DJI262;M.sal;2017;usgs;Kt;830
GEO268;M.sal;2016;usgs;Kt;30
MRT478;M.sal;2016;usgs;Kt;1
MRT478;M.sal;2017;usgs;Kt;1
NER562;M.sal;2016;usgs;Kt;30
NER562;M.sal;2017;usgs;Kt;30
UGA800;M.sal;2016;usgs;Kt;15
UGA800;M.sal;2017;usgs;Kt;15
EGY818;M.ver;2016;usgs;t;8000
EGY818;M.ver;2016;usgs;;8000
EGY818;M.ver;2017;usgs;t;8000
EGY818;M.ver;2017;usgs;;8000
EGY818;M.ver;2018;usgs;;8000
EGY818;M.ver;2019;usgs;;8000
UZB860;M.ver;2016;usgs;;1855
UZB860;M.ver;2017;usgs;;1534
UZB860;M.ver;2018;usgs;;2756
UZB860;M.ver;2019;usgs;;1800
UZB860;M.ver;2020;usgs;;1800
IDN360;Me.Ti;2016;usgs;t;20000
IDN360;Me.Ti;2017;usgs;t;20000
IDN360;Me.Ti;2018;usgs;t;2000
IDN360;Me.Ti;2019;usgs;t;4000
JPN392;Me.pgm;2016;usgs;Kg;7172
JPN392;Me.pgm;2016;usgs;;7172
JPN392;Me.pgm;2017;usgs;Kg;7715
KAZ398;Me.Mg;2016;usgs;t;10000
KAZ398;Me.Mg;2016;usgs;;10000
KAZ398;Me.Mg;2017;usgs;t;9000
KAZ398;Me.Mg;2017;usgs;;12000
KAZ398;Me.Mg;2018;usgs;;17000
KAZ398;Me.Mg;2019;usgs;;25000
UKR804;Me.Mg;2016;usgs;t;6770
UKR804;Me.Mg;2016;usgs;;6770
UKR804;Me.Mg;2017;usgs;t;8000
UKR804;Me.Mg;2017;usgs;;7300
UKR804;Me.Mg;2018;usgs;;7000
UKR804;Me.Mg;2019;usgs;;8000
KEN404;M.fel;2016;usgs;t;3
KOR410;Me.Re;2016;usgs;;2600
KOR410;Me.Re;2017;usgs;;2600
KOR410;Me.Re;2018;usgs;;2700
KOR410;Me.Re;2019;usgs;;2800
LBR430;M.bar;2019;usgs;t;12000
SAU682;M.bar;2016;usgs;t;43000
MEX484;Me.Co;2016;usgs;t;980
MEX484;Me.Co;2017;usgs;t;1000
MEX484;Me.Co;2018;usgs;t;1400
MEX484;Me.Co;2019;usgs;t;1100
NOR578;Me.Hg;2016;usgs;t;20
NOR578;Me.Hg;2016;usgs;;20
NOR578;Me.Hg;2017;usgs;t;20
NOR578;Me.Hg;2017;usgs;;20
NOR578;Me.Hg;2018;usgs;;20
NOR578;Me.Hg;2019;usgs;;20
PER604;Me.Hg;2016;usgs;t;40
PER604;Me.Hg;2016;usgs;;40
PER604;Me.Hg;2017;usgs;t;40
PER604;Me.Hg;2017;usgs;;40
PER604;Me.Hg;2018;usgs;;40
PER604;Me.Hg;2019;usgs;;40
NZL554;M.per;2016;usgs;t;25000
NZL554;M.per;2017;usgs;t;25000
NZL554;M.per;2018;usgs;t;17000
NZL554;M.per;2019;usgs;t;17000
ZWE716;M.per;2016;usgs;t;1000
ZWE716;M.per;2017;usgs;t;1000
ZWE716;M.per;2018;usgs;t;1000
ZWE716;M.per;2019;usgs;t;1000
OMN512;Me.Ag;2016;usgs;Kg;3621
OMN512;Me.Ag;2017;usgs;Kg;120
PAK586;Me.Ag;2016;usgs;Kg;3110
PAK586;Me.Ag;2017;usgs;Kg;3000
PAK586;Me.Ag;2018;usgs;Kg;3000
PAK586;Me.Ag;2019;usgs;Kg;3000
SRB688;O.MgCO3;2016;usgs;t;75000
SRB688;O.MgCO3;2017;usgs;t;75000
THA764;Me.reo;2016;usgs;t;1600
THA764;Me.reo;2016;usgs;;1600
THA764;Me.reo;2017;usgs;t;1300
THA764;Me.reo;2018;usgs;t;1000
THA764;Me.reo;2019;usgs;t;1900
TUR792;O.Sr;2017;usgs;t;1000
TUR792;O.Sr;2018;usgs;t;1000
TZA834;M.gra;2017;usgs;t;127
TZA834;M.gra;2017;usgs;;128
TZA834;M.gra;2018;usgs;t;150
TZA834;M.gra;2018;usgs;;150
TZA834;M.gra;2016;usgs;;1191
TZA834;M.gra;2019;usgs;;150
UZB860;M.gra;2016;usgs;t;100
UZB860;M.gra;2016;usgs;;100
UZB860;M.gra;2017;usgs;t;100
UZB860;M.gra;2017;usgs;;100
UZB860;M.gra;2018;usgs;t;100
UZB860;M.gra;2018;usgs;;100
UZB860;M.gra;2019;usgs;;100
VNM704;M.gra;2017;wmd;t;0
VNM704;M.gra;2018;wmd;t;1500
VNM704;M.gra;2019;wmd;t;3500
VNM704;M.gra;2020;wmd;t;3700
VNM704;M.gra;2016;usgs;t;5000
VNM704;M.gra;2016;usgs;;5000
ZWE716;M.asb;2019;usgs;;2500
ZWE716;M.asb;2020;usgs;;8000
