alphanumiso;factor;material_id
AUS036;15.555405642222876;Me.Li2O
BRA076;22.383334016114528;Me.Li2O
CAN124;27.655060356014666;Me.Li2O
CHN156;28.173255488869675;Me.Li2O
ESP724;102.64906772185562;Me.Li2O
NAM516;24.153874422000683;Me.Li2O
NGA566;17;Me.Li2O
PRT620;78.47863774518312;Me.Li2O
SUN810;33.208178567818884;Me.Li2O
ZWE716;32.4427663551333;Me.Li2O
