"AlphaNumISO","Year","CCC","UsedValue"
"NPL524",1987,"A.3.5",4
"NZL554",1987,"A.3.5",134
"OMN512",1987,"A.3.5",0
"PAK586",1987,"A.3.5",818.268
"PAN591",1987,"A.3.5",17.164
"PER604",1987,"A.3.5",889.788
"PHL608",1987,"A.3.5",932.854
"POL616",1987,"A.3.5",6175
"PRI630",1987,"A.3.5",36.288
"PRK408",1987,"A.3.5",1140
"PRT620",1987,"A.3.5",702.778
"ROU642",1987,"A.3.5",10790
"RUS643",1987,"A.3.5",0
"SAU682",1987,"A.3.5",0
"SCG891",1987,"A.3.5",0
"SDN736",1987,"A.3.5",167.878
"SEN686",1987,"A.3.5",68.2
"SLE694",1987,"A.3.5",0
"SLV222",1987,"A.3.5",36.188
"SOM706",1987,"A.3.5",4
"SRB688",1987,"A.3.5",0
"SUN810",1987,"A.3.5",30800
"SVK703",1987,"A.3.5",0
"SVN705",1987,"A.3.5",0
"SYR760",1987,"A.3.5",162
"TCA796",1987,"A.3.5",0
"THA764",1987,"A.3.5",168.268
"TJK762",1987,"A.3.5",0
"TKM795",1987,"A.3.5",0
"TUN788",1987,"A.3.5",425
"TUR792",1987,"A.3.5",1201.565
"TWN158",1987,"A.3.5",199.886
"TZA834",1987,"A.3.5",82.248
"UGA800",1987,"A.3.5",0
"UKR804",1987,"A.3.5",0
"USA840",1987,"A.3.5",33105
"UZB860",1987,"A.3.5",0
"VEN862",1987,"A.3.5",500
"VNM704",1987,"A.3.5",1694.6
"YEM887",1987,"A.3.5",437
"YUG890",1987,"A.3.5",503.389
"ZAF710",1987,"A.3.5",1411.062
"AFG004",1988,"A.3.5",20
"AGO024",1988,"A.3.5",110
"ALB008",1988,"A.3.5",199.093
"ANT530",1988,"A.3.5",473.434
"ARG032",1988,"A.3.5",1245.709
"ARM051",1988,"A.3.5",0
"AUS036",1988,"A.3.5",13958
"AUT040",1988,"A.3.5",668.949
"AZE031",1988,"A.3.5",0
"BEN204",1988,"A.3.5",0
"BES535",1988,"A.3.5",0
"BFA854",1988,"A.3.5",0
"BGD050",1988,"A.3.5",818
"BGR100",1988,"A.3.5",182
"BHS044",1988,"A.3.5",2472.024
"BIH070",1988,"A.3.5",0
"BLR112",1988,"A.3.5",0
"BOL068",1988,"A.3.5",0.1
"BRA076",1988,"A.3.5",4385.857
"BWA072",1988,"A.3.5",0
"CAN124",1988,"A.3.5",10926.733
"CHE756",1988,"A.3.5",264.709
"CHL152",1988,"A.3.5",2086.794
"CHN156",1988,"A.3.5",45280
"COL170",1988,"A.3.5",682.581
"CPV132",1988,"A.3.5",6
"CRI188",1988,"A.3.5",60
"CSK200",1988,"A.3.5",145.76
"CUB192",1988,"A.3.5",400.6
"CYP196",1988,"A.3.5",0
"CZE203",1988,"A.3.5",0
"DEU276",1988,"A.3.5",19132.075
"DJI262",1988,"A.3.5",0
"DNK208",1988,"A.3.5",1096.17
"DOM214",1988,"A.3.5",75.064
"DZA012",1988,"A.3.5",232
"ECU218",1988,"A.3.5",0
"EGY818",1988,"A.3.5",1844.616
"ERI232",1988,"A.3.5",0
"ESP724",1988,"A.3.5",3878.112
"ETH231",1988,"A.3.5",349.696
"FIN246",1988,"A.3.5",9.722
"FRA250",1988,"A.3.5",6308
"GBR826",1988,"A.3.5",6129.534
"GEO268",1988,"A.3.5",0
"GHA288",1988,"A.3.5",100
"GIN324",1988,"A.3.5",0
"GRC300",1988,"A.3.5",362.648
"GTM320",1988,"A.3.5",43.1
"HND340",1988,"A.3.5",60
"HRV191",1988,"A.3.5",0
"IDN360",1988,"A.3.5",1200
"IND356",1988,"A.3.5",9204.357
"IRN364",1988,"A.3.5",1629.684
"IRQ368",1988,"A.3.5",600
"ISL352",1988,"A.3.5",0
"ISR376",1988,"A.3.5",772.6
"ITA380",1988,"A.3.5",4579.095
"JAM388",1988,"A.3.5",15.466
"JOR400",1988,"A.3.5",38
"JPN392",1988,"A.3.5",2726
"KAZ398",1988,"A.3.5",0
"KEN404",1988,"A.3.5",189.364
"KGZ417",1988,"A.3.5",0
"KHM116",1988,"A.3.5",80
"KOR410",1988,"A.3.5",2040
"KWT414",1988,"A.3.5",63.506
"LAO418",1988,"A.3.5",60
"LBN422",1988,"A.3.5",6
"LBY434",1988,"A.3.5",24
"LKA144",1988,"A.3.5",203.18
"MAR504",1988,"A.3.5",278.424
"MDG450",1988,"A.3.5",105.316
"MEX484",1988,"A.3.5",13576.718
"MLI466",1988,"A.3.5",9
"MLT470",1988,"A.3.5",0
"MMR104",1988,"A.3.5",245.93
"MNE499",1988,"A.3.5",0
"MNG496",1988,"A.3.5",32
"MOZ508",1988,"A.3.5",75
"MRT478",1988,"A.3.5",11
"MUS480",1988,"A.3.5",7
"NAM516",1988,"A.3.5",298.634
"NER562",1988,"A.3.5",0
"NIC558",1988,"A.3.5",15
"NLD528",1988,"A.3.5",7386
"NPL524",1988,"A.3.5",0
"NZL554",1988,"A.3.5",90
"OMN512",1988,"A.3.5",0
"PAK586",1988,"A.3.5",716.2
"PAN591",1988,"A.3.5",22.934
"PER604",1988,"A.3.5",251
"PHL608",1988,"A.3.5",984.16
"POL616",1988,"A.3.5",6179
"PRI630",1988,"A.3.5",36.3
"PRK408",1988,"A.3.5",1140
"PRT620",1988,"A.3.5",668.831
"ROU642",1988,"A.3.5",10706
"RUS643",1988,"A.3.5",0
"SAU682",1988,"A.3.5",0
"SCG891",1988,"A.3.5",0
"SDN736",1988,"A.3.5",182
"SEN686",1988,"A.3.5",53.6
"SLE694",1988,"A.3.5",0
"SLV222",1988,"A.3.5",32.591
"SOM706",1988,"A.3.5",4
"SRB688",1988,"A.3.5",0
"SUN810",1988,"A.3.5",29600
"SVK703",1988,"A.3.5",0
"SVN705",1988,"A.3.5",0
"SYR760",1988,"A.3.5",254
"TCA796",1988,"A.3.5",0
"THA764",1988,"A.3.5",170.67
"TJK762",1988,"A.3.5",0
"TKM795",1988,"A.3.5",0
"TUN788",1988,"A.3.5",450
"TUR792",1988,"A.3.5",1358.437
"TWN158",1988,"A.3.5",222.682
"TZA834",1988,"A.3.5",60.046
"UGA800",1988,"A.3.5",0
"UKR804",1988,"A.3.5",0
"USA840",1988,"A.3.5",35326
"UZB860",1988,"A.3.5",0
"VEN862",1988,"A.3.5",365
"VNM704",1988,"A.3.5",1701
"YEM887",1988,"A.3.5",440
"YUG890",1988,"A.3.5",385.212
"ZAF710",1988,"A.3.5",1356.45
"AFG004",1989,"A.3.5",20
"AGO024",1989,"A.3.5",140
"ALB008",1989,"A.3.5",208.497
"ANT530",1989,"A.3.5",299.708
"ARG032",1989,"A.3.5",1185.458
"ARM051",1989,"A.3.5",0
"AUS036",1989,"A.3.5",14138
"AUT040",1989,"A.3.5",648.846
"AZE031",1989,"A.3.5",0
"BEN204",1989,"A.3.5",0
"BES535",1989,"A.3.5",0
"BFA854",1989,"A.3.5",0
"BGD050",1989,"A.3.5",898
"BGR100",1989,"A.3.5",155
"BHS044",1989,"A.3.5",2016.966
"BIH070",1989,"A.3.5",0
"BLR112",1989,"A.3.5",0
"BOL068",1989,"A.3.5",0.06
"BRA076",1989,"A.3.5",3724.009
"BWA072",1989,"A.3.5",0
"CAN124",1989,"A.3.5",11121.949
"CHE756",1989,"A.3.5",198.608
"CHL152",1989,"A.3.5",1807.864
"CHN156",1989,"A.3.5",56580
"COL170",1989,"A.3.5",660.255
"CPV132",1989,"A.3.5",6
"CRI188",1989,"A.3.5",60
"CSK200",1989,"A.3.5",146.102
"CUB192",1989,"A.3.5",412.2
"CYP196",1989,"A.3.5",0
"CZE203",1989,"A.3.5",0
"DEU276",1989,"A.3.5",18282.747
"DJI262",1989,"A.3.5",0
"DNK208",1989,"A.3.5",1103.742
"DOM214",1989,"A.3.5",60.516
"DZA012",1989,"A.3.5",228
"ECU218",1989,"A.3.5",0
"EGY818",1989,"A.3.5",1611.68
"ERI232",1989,"A.3.5",0
"ESP724",1989,"A.3.5",3222.747
"ETH231",1989,"A.3.5",375.734
"FIN246",1989,"A.3.5",11.834
"FRA250",1989,"A.3.5",6354
"GBR826",1989,"A.3.5",6756
"GEO268",1989,"A.3.5",0
"GHA288",1989,"A.3.5",100
"GIN324",1989,"A.3.5",0
"GRC300",1989,"A.3.5",296.53
"GTM320",1989,"A.3.5",42.6
"HND340",1989,"A.3.5",60
"HRV191",1989,"A.3.5",0
"IDN360",1989,"A.3.5",1200
"IND356",1989,"A.3.5",9602.64
"IRN364",1989,"A.3.5",1979.864
"IRQ368",1989,"A.3.5",600
"ISL352",1989,"A.3.5",0
"ISR376",1989,"A.3.5",991.8
"ITA380",1989,"A.3.5",4200.512
"JAM388",1989,"A.3.5",15.621
"JOR400",1989,"A.3.5",57
"JPN392",1989,"A.3.5",2733.368
"KAZ398",1989,"A.3.5",0
"KEN404",1989,"A.3.5",206.44
"KGZ417",1989,"A.3.5",0
"KHM116",1989,"A.3.5",80
"KOR410",1989,"A.3.5",1660
"KWT414",1989,"A.3.5",60.862
"LAO418",1989,"A.3.5",15.9
"LBN422",1989,"A.3.5",6
"LBY434",1989,"A.3.5",24
"LKA144",1989,"A.3.5",300.446
"MAR504",1989,"A.3.5",281.136
"MDG450",1989,"A.3.5",115.016
"MEX484",1989,"A.3.5",13884.33
"MLI466",1989,"A.3.5",10
"MLT470",1989,"A.3.5",0
"MMR104",1989,"A.3.5",256.85
"MNE499",1989,"A.3.5",0
"MNG496",1989,"A.3.5",32
"MOZ508",1989,"A.3.5",80
"MRT478",1989,"A.3.5",11
"MUS480",1989,"A.3.5",7
"NAM516",1989,"A.3.5",284.204
"NER562",1989,"A.3.5",0
"NIC558",1989,"A.3.5",15
"NLD528",1989,"A.3.5",7512
"NPL524",1989,"A.3.5",0
"NZL554",1989,"A.3.5",152
"OMN512",1989,"A.3.5",0
"PAK586",1989,"A.3.5",931.053
"PAN591",1989,"A.3.5",17.989
"PER604",1989,"A.3.5",400
"PHL608",1989,"A.3.5",977.348
"POL616",1989,"A.3.5",4670
"PRI630",1989,"A.3.5",36.3
"PRK408",1989,"A.3.5",1140
"PRT620",1989,"A.3.5",741.543
"ROU642",1989,"A.3.5",10076
"RUS643",1989,"A.3.5",0
"SAU682",1989,"A.3.5",0
"SCG891",1989,"A.3.5",0
"SDN736",1989,"A.3.5",180
"SEN686",1989,"A.3.5",322.6
"SLE694",1989,"A.3.5",0
"SLV222",1989,"A.3.5",30.238
"SOM706",1989,"A.3.5",4
"SRB688",1989,"A.3.5",0
"SUN810",1989,"A.3.5",30000
"SVK703",1989,"A.3.5",0
"SVN705",1989,"A.3.5",0
"SYR760",1989,"A.3.5",275.9
"TCA796",1989,"A.3.5",0
"THA764",1989,"A.3.5",180.384
"TJK762",1989,"A.3.5",0
"TKM795",1989,"A.3.5",0
"TUN788",1989,"A.3.5",480
"TUR792",1989,"A.3.5",1739.117
"TWN158",1989,"A.3.5",339.964
"TZA834",1989,"A.3.5",40.02
"UGA800",1989,"A.3.5",0
"UKR804",1989,"A.3.5",0
"USA840",1989,"A.3.5",35248
"UZB860",1989,"A.3.5",0
"VEN862",1989,"A.3.5",439.4
"VNM704",1989,"A.3.5",1289.2
"YEM887",1989,"A.3.5",305.2
"YUG890",1989,"A.3.5",368.434
"ZAF710",1989,"A.3.5",1384.782
"AFG004",1990,"A.3.5",20
"AGO024",1990,"A.3.5",140
"ALB008",1990,"A.3.5",236.499
"ANT530",1990,"A.3.5",380.114
"ARG032",1990,"A.3.5",833.578
"ARM051",1990,"A.3.5",0
"AUS036",1990,"A.3.5",14454
"AUT040",1990,"A.3.5",675.424
"AZE031",1990,"A.3.5",0
"BEN204",1990,"A.3.5",0
"BES535",1990,"A.3.5",0
"BFA854",1990,"A.3.5",0
"BGD050",1990,"A.3.5",434
"BGR100",1990,"A.3.5",186
"BHS044",1990,"A.3.5",2280.286
"BIH070",1990,"A.3.5",0
"BLR112",1990,"A.3.5",0
"BOL068",1990,"A.3.5",0.155
"BRA076",1990,"A.3.5",5202.996
"BWA072",1990,"A.3.5",0
"CAN124",1990,"A.3.5",11260.962
"CHE756",1990,"A.3.5",209.812
"CHL152",1990,"A.3.5",3669.942
"CHN156",1990,"A.3.5",40460
"COL170",1990,"A.3.5",686.847
"CPV132",1990,"A.3.5",2.28
"CRI188",1990,"A.3.5",80
"CSK200",1990,"A.3.5",152.28
"CUB192",1990,"A.3.5",400
"CYP196",1990,"A.3.5",0
"CZE203",1990,"A.3.5",0
"DEU276",1990,"A.3.5",16137.186
"DJI262",1990,"A.3.5",0
"DNK208",1990,"A.3.5",1044.412
"DOM214",1990,"A.3.5",22.678
"DZA012",1990,"A.3.5",222
"ECU218",1990,"A.3.5",0
"EGY818",1990,"A.3.5",2026.46
"ERI232",1990,"A.3.5",0
"ESP724",1990,"A.3.5",3200
"ETH231",1990,"A.3.5",360
"FIN246",1990,"A.3.5",18.046
"FRA250",1990,"A.3.5",6413
"GBR826",1990,"A.3.5",6434
"GEO268",1990,"A.3.5",0
"GHA288",1990,"A.3.5",100
"GIN324",1990,"A.3.5",0
"GRC300",1990,"A.3.5",364.94
"GTM320",1990,"A.3.5",43.6
"HND340",1990,"A.3.5",60
"HRV191",1990,"A.3.5",0
"IDN360",1990,"A.3.5",1200
"IND356",1990,"A.3.5",9502.7
"IRN364",1990,"A.3.5",1696.196
"IRQ368",1990,"A.3.5",500
"ISL352",1990,"A.3.5",0
"ISR376",1990,"A.3.5",852
"ITA380",1990,"A.3.5",4452.003
"JAM388",1990,"A.3.5",12.124
"JOR400",1990,"A.3.5",55
"JPN392",1990,"A.3.5",2754.6
"KAZ398",1990,"A.3.5",0
"KEN404",1990,"A.3.5",204.2
"KGZ417",1990,"A.3.5",0
"KHM116",1990,"A.3.5",80
"KOR410",1990,"A.3.5",1233.362
"KWT414",1990,"A.3.5",50.974
"LAO418",1990,"A.3.5",16
"LBN422",1990,"A.3.5",6
"LBY434",1990,"A.3.5",24
"LKA144",1990,"A.3.5",106.176
"MAR504",1990,"A.3.5",317.06
"MDG450",1990,"A.3.5",110
"MEX484",1990,"A.3.5",14270.242
"MLI466",1990,"A.3.5",10
"MLT470",1990,"A.3.5",0
"MMR104",1990,"A.3.5",260
"MNE499",1990,"A.3.5",0
"MNG496",1990,"A.3.5",34
"MOZ508",1990,"A.3.5",80
"MRT478",1990,"A.3.5",11
"MUS480",1990,"A.3.5",7
"NAM516",1990,"A.3.5",314.448
"NER562",1990,"A.3.5",0
"NIC558",1990,"A.3.5",15
"NLD528",1990,"A.3.5",7306
"NPL524",1990,"A.3.5",0
"NZL554",1990,"A.3.5",160
"OMN512",1990,"A.3.5",0
"PAK586",1990,"A.3.5",776.828
"PAN591",1990,"A.3.5",22.206
"PER604",1990,"A.3.5",400
"PHL608",1990,"A.3.5",980.814
"POL616",1990,"A.3.5",4055
"PRI630",1990,"A.3.5",36
"PRK408",1990,"A.3.5",1160
"PRT620",1990,"A.3.5",786.64
"ROU642",1990,"A.3.5",8524
"RUS643",1990,"A.3.5",0
"SAU682",1990,"A.3.5",0
"SCG891",1990,"A.3.5",0
"SDN736",1990,"A.3.5",190
"SEN686",1990,"A.3.5",181.6
"SLE694",1990,"A.3.5",0
"SLV222",1990,"A.3.5",31.584
"SOM706",1990,"A.3.5",3
"SRB688",1990,"A.3.5",0
"SUN810",1990,"A.3.5",29400
"SVK703",1990,"A.3.5",0
"SVN705",1990,"A.3.5",0
"SYR760",1990,"A.3.5",254.344
"TCA796",1990,"A.3.5",0
"THA764",1990,"A.3.5",219.179
"TJK762",1990,"A.3.5",0
"TKM795",1990,"A.3.5",0
"TUN788",1990,"A.3.5",402
"TUR792",1990,"A.3.5",1888.962
"TWN158",1990,"A.3.5",165.64
"TZA834",1990,"A.3.5",78.63
"UGA800",1990,"A.3.5",0
"UKR804",1990,"A.3.5",0
"USA840",1990,"A.3.5",36915
"UZB860",1990,"A.3.5",0
"VEN862",1990,"A.3.5",430
"VNM704",1990,"A.3.5",1086.6
"YEM887",1990,"A.3.5",286.8
"YUG890",1990,"A.3.5",375.305
"ZAF710",1990,"A.3.5",1456.22
"AFG004",1991,"A.3.5",24
"AGO024",1991,"A.3.5",140
"ALB008",1991,"A.3.5",52
"ANT530",1991,"A.3.5",504.474
"ARG032",1991,"A.3.5",943.198
"ARM051",1991,"A.3.5",0
"AUS036",1991,"A.3.5",15474
"AUT040",1991,"A.3.5",740.502
"AZE031",1991,"A.3.5",0
"BEN204",1991,"A.3.5",0
"BES535",1991,"A.3.5",0
"BFA854",1991,"A.3.5",0
"BGD050",1991,"A.3.5",600
"BGR100",1991,"A.3.5",180
"BHS044",1991,"A.3.5",2639.426
"BIH070",1991,"A.3.5",0
"BLR112",1991,"A.3.5",0
"BOL068",1991,"A.3.5",0.17
"BRA076",1991,"A.3.5",4909.962
"BWA072",1991,"A.3.5",5.2
"CAN124",1991,"A.3.5",11993.09
"CHE756",1991,"A.3.5",302.173
"CHL152",1991,"A.3.5",3352.506
"CHN156",1991,"A.3.5",48200
"COL170",1991,"A.3.5",701.096
"CPV132",1991,"A.3.5",3
"CRI188",1991,"A.3.5",60
"CSK200",1991,"A.3.5",154.632
"CUB192",1991,"A.3.5",400
"CYP196",1991,"A.3.5",0
"CZE203",1991,"A.3.5",0
"DEU276",1991,"A.3.5",10701.212
"DJI262",1991,"A.3.5",0
"DNK208",1991,"A.3.5",1100.3
"DOM214",1991,"A.3.5",22.8
"DZA012",1991,"A.3.5",207
"ECU218",1991,"A.3.5",0
"EGY818",1991,"A.3.5",1346.2
"ERI232",1991,"A.3.5",0
"ESP724",1991,"A.3.5",3200
"ETH231",1991,"A.3.5",340
"FIN246",1991,"A.3.5",10.374
"FRA250",1991,"A.3.5",5772
"GBR826",1991,"A.3.5",6828.8
"GEO268",1991,"A.3.5",0
"GHA288",1991,"A.3.5",100
"GIN324",1991,"A.3.5",0
"GRC300",1991,"A.3.5",257.69
"GTM320",1991,"A.3.5",42.5
"HND340",1991,"A.3.5",60
"HRV191",1991,"A.3.5",0
"IDN360",1991,"A.3.5",1220
"IND356",1991,"A.3.5",9502.7
"IRN364",1991,"A.3.5",2132.02
"IRQ368",1991,"A.3.5",240
"ISL352",1991,"A.3.5",0
"ISR376",1991,"A.3.5",2230
"ITA380",1991,"A.3.5",4203.891
"JAM388",1991,"A.3.5",12
"JOR400",1991,"A.3.5",5
"JPN392",1991,"A.3.5",2760
"KAZ398",1991,"A.3.5",0
"KEN404",1991,"A.3.5",144.898
"KGZ417",1991,"A.3.5",0
"KHM116",1991,"A.3.5",80
"KOR410",1991,"A.3.5",1391.608
"KWT414",1991,"A.3.5",0
"LAO418",1991,"A.3.5",16
"LBN422",1991,"A.3.5",6
"LBY434",1991,"A.3.5",24
"LKA144",1991,"A.3.5",105.876
"MAR504",1991,"A.3.5",287.842
"MDG450",1991,"A.3.5",100
"MEX484",1991,"A.3.5",15064.842
"MLI466",1991,"A.3.5",10
"MLT470",1991,"A.3.5",0
"MMR104",1991,"A.3.5",260
"MNE499",1991,"A.3.5",0
"MNG496",1991,"A.3.5",34
"MOZ508",1991,"A.3.5",80
"MRT478",1991,"A.3.5",10.8
"MUS480",1991,"A.3.5",7
"NAM516",1991,"A.3.5",282.736
"NER562",1991,"A.3.5",0
"NIC558",1991,"A.3.5",15
"NLD528",1991,"A.3.5",6834
"NPL524",1991,"A.3.5",0
"NZL554",1991,"A.3.5",160
"OMN512",1991,"A.3.5",0
"PAK586",1991,"A.3.5",781.545
"PAN591",1991,"A.3.5",25.903
"PER604",1991,"A.3.5",400
"PHL608",1991,"A.3.5",985.718
"POL616",1991,"A.3.5",3840
"PRI630",1991,"A.3.5",36
"PRK408",1991,"A.3.5",1160
"PRT620",1991,"A.3.5",747.495
"ROU642",1991,"A.3.5",6510
"RUS643",1991,"A.3.5",0
"SAU682",1991,"A.3.5",0
"SCG891",1991,"A.3.5",0
"SDN736",1991,"A.3.5",150
"SEN686",1991,"A.3.5",121.4
"SLE694",1991,"A.3.5",0
"SLV222",1991,"A.3.5",30.351
"SOM706",1991,"A.3.5",1
"SRB688",1991,"A.3.5",0
"SUN810",1991,"A.3.5",28000
"SVK703",1991,"A.3.5",0
"SVN705",1991,"A.3.5",0
"SYR760",1991,"A.3.5",148
"TCA796",1991,"A.3.5",0
"THA764",1991,"A.3.5",224.5
"TJK762",1991,"A.3.5",0
"TKM795",1991,"A.3.5",0
"TUN788",1991,"A.3.5",431
"TUR792",1991,"A.3.5",1438.051
"TWN158",1991,"A.3.5",390.638
"TZA834",1991,"A.3.5",128.838
"UGA800",1991,"A.3.5",10
"UKR804",1991,"A.3.5",0
"USA840",1991,"A.3.5",35902
"UZB860",1991,"A.3.5",0
"VEN862",1991,"A.3.5",293.386
"VNM704",1991,"A.3.5",700
"YEM887",1991,"A.3.5",231.6
"YUG890",1991,"A.3.5",397
"ZAF710",1991,"A.3.5",1329.248
"AFG004",1992,"A.3.5",24
"AGO024",1992,"A.3.5",40
"ALB008",1992,"A.3.5",5
"ANT530",1992,"A.3.5",741.006
"ARG032",1992,"A.3.5",952.205
"ARM051",1992,"A.3.5",180
"AUS036",1992,"A.3.5",15386
"AUT040",1992,"A.3.5",662.297
"AZE031",1992,"A.3.5",160
"BEN204",1992,"A.3.5",0
"BES535",1992,"A.3.5",0
"BFA854",1992,"A.3.5",0
"BGD050",1992,"A.3.5",640
"BGR100",1992,"A.3.5",2000
"BHS044",1992,"A.3.5",2000
"BIH070",1992,"A.3.5",140
"BLR112",1992,"A.3.5",0
"BOL068",1992,"A.3.5",0.17
"BRA076",1992,"A.3.5",5260.608
"BWA072",1992,"A.3.5",107.416
"CAN124",1992,"A.3.5",11171.393
"CHE756",1992,"A.3.5",228.756
"CHL152",1992,"A.3.5",3343.362
"CHN156",1992,"A.3.5",56760
"COL170",1992,"A.3.5",547.033
"CPV132",1992,"A.3.5",2.62
"CRI188",1992,"A.3.5",61
"CSK200",1992,"A.3.5",0
"CUB192",1992,"A.3.5",370
"CYP196",1992,"A.3.5",0
"CZE203",1992,"A.3.5",0
"DEU276",1992,"A.3.5",10365.737
"DJI262",1992,"A.3.5",0
"DNK208",1992,"A.3.5",1056.858
"DOM214",1992,"A.3.5",24
"DZA012",1992,"A.3.5",180
"ECU218",1992,"A.3.5",0
"EGY818",1992,"A.3.5",1589.96
"ERI232",1992,"A.3.5",0
"ESP724",1992,"A.3.5",2704.859
"ETH231",1992,"A.3.5",220
"FIN246",1992,"A.3.5",17.562
"FRA250",1992,"A.3.5",6119
"GBR826",1992,"A.3.5",6101.103
"GEO268",1992,"A.3.5",0
"GHA288",1992,"A.3.5",100
"GIN324",1992,"A.3.5",0
"GRC300",1992,"A.3.5",286.368
"GTM320",1992,"A.3.5",46.2
"HND340",1992,"A.3.5",60
"HRV191",1992,"A.3.5",57.17
"IDN360",1992,"A.3.5",1260
"IND356",1992,"A.3.5",13552.8
"IRN364",1992,"A.3.5",2035.254
"IRQ368",1992,"A.3.5",500
"ISL352",1992,"A.3.5",0
"ISR376",1992,"A.3.5",552
"ITA380",1992,"A.3.5",3975.946
"JAM388",1992,"A.3.5",12.5
"JOR400",1992,"A.3.5",15
"JPN392",1992,"A.3.5",2810
"KAZ398",1992,"A.3.5",1920
"KEN404",1992,"A.3.5",144.988
"KGZ417",1992,"A.3.5",0
"KHM116",1992,"A.3.5",80
"KOR410",1992,"A.3.5",1543.874
"KWT414",1992,"A.3.5",1.6
"LAO418",1992,"A.3.5",25
"LBN422",1992,"A.3.5",6
"LBY434",1992,"A.3.5",24
"LKA144",1992,"A.3.5",245.56
"MAR504",1992,"A.3.5",329.056
"MDG450",1992,"A.3.5",55.256
"MEX484",1992,"A.3.5",14790.304
"MLI466",1992,"A.3.5",10
"MLT470",1992,"A.3.5",0
"MMR104",1992,"A.3.5",260
"MNE499",1992,"A.3.5",0
"MNG496",1992,"A.3.5",1.958
"MOZ508",1992,"A.3.5",80
"MRT478",1992,"A.3.5",11
"MUS480",1992,"A.3.5",6
"NAM516",1992,"A.3.5",241.67
"NER562",1992,"A.3.5",0
"NIC558",1992,"A.3.5",15
"NLD528",1992,"A.3.5",7256
"NPL524",1992,"A.3.5",0
"NZL554",1992,"A.3.5",160
"OMN512",1992,"A.3.5",0
"PAK586",1992,"A.3.5",904.998
"PAN591",1992,"A.3.5",31.045
"PER604",1992,"A.3.5",476.488
"PHL608",1992,"A.3.5",991.632
"POL616",1992,"A.3.5",3126
"PRI630",1992,"A.3.5",37
"PRK408",1992,"A.3.5",1180
"PRT620",1992,"A.3.5",717.287
"ROU642",1992,"A.3.5",5112
"RUS643",1992,"A.3.5",7200
"SAU682",1992,"A.3.5",0
"SCG891",1992,"A.3.5",46.945
"SDN736",1992,"A.3.5",150
"SEN686",1992,"A.3.5",220
"SLE694",1992,"A.3.5",0
"SLV222",1992,"A.3.5",21.573
"SOM706",1992,"A.3.5",2
"SRB688",1992,"A.3.5",0
"SUN810",1992,"A.3.5",0
"SVK703",1992,"A.3.5",0
"SVN705",1992,"A.3.5",14
"SYR760",1992,"A.3.5",168
"TCA796",1992,"A.3.5",0
"THA764",1992,"A.3.5",312.75
"TJK762",1992,"A.3.5",140
"TKM795",1992,"A.3.5",1300
"TUN788",1992,"A.3.5",460
"TUR792",1992,"A.3.5",1417.624
"TWN158",1992,"A.3.5",536.338
"TZA834",1992,"A.3.5",154.562
"UGA800",1992,"A.3.5",0
"UKR804",1992,"A.3.5",14820
"USA840",1992,"A.3.5",34784
"UZB860",1992,"A.3.5",1200
"VEN862",1992,"A.3.5",312.7
"VNM704",1992,"A.3.5",1188
"YEM887",1992,"A.3.5",214
"YUG890",1992,"A.3.5",0
"ZAF710",1992,"A.3.5",1403.982
"AFG004",1993,"A.3.5",26
"AGO024",1993,"A.3.5",60
"ALB008",1993,"A.3.5",0
"ANT530",1993,"A.3.5",674.352
"ARG032",1993,"A.3.5",1033.804
"ARM051",1993,"A.3.5",100
"AUS036",1993,"A.3.5",15106
"AUT040",1993,"A.3.5",694.589
"AZE031",1993,"A.3.5",100
"BEN204",1993,"A.3.5",0
"BES535",1993,"A.3.5",0
"BFA854",1993,"A.3.5",0
"BGD050",1993,"A.3.5",662
"BGR100",1993,"A.3.5",1300
"BHS044",1993,"A.3.5",2000
"BIH070",1993,"A.3.5",100
"BLR112",1993,"A.3.5",0
"BOL068",1993,"A.3.5",0.15
"BRA076",1993,"A.3.5",6179.962
"BWA072",1993,"A.3.5",196
"CAN124",1993,"A.3.5",10925.666
"CHE756",1993,"A.3.5",220.901
"CHL152",1993,"A.3.5",2886.5
"CHN156",1993,"A.3.5",58852.8
"COL170",1993,"A.3.5",400.055
"CPV132",1993,"A.3.5",3.436
"CRI188",1993,"A.3.5",62.2
"CSK200",1993,"A.3.5",0
"CUB192",1993,"A.3.5",370
"CYP196",1993,"A.3.5",0
"CZE203",1993,"A.3.5",360
"DEU276",1993,"A.3.5",10585.018
"DJI262",1993,"A.3.5",0
"DNK208",1993,"A.3.5",1182.11
"DOM214",1993,"A.3.5",61
"DZA012",1993,"A.3.5",189
"ECU218",1993,"A.3.5",0
"EGY818",1993,"A.3.5",2237.64
"ERI232",1993,"A.3.5",0
"ESP724",1993,"A.3.5",2841.912
"ETH231",1993,"A.3.5",260
"FIN246",1993,"A.3.5",14.224
"FRA250",1993,"A.3.5",5671
"GBR826",1993,"A.3.5",6575.543
"GEO268",1993,"A.3.5",0
"GHA288",1993,"A.3.5",100
"GIN324",1993,"A.3.5",0
"GRC300",1993,"A.3.5",350.318
"GTM320",1993,"A.3.5",47.8
"HND340",1993,"A.3.5",60
"HRV191",1993,"A.3.5",59.286
"IDN360",1993,"A.3.5",1300
"IND356",1993,"A.3.5",13727.8
"IRN364",1993,"A.3.5",1977.39
"IRQ368",1993,"A.3.5",600
