"AlphaNumISO","Year","CCC","UsedValue"
"SUR740",1998,"A.2.2.Al",3931.108
"TUR792",1998,"A.2.2.Al",458.028
"TZA834",1998,"A.2.2.Al",0
"USA840",1998,"A.2.2.Al",225.288
"VEN862",1998,"A.2.2.Al",4825.647
"VNM704",1998,"A.2.2.Al",46.36
"YUG890",1998,"A.2.2.Al",0
"ZWE716",1998,"A.2.2.Al",0
"ALB008",1999,"A.2.2.Al",4.624
"AUS036",1999,"A.2.2.Al",48416
"BIH070",1999,"A.2.2.Al",0
"BRA076",1999,"A.2.2.Al",12661.746
"CHN156",1999,"A.2.2.Al",7100
"COL170",1999,"A.2.2.Al",1
"DEU276",1999,"A.2.2.Al",0
"DOM214",1999,"A.2.2.Al",0
"ESP724",1999,"A.2.2.Al",0
"FJI242",1999,"A.2.2.Al",0
"FRA250",1999,"A.2.2.Al",170
"GHA288",1999,"A.2.2.Al",355.261
"GIN324",1999,"A.2.2.Al",17419.1
"GRC300",1999,"A.2.2.Al",1882.505
"GUY328",1999,"A.2.2.Al",2359.272
"HRV191",1999,"A.2.2.Al",0
"HTI332",1999,"A.2.2.Al",0
"HUN348",1999,"A.2.2.Al",935.2
"IDN360",1999,"A.2.2.Al",1116.323
"IND356",1999,"A.2.2.Al",7049.943
"IRN364",1999,"A.2.2.Al",461.639
"IRQ368",1999,"A.2.2.Al",0
"ITA380",1999,"A.2.2.Al",0
"JAM388",1999,"A.2.2.Al",11688.481
"KAZ398",1999,"A.2.2.Al",3606.5
"MEX484",1999,"A.2.2.Al",0
"MNE499",1999,"A.2.2.Al",0
"MOZ508",1999,"A.2.2.Al",7.883
"MYS458",1999,"A.2.2.Al",222.724
"PAK586",1999,"A.2.2.Al",11.216
"ROU642",1999,"A.2.2.Al",0
"RUS643",1999,"A.2.2.Al",4513
"SAU682",1999,"A.2.2.Al",0
"SCG891",1999,"A.2.2.Al",503.434
"SLE694",1999,"A.2.2.Al",0
"SRB688",1999,"A.2.2.Al",503.434
"SUN810",1999,"A.2.2.Al",0
"SUR740",1999,"A.2.2.Al",3714.595
"TUR792",1999,"A.2.2.Al",207.743
"TZA834",1999,"A.2.2.Al",0
"USA840",1999,"A.2.2.Al",270
"VEN862",1999,"A.2.2.Al",4166.45
"VNM704",1999,"A.2.2.Al",30
"YUG890",1999,"A.2.2.Al",0
"ZWE716",1999,"A.2.2.Al",0
"ALB008",2000,"A.2.2.Al",0
"AUS036",2000,"A.2.2.Al",53802
"BIH070",2000,"A.2.2.Al",254.7
"BRA076",2000,"A.2.2.Al",13974.48
"CHN156",2000,"A.2.2.Al",7900
"COL170",2000,"A.2.2.Al",0.9
"DEU276",2000,"A.2.2.Al",0
"DOM214",2000,"A.2.2.Al",0
"ESP724",2000,"A.2.2.Al",0
"FJI242",2000,"A.2.2.Al",0
"FRA250",2000,"A.2.2.Al",185
"GHA288",2000,"A.2.2.Al",503.824
"GIN324",2000,"A.2.2.Al",17991.9
"GRC300",2000,"A.2.2.Al",1818.525
"GUY328",2000,"A.2.2.Al",2689.451
"HRV191",2000,"A.2.2.Al",0
"HTI332",2000,"A.2.2.Al",0
"HUN348",2000,"A.2.2.Al",1046.47
"IDN360",2000,"A.2.2.Al",1150.776
"IND356",2000,"A.2.2.Al",7992.782
"IRN364",2000,"A.2.2.Al",485.13
"IRQ368",2000,"A.2.2.Al",0
"ITA380",2000,"A.2.2.Al",0
"JAM388",2000,"A.2.2.Al",11126.524
"KAZ398",2000,"A.2.2.Al",3729.6
"MEX484",2000,"A.2.2.Al",0
"MNE499",2000,"A.2.2.Al",0
"MOZ508",2000,"A.2.2.Al",8.13
"MYS458",2000,"A.2.2.Al",123.27
"PAK586",2000,"A.2.2.Al",10.377
"ROU642",2000,"A.2.2.Al",0
"RUS643",2000,"A.2.2.Al",5089
"SAU682",2000,"A.2.2.Al",0
"SCG891",2000,"A.2.2.Al",630
"SLE694",2000,"A.2.2.Al",0
"SRB688",2000,"A.2.2.Al",630
"SUN810",2000,"A.2.2.Al",0
"SUR740",2000,"A.2.2.Al",3610.381
"TUR792",2000,"A.2.2.Al",458.537
"TZA834",2000,"A.2.2.Al",0
"USA840",2000,"A.2.2.Al",200
"VEN862",2000,"A.2.2.Al",4360.72
"VNM704",2000,"A.2.2.Al",16
"YUG890",2000,"A.2.2.Al",0
"ZWE716",2000,"A.2.2.Al",0
"ALB008",2001,"A.2.2.Al",0
"AUS036",2001,"A.2.2.Al",53799
"BIH070",2001,"A.2.2.Al",90
"BRA076",2001,"A.2.2.Al",13388.1
"CHN156",2001,"A.2.2.Al",8650
"COL170",2001,"A.2.2.Al",0.7
"DEU276",2001,"A.2.2.Al",0
"DOM214",2001,"A.2.2.Al",0
"ESP724",2001,"A.2.2.Al",0
"FJI242",2001,"A.2.2.Al",0
"FRA250",2001,"A.2.2.Al",153
"GHA288",2001,"A.2.2.Al",692.62
"GIN324",2001,"A.2.2.Al",17312.1
"GRC300",2001,"A.2.2.Al",1903.28
"GUY328",2001,"A.2.2.Al",2011.301
"HRV191",2001,"A.2.2.Al",0
"HTI332",2001,"A.2.2.Al",0
"HUN348",2001,"A.2.2.Al",1000.044
"IDN360",2001,"A.2.2.Al",1237.006
"IND356",2001,"A.2.2.Al",8688.752
"IRN364",2001,"A.2.2.Al",283.877
"IRQ368",2001,"A.2.2.Al",0
"ITA380",2001,"A.2.2.Al",0
"JAM388",2001,"A.2.2.Al",12369.647
"KAZ398",2001,"A.2.2.Al",3685.1
"MEX484",2001,"A.2.2.Al",0
"MNE499",2001,"A.2.2.Al",0
"MOZ508",2001,"A.2.2.Al",8.597
"MYS458",2001,"A.2.2.Al",64.161
"PAK586",2001,"A.2.2.Al",3.728
"ROU642",2001,"A.2.2.Al",0
"RUS643",2001,"A.2.2.Al",4805
"SAU682",2001,"A.2.2.Al",0
"SCG891",2001,"A.2.2.Al",630
"SLE694",2001,"A.2.2.Al",0
"SRB688",2001,"A.2.2.Al",630
"SUN810",2001,"A.2.2.Al",0
"SUR740",2001,"A.2.2.Al",4393.64
"TUR792",2001,"A.2.2.Al",242.04
"TZA834",2001,"A.2.2.Al",0
"USA840",2001,"A.2.2.Al",200
"VEN862",2001,"A.2.2.Al",4584.893
"VNM704",2001,"A.2.2.Al",20
"YUG890",2001,"A.2.2.Al",0
"ZWE716",2001,"A.2.2.Al",0
"ALB008",2002,"A.2.2.Al",0
"AUS036",2002,"A.2.2.Al",54135
"BIH070",2002,"A.2.2.Al",71.3
"BRA076",2002,"A.2.2.Al",13147.9
"CHN156",2002,"A.2.2.Al",12958.7
"COL170",2002,"A.2.2.Al",0.6
"DEU276",2002,"A.2.2.Al",0
"DOM214",2002,"A.2.2.Al",0
"ESP724",2002,"A.2.2.Al",0
"FJI242",2002,"A.2.2.Al",0
"FRA250",2002,"A.2.2.Al",150
"GHA288",2002,"A.2.2.Al",683.654
"GIN324",2002,"A.2.2.Al",17480
"GRC300",2002,"A.2.2.Al",2492
"GUY328",2002,"A.2.2.Al",1639.266
"HRV191",2002,"A.2.2.Al",0
"HTI332",2002,"A.2.2.Al",0
"HUN348",2002,"A.2.2.Al",720
"IDN360",2002,"A.2.2.Al",1283.485
"IND356",2002,"A.2.2.Al",9867.455
"IRN364",2002,"A.2.2.Al",323.6
"IRQ368",2002,"A.2.2.Al",0
"ITA380",2002,"A.2.2.Al",0
"JAM388",2002,"A.2.2.Al",13119.449
"KAZ398",2002,"A.2.2.Al",4376.7
"MEX484",2002,"A.2.2.Al",0
"MNE499",2002,"A.2.2.Al",0
"MOZ508",2002,"A.2.2.Al",9.119
"MYS458",2002,"A.2.2.Al",39.975
"PAK586",2002,"A.2.2.Al",12.233
"ROU642",2002,"A.2.2.Al",0
"RUS643",2002,"A.2.2.Al",4585.7
"SAU682",2002,"A.2.2.Al",0
"SCG891",2002,"A.2.2.Al",611.5
"SLE694",2002,"A.2.2.Al",0
"SRB688",2002,"A.2.2.Al",611.5
"SUN810",2002,"A.2.2.Al",0
"SUR740",2002,"A.2.2.Al",4001.602
"TUR792",2002,"A.2.2.Al",287.403
"TZA834",2002,"A.2.2.Al",0
"USA840",2002,"A.2.2.Al",200
"VEN862",2002,"A.2.2.Al",5190.806
"VNM704",2002,"A.2.2.Al",20
"YUG890",2002,"A.2.2.Al",0
"ZWE716",2002,"A.2.2.Al",0
"ALB008",2003,"A.2.2.Al",0
"AUS036",2003,"A.2.2.Al",55602
"BIH070",2003,"A.2.2.Al",573
"BRA076",2003,"A.2.2.Al",18456.8
"CHN156",2003,"A.2.2.Al",14567
"COL170",2003,"A.2.2.Al",0.5
"DEU276",2003,"A.2.2.Al",0
"DOM214",2003,"A.2.2.Al",6.481
"ESP724",2003,"A.2.2.Al",0
"FJI242",2003,"A.2.2.Al",0
"FRA250",2003,"A.2.2.Al",170
"GHA288",2003,"A.2.2.Al",494.716
"GIN324",2003,"A.2.2.Al",17072.2
"GRC300",2003,"A.2.2.Al",2418
"GUY328",2003,"A.2.2.Al",1712.236
"HRV191",2003,"A.2.2.Al",0
"HTI332",2003,"A.2.2.Al",0
"HUN348",2003,"A.2.2.Al",665.904
"IDN360",2003,"A.2.2.Al",1262.705
"IND356",2003,"A.2.2.Al",10924.786
"IRN364",2003,"A.2.2.Al",391.388
"IRQ368",2003,"A.2.2.Al",0
"ITA380",2003,"A.2.2.Al",0
"JAM388",2003,"A.2.2.Al",13444.528
"KAZ398",2003,"A.2.2.Al",4737.1
"MEX484",2003,"A.2.2.Al",0
"MNE499",2003,"A.2.2.Al",0
"MOZ508",2003,"A.2.2.Al",11.793
"MYS458",2003,"A.2.2.Al",5.732
"PAK586",2003,"A.2.2.Al",4.098
"ROU642",2003,"A.2.2.Al",0
"RUS643",2003,"A.2.2.Al",5441.8
"SAU682",2003,"A.2.2.Al",0
"SCG891",2003,"A.2.2.Al",540.051
"SLE694",2003,"A.2.2.Al",0
"SRB688",2003,"A.2.2.Al",540.051
"SUN810",2003,"A.2.2.Al",0
"SUR740",2003,"A.2.2.Al",4215.061
"TUR792",2003,"A.2.2.Al",364.306
"TZA834",2003,"A.2.2.Al",0
"USA840",2003,"A.2.2.Al",251.633
"VEN862",2003,"A.2.2.Al",5445.516
"VNM704",2003,"A.2.2.Al",20
"YUG890",2003,"A.2.2.Al",0
"ZWE716",2003,"A.2.2.Al",0
"ALB008",2004,"A.2.2.Al",0
"AUS036",2004,"A.2.2.Al",56593
"BIH070",2004,"A.2.2.Al",916.9
"BRA076",2004,"A.2.2.Al",20511.8
"CHN156",2004,"A.2.2.Al",17518
"COL170",2004,"A.2.2.Al",0.48
"DEU276",2004,"A.2.2.Al",0
"DOM214",2004,"A.2.2.Al",81.954
"ESP724",2004,"A.2.2.Al",0
"FJI242",2004,"A.2.2.Al",0
"FRA250",2004,"A.2.2.Al",170
"GHA288",2004,"A.2.2.Al",498.06
"GIN324",2004,"A.2.2.Al",18795.5
"GRC300",2004,"A.2.2.Al",2396.065
"GUY328",2004,"A.2.2.Al",1478.897
"HRV191",2004,"A.2.2.Al",0
"HTI332",2004,"A.2.2.Al",0
"HUN348",2004,"A.2.2.Al",646.726
"IDN360",2004,"A.2.2.Al",1330.827
"IND356",2004,"A.2.2.Al",11964.011
"IRN364",2004,"A.2.2.Al",419.955
"IRQ368",2004,"A.2.2.Al",0
"ITA380",2004,"A.2.2.Al",0
"JAM388",2004,"A.2.2.Al",13296.481
"KAZ398",2004,"A.2.2.Al",4705.4
"MEX484",2004,"A.2.2.Al",0
"MNE499",2004,"A.2.2.Al",0
"MOZ508",2004,"A.2.2.Al",6.723
"MYS458",2004,"A.2.2.Al",2.04
"PAK586",2004,"A.2.2.Al",4.847
"ROU642",2004,"A.2.2.Al",0
"RUS643",2004,"A.2.2.Al",6017.6
"SAU682",2004,"A.2.2.Al",0
"SCG891",2004,"A.2.2.Al",610
"SLE694",2004,"A.2.2.Al",0
"SRB688",2004,"A.2.2.Al",610
"SUN810",2004,"A.2.2.Al",0
"SUR740",2004,"A.2.2.Al",4087.107
"TUR792",2004,"A.2.2.Al",365.836
"TZA834",2004,"A.2.2.Al",0
"USA840",2004,"A.2.2.Al",259.87
"VEN862",2004,"A.2.2.Al",5814.705
"VNM704",2004,"A.2.2.Al",20
"YUG890",2004,"A.2.2.Al",0
"ZWE716",2004,"A.2.2.Al",0
"ALB008",2005,"A.2.2.Al",0
"AUS036",2005,"A.2.2.Al",59959
"BIH070",2005,"A.2.2.Al",1031.6
"BRA076",2005,"A.2.2.Al",22364.6
"CHN156",2005,"A.2.2.Al",17408.2
"COL170",2005,"A.2.2.Al",0.46
"DEU276",2005,"A.2.2.Al",0
"DOM214",2005,"A.2.2.Al",534.555
"ESP724",2005,"A.2.2.Al",0
"FJI242",2005,"A.2.2.Al",0
"FRA250",2005,"A.2.2.Al",175
"GHA288",2005,"A.2.2.Al",606.7
"GIN324",2005,"A.2.2.Al",19237.3
"GRC300",2005,"A.2.2.Al",2441.443
"GUY328",2005,"A.2.2.Al",1694.126
"HRV191",2005,"A.2.2.Al",0
"HTI332",2005,"A.2.2.Al",0
"HUN348",2005,"A.2.2.Al",535.337
"IDN360",2005,"A.2.2.Al",2502.616
"IND356",2005,"A.2.2.Al",12595.803
"IRN364",2005,"A.2.2.Al",437.595
"IRQ368",2005,"A.2.2.Al",0
"ITA380",2005,"A.2.2.Al",0
"JAM388",2005,"A.2.2.Al",14116.393
"KAZ398",2005,"A.2.2.Al",4815.4
"MEX484",2005,"A.2.2.Al",0
"MNE499",2005,"A.2.2.Al",0
"MOZ508",2005,"A.2.2.Al",9.518
"MYS458",2005,"A.2.2.Al",4.735
"PAK586",2005,"A.2.2.Al",6.504
"ROU642",2005,"A.2.2.Al",0
"RUS643",2005,"A.2.2.Al",6409.3
"SAU682",2005,"A.2.2.Al",0
"SCG891",2005,"A.2.2.Al",672.345
"SLE694",2005,"A.2.2.Al",0
"SRB688",2005,"A.2.2.Al",672.345
"SUN810",2005,"A.2.2.Al",0
"SUR740",2005,"A.2.2.Al",4756.998
"TUR792",2005,"A.2.2.Al",356.48
"TZA834",2005,"A.2.2.Al",1.64
"USA840",2005,"A.2.2.Al",121.187
"VEN862",2005,"A.2.2.Al",5900
"VNM704",2005,"A.2.2.Al",55
"YUG890",2005,"A.2.2.Al",0
"ZWE716",2005,"A.2.2.Al",0
"ALB008",2006,"A.2.2.Al",0
"AUS036",2006,"A.2.2.Al",61781
"BIH070",2006,"A.2.2.Al",854.047
"BRA076",2006,"A.2.2.Al",23236.3
"CHN156",2006,"A.2.2.Al",18981.6
"COL170",2006,"A.2.2.Al",0.4
"DEU276",2006,"A.2.2.Al",0
"DOM214",2006,"A.2.2.Al",92.052
"ESP724",2006,"A.2.2.Al",0
"FJI242",2006,"A.2.2.Al",0
"FRA250",2006,"A.2.2.Al",160
"GHA288",2006,"A.2.2.Al",841.775
"GIN324",2006,"A.2.2.Al",18783.928
"GRC300",2006,"A.2.2.Al",2162.9
"GUY328",2006,"A.2.2.Al",1478.67
"HRV191",2006,"A.2.2.Al",0
"HTI332",2006,"A.2.2.Al",0
"HUN348",2006,"A.2.2.Al",538.258
"IDN360",2006,"A.2.2.Al",7270.072
"IND356",2006,"A.2.2.Al",15732.535
"IRN364",2006,"A.2.2.Al",500
"IRQ368",2006,"A.2.2.Al",0
"ITA380",2006,"A.2.2.Al",0
"JAM388",2006,"A.2.2.Al",14865.351
"KAZ398",2006,"A.2.2.Al",4883.8
"MEX484",2006,"A.2.2.Al",0
"MNE499",2006,"A.2.2.Al",659.37
"MOZ508",2006,"A.2.2.Al",11.069
"MYS458",2006,"A.2.2.Al",91.806
"PAK586",2006,"A.2.2.Al",7.831
"ROU642",2006,"A.2.2.Al",0
"RUS643",2006,"A.2.2.Al",6399.2
"SAU682",2006,"A.2.2.Al",0
"SCG891",2006,"A.2.2.Al",0
"SLE694",2006,"A.2.2.Al",1071.14
"SRB688",2006,"A.2.2.Al",659.37
"SUN810",2006,"A.2.2.Al",0
"SUR740",2006,"A.2.2.Al",4945.353
"TUR792",2006,"A.2.2.Al",771.227
"TZA834",2006,"A.2.2.Al",5.373
"USA840",2006,"A.2.2.Al",361.047
"VEN862",2006,"A.2.2.Al",5928
"VNM704",2006,"A.2.2.Al",60
"YUG890",2006,"A.2.2.Al",0
"ZWE716",2006,"A.2.2.Al",0
"ALB008",2007,"A.2.2.Al",0
"AUS036",2007,"A.2.2.Al",62428
"BIH070",2007,"A.2.2.Al",866.933
"BRA076",2007,"A.2.2.Al",25460.7
"CHN156",2007,"A.2.2.Al",20446
"COL170",2007,"A.2.2.Al",0
"DEU276",2007,"A.2.2.Al",0
"DOM214",2007,"A.2.2.Al",117.262
"ESP724",2007,"A.2.2.Al",0
"FJI242",2007,"A.2.2.Al",0
"FRA250",2007,"A.2.2.Al",160
"GHA288",2007,"A.2.2.Al",1033.368
"GIN324",2007,"A.2.2.Al",18519.01
"GRC300",2007,"A.2.2.Al",2125.9
"GUY328",2007,"A.2.2.Al",2242.928
"HRV191",2007,"A.2.2.Al",0
"HTI332",2007,"A.2.2.Al",0
"HUN348",2007,"A.2.2.Al",546.31
"IDN360",2007,"A.2.2.Al",11663.144
"IND356",2007,"A.2.2.Al",22624.96
"IRN364",2007,"A.2.2.Al",520.8
"IRQ368",2007,"A.2.2.Al",0
"ITA380",2007,"A.2.2.Al",0
"JAM388",2007,"A.2.2.Al",14567.738
"KAZ398",2007,"A.2.2.Al",4962.6
"MEX484",2007,"A.2.2.Al",20
"MNE499",2007,"A.2.2.Al",667.053
"MOZ508",2007,"A.2.2.Al",8.65
"MYS458",2007,"A.2.2.Al",156.785
"PAK586",2007,"A.2.2.Al",18.118
"ROU642",2007,"A.2.2.Al",0
"RUS643",2007,"A.2.2.Al",6053.9
"SAU682",2007,"A.2.2.Al",0
"SCG891",2007,"A.2.2.Al",0
"SLE694",2007,"A.2.2.Al",1169.036
"SRB688",2007,"A.2.2.Al",667.053
"SUN810",2007,"A.2.2.Al",0
"SUR740",2007,"A.2.2.Al",5273.195
"TUR792",2007,"A.2.2.Al",863.404
"TZA834",2007,"A.2.2.Al",5.003
"USA840",2007,"A.2.2.Al",141.914
"VEN862",2007,"A.2.2.Al",5593.308
"VNM704",2007,"A.2.2.Al",80
"YUG890",2007,"A.2.2.Al",0
"ZWE716",2007,"A.2.2.Al",0
"ALB008",2008,"A.2.2.Al",0
"AUS036",2008,"A.2.2.Al",64038
"BIH070",2008,"A.2.2.Al",1018.333
"BRA076",2008,"A.2.2.Al",28097.5
"CHN156",2008,"A.2.2.Al",25176.9
"COL170",2008,"A.2.2.Al",0
"DEU276",2008,"A.2.2.Al",0
"DOM214",2008,"A.2.2.Al",67.862
"ESP724",2008,"A.2.2.Al",0
"FJI242",2008,"A.2.2.Al",0
"FRA250",2008,"A.2.2.Al",101.7
"GHA288",2008,"A.2.2.Al",796
"GIN324",2008,"A.2.2.Al",17682.33
"GRC300",2008,"A.2.2.Al",2174
"GUY328",2008,"A.2.2.Al",2092.237
"HRV191",2008,"A.2.2.Al",0
"HTI332",2008,"A.2.2.Al",0
"HUN348",2008,"A.2.2.Al",511.337
"IDN360",2008,"A.2.2.Al",16791.368
"IND356",2008,"A.2.2.Al",15460.202
"IRN364",2008,"A.2.2.Al",520
"IRQ368",2008,"A.2.2.Al",4.928
"ITA380",2008,"A.2.2.Al",0
"JAM388",2008,"A.2.2.Al",14636.102
"KAZ398",2008,"A.2.2.Al",5160
"MEX484",2008,"A.2.2.Al",20
"MNE499",2008,"A.2.2.Al",671.811
"MOZ508",2008,"A.2.2.Al",5.443
"MYS458",2008,"A.2.2.Al",295.176
"PAK586",2008,"A.2.2.Al",35.759
"ROU642",2008,"A.2.2.Al",0
"RUS643",2008,"A.2.2.Al",5675
"SAU682",2008,"A.2.2.Al",0
"SCG891",2008,"A.2.2.Al",0
"SLE694",2008,"A.2.2.Al",954.37
"SRB688",2008,"A.2.2.Al",671.811
"SUN810",2008,"A.2.2.Al",0
"SUR740",2008,"A.2.2.Al",5333.031
"TUR792",2008,"A.2.2.Al",818.928
"TZA834",2008,"A.2.2.Al",20.601
"USA840",2008,"A.2.2.Al",98.796
"VEN862",2008,"A.2.2.Al",4192.014
"VNM704",2008,"A.2.2.Al",80
"YUG890",2008,"A.2.2.Al",0
"ZWE716",2008,"A.2.2.Al",0
"ALB008",2009,"A.2.2.Al",0
"AUS036",2009,"A.2.2.Al",66169
"BIH070",2009,"A.2.2.Al",555.8
"BRA076",2009,"A.2.2.Al",26074.4
"CHN156",2009,"A.2.2.Al",29213.1
"COL170",2009,"A.2.2.Al",0
"DEU276",2009,"A.2.2.Al",0
"DOM214",2009,"A.2.2.Al",53.317
"ESP724",2009,"A.2.2.Al",0
"FJI242",2009,"A.2.2.Al",0
"FRA250",2009,"A.2.2.Al",129.7
"GHA288",2009,"A.2.2.Al",440
"GIN324",2009,"A.2.2.Al",14774.24
"GRC300",2009,"A.2.2.Al",1935
"GUY328",2009,"A.2.2.Al",1484.935
"HRV191",2009,"A.2.2.Al",0.5
"HTI332",2009,"A.2.2.Al",0
"HUN348",2009,"A.2.2.Al",267
"IDN360",2009,"A.2.2.Al",14720.32
"IND356",2009,"A.2.2.Al",14124.093
"IRN364",2009,"A.2.2.Al",522.018
"IRQ368",2009,"A.2.2.Al",0.25
"ITA380",2009,"A.2.2.Al",0
"JAM388",2009,"A.2.2.Al",8103.884
"KAZ398",2009,"A.2.2.Al",5130
"MEX484",2009,"A.2.2.Al",20
"MNE499",2009,"A.2.2.Al",45.779
"MOZ508",2009,"A.2.2.Al",3.612
"MYS458",2009,"A.2.2.Al",274.456
"PAK586",2009,"A.2.2.Al",15.629
"ROU642",2009,"A.2.2.Al",0
"RUS643",2009,"A.2.2.Al",5300
"SAU682",2009,"A.2.2.Al",0
"SCG891",2009,"A.2.2.Al",0
"SLE694",2009,"A.2.2.Al",742.82
"SRB688",2009,"A.2.2.Al",45.779
"SUN810",2009,"A.2.2.Al",0
"SUR740",2009,"A.2.2.Al",3388.419
"TUR792",2009,"A.2.2.Al",406.7
"TZA834",2009,"A.2.2.Al",122.92
"USA840",2009,"A.2.2.Al",30.24
"VEN862",2009,"A.2.2.Al",3610.859
"VNM704",2009,"A.2.2.Al",80
"YUG890",2009,"A.2.2.Al",0
"ZWE716",2009,"A.2.2.Al",0
"ALB008",2010,"A.2.2.Al",0
"AUS036",2010,"A.2.2.Al",68584
"BIH070",2010,"A.2.2.Al",827.909
"BRA076",2010,"A.2.2.Al",32028
"CHN156",2010,"A.2.2.Al",36837.2
"COL170",2010,"A.2.2.Al",0
"DEU276",2010,"A.2.2.Al",0
"DOM214",2010,"A.2.2.Al",8.888
"ESP724",2010,"A.2.2.Al",0
"FJI242",2010,"A.2.2.Al",0
"FRA250",2010,"A.2.2.Al",93.1
"GHA288",2010,"A.2.2.Al",512.208
"GIN324",2010,"A.2.2.Al",16427.3
"GRC300",2010,"A.2.2.Al",1902
"GUY328",2010,"A.2.2.Al",1082.512
"HRV191",2010,"A.2.2.Al",2.3
"HTI332",2010,"A.2.2.Al",0
"HUN348",2010,"A.2.2.Al",307
"IDN360",2010,"A.2.2.Al",27410.375
"IND356",2010,"A.2.2.Al",12722.82
"IRN364",2010,"A.2.2.Al",681.235
"IRQ368",2010,"A.2.2.Al",3.35
"ITA380",2010,"A.2.2.Al",0
"JAM388",2010,"A.2.2.Al",8539.853
"KAZ398",2010,"A.2.2.Al",5310
"MEX484",2010,"A.2.2.Al",21.25
"MNE499",2010,"A.2.2.Al",61.205
"MOZ508",2010,"A.2.2.Al",8.556
"MYS458",2010,"A.2.2.Al",124.274
"PAK586",2010,"A.2.2.Al",11.131
"ROU642",2010,"A.2.2.Al",0
"RUS643",2010,"A.2.2.Al",5035
"SAU682",2010,"A.2.2.Al",235.811
"SCG891",2010,"A.2.2.Al",0
"SLE694",2010,"A.2.2.Al",1089.131
"SRB688",2010,"A.2.2.Al",61
"SUN810",2010,"A.2.2.Al",0
"SUR740",2010,"A.2.2.Al",3096.65
"TUR792",2010,"A.2.2.Al",1311.064
"TZA834",2010,"A.2.2.Al",39.326
"USA840",2010,"A.2.2.Al",59.143
"VEN862",2010,"A.2.2.Al",3126.242
"VNM704",2010,"A.2.2.Al",80
"YUG890",2010,"A.2.2.Al",0
"ZWE716",2010,"A.2.2.Al",0
"ALB008",2011,"A.2.2.Al",0
"AUS036",2011,"A.2.2.Al",70231.216
"BIH070",2011,"A.2.2.Al",707.712
"BRA076",2011,"A.2.2.Al",33624.6
"CHN156",2011,"A.2.2.Al",37173.8
"COL170",2011,"A.2.2.Al",0
"DEU276",2011,"A.2.2.Al",0
"DOM214",2011,"A.2.2.Al",0
"ESP724",2011,"A.2.2.Al",0
"FJI242",2011,"A.2.2.Al",0
"FRA250",2011,"A.2.2.Al",80.8
"GHA288",2011,"A.2.2.Al",400.069
"GIN324",2011,"A.2.2.Al",17593.1
"GRC300",2011,"A.2.2.Al",2324
"GUY328",2011,"A.2.2.Al",1818.399
"HRV191",2011,"A.2.2.Al",4.8
"HTI332",2011,"A.2.2.Al",0
"HUN348",2011,"A.2.2.Al",277.8
"IDN360",2011,"A.2.2.Al",40643.852
"IND356",2011,"A.2.2.Al",13599.566
"IRN364",2011,"A.2.2.Al",818.224
"IRQ368",2011,"A.2.2.Al",0
"ITA380",2011,"A.2.2.Al",0
"JAM388",2011,"A.2.2.Al",10188.916
"KAZ398",2011,"A.2.2.Al",5495
"MEX484",2011,"A.2.2.Al",14.4
"MNE499",2011,"A.2.2.Al",158.614
"MOZ508",2011,"A.2.2.Al",10.352
"MYS458",2011,"A.2.2.Al",188.141
"PAK586",2011,"A.2.2.Al",9.033
"ROU642",2011,"A.2.2.Al",0
"RUS643",2011,"A.2.2.Al",5380
"SAU682",2011,"A.2.2.Al",206.299
"SCG891",2011,"A.2.2.Al",0
"SLE694",2011,"A.2.2.Al",1457.507
"SRB688",2011,"A.2.2.Al",50
"SUN810",2011,"A.2.2.Al",0
"SUR740",2011,"A.2.2.Al",3236.111
"TUR792",2011,"A.2.2.Al",1024.915
"TZA834",2011,"A.2.2.Al",29.52
"USA840",2011,"A.2.2.Al",63.121
"VEN862",2011,"A.2.2.Al",2454.769
"VNM704",2011,"A.2.2.Al",100
"YUG890",2011,"A.2.2.Al",0
"ZWE716",2011,"A.2.2.Al",0
"ALB008",2012,"A.2.2.Al",0
"AUS036",2012,"A.2.2.Al",76281.245
"BIH070",2012,"A.2.2.Al",800.316
"BRA076",2012,"A.2.2.Al",34987.8
"CHN156",2012,"A.2.2.Al",44052.3
"COL170",2012,"A.2.2.Al",0
"DEU276",2012,"A.2.2.Al",0
"DOM214",2012,"A.2.2.Al",10.522
"ESP724",2012,"A.2.2.Al",0
"FJI242",2012,"A.2.2.Al",349.556
"FRA250",2012,"A.2.2.Al",90
"GHA288",2012,"A.2.2.Al",752.771
"GIN324",2012,"A.2.2.Al",17326.14
"GRC300",2012,"A.2.2.Al",1816
"GUY328",2012,"A.2.2.Al",2213.972
"HRV191",2012,"A.2.2.Al",5.69
"HTI332",2012,"A.2.2.Al",0
"HUN348",2012,"A.2.2.Al",255
"IDN360",2012,"A.2.2.Al",31443.325
"IND356",2012,"A.2.2.Al",16611.61
"IRN364",2012,"A.2.2.Al",898.437
"IRQ368",2012,"A.2.2.Al",0
"ITA380",2012,"A.2.2.Al",0
"JAM388",2012,"A.2.2.Al",9339.291
"KAZ398",2012,"A.2.2.Al",5170
"MEX484",2012,"A.2.2.Al",96
"MNE499",2012,"A.2.2.Al",0
"MOZ508",2012,"A.2.2.Al",8.633
"MYS458",2012,"A.2.2.Al",121.873
"PAK586",2012,"A.2.2.Al",28.768
"ROU642",2012,"A.2.2.Al",0
"RUS643",2012,"A.2.2.Al",5166
