Country	ISOAlpha3	ISONum3	AlphaNumISO	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
Egypt	EGY	818	EGY818	4069.233218	3122.123015	3687.895124	3723.265765	3758.679069	4389.495398	4799.618277	5454.606939	5370.444855	6725.716565	7153.52986	9403.070928	12218.15395	15139.12991	17367.18471	17705.22522	17423.70803	15304.13627	14774.50245	15666.00672	17389.53336	19971.05799	20534.51078	19344.64236	21072.95247	22967.47703	25451.84525	26625.36267	29748.89602	34656.65823	29357.888	31888.5188	31020.07595	32114.45376	33166.36389	36700.91097	43291.41975	46834.08622	55607.26226	56853.18669	57489.71765	52200.83023
El Salvador	SLV	222	SLV222	203.4498185	227.7002122	267.0880549	295.1920487	358.7259292	417.9390784	400.8736019	474.976761	501.4137878	456.092534	521.9082762	487.193226	452.4450374	474.8003802	465.0309402	527.2858769	545.056299	742.3450018	760.6252563	756.2153204	776.1078376	815.8727534	531.5348885	1044.106545	1073.631921	1172.348931	1201.569857	1236.691928	1242.571813	1338.551531	1309.147553	1503.964191	1600.280578	1706.332144	1404.609189	1375.330754	1480.19742	1436.119853	1351.156208	1453.528062	1596.8972	1603.62346
Equatorial Guinea	GNQ	226	GNQ226																																0	0	0	0	0	0	0	0	0	0	0
Eritrea	ERI	232	ERI232																									54.72	60.8	57.152	60.8	54.72	54.72	54.72	42.56	241.4223576	42.56	42.56	42.56	30.4	54.72	54.72	54.72	54.72	27.968
Estonia	EST	233	EST233																							729.6	608	488.832	0	0	0	0	0	0	0	187.2413046	260.2129672	379.6339743	473.5896285	663.8280545	429.993104	30.68671942	188.3455858	73.53458067	0
Ethiopia	ETH	231	ETH231	185.639424	218.154048	187.264349	106.9020256	114.7310154	177.5920442	181.293288	88.439376	105.013304	112.759072	133.75924	158.079088	176.866136	319.5895091	409.6615718	304.6827196	305.4801006	431.5721408	494.3234572	455.2874349	416.4440794	353.1029421	364.8261148	425.6395699	563.766784	742.7790773	838.68736	917.1721879	921.3091798	775.9038755	1070.142472	1045.070743	1105.997844	1371.75479	1597.448697	1884.570732	2181.567019	3210.902153	3377.747663	4317.210715	2992.502061	3748.440112
Falkland Islands (Malvinas)	FLK	238	FLK238																																										
Faroe Islands	FRO	234	FRO234							24.40566477	23.19856589	24.05882509	21.86149363	24.62784742	23.52840346	26.77618138	21.04822067	24.62100134	23.44206746	27.20486272	35.19752128	31.92444083	32.37334912	19.28766304	16.90135667	13.7962119	8.256745792	5.4927936	6.068224864	6.643656128	7.525138176	12.09366234	10.15261382	12.4394368	17.36485088	19.94542784	10.79840102	10.88573293	6.96514464	14.70445933	17.46901101	17.24561478	11.66792736		
Fiji Islands	FJI	242	FJI242	58.5779424	65.38622304	99.20998413	97.82900698	87.60295526	76.54977549	74.45645824	83.77284224	87.17366835	113.2091221	101.6647501	121.538153	116.8474269	170.54534	118.0808826	111.1536261	109.3190092	67.84749459	47.06146298	47.47683034	57.90943789	75.39878285	118.0908344	94.7721897	112.6663423	107.4816134	97.43288444	110.4881555	101.6554266	106.1986977	104.6619688	72.66805299	83.48932576	121.3029166	142.6181782	159.0502853	226.0691185	242.9721459	158.0257336	152.6488114	175.9081153	133.9617709
Finland	FIN	246	FIN246	2275.468278	2153.887567	2214.886269	2445.212054	2707.173971	2527.710861	2223.483501	2049.011656	1991.396143	1872.338314	2142.027826	2196.254451	2185.502466	2288.257579	2010.602385	1992.423332	1781.370408	1844.598124	2052.024122	2256.736287	2348.285279	1817.282998	1519.38123	1239.008948	1276.063436	1340.908763	1471.995272	1421.619355	1795.908518	2127.785606	2333.850497	2142.059231	1929.5992	2254.235094	2121.793896	2139.078429	2465.454345	2958.645688	2638.080206	1649.991237	2197.820763	2412.163525
France	FRA	250	FRA250	33806.80729	33160.08153	34601.59223	34757.67815	36988.09352	33606.43377	33666.04063	32336.02856	29995.14591	31303.1797	33326.81003	31893.71039	29157.14815	27364.10146	24835.01289	26586.42946	27121.11343	27339.0699	29600.69941	31472.81271	30989.83214	31108.22657	25411.6662	24508.31182	25408.56585	24147.61027	24606.45263	24889.82157	25326.79632	27512.84735	28115.87772	26333.41439	26180.89356	26240.88857	27632.04929	28659.25333	29867.31706	31442.73119	30120.79524	25366.82443	25211.62024	27655.94041
French Guiana	GUF	254	GUF254	36.50621818	23.9341632	24.94492186	21.58857702	19.44234189	28.14274406	17.52377965	27.80011904	30.88487027	30.26499482	192.1386035	37.96406477	49.49152102	48.51978624	44.61704397	48.36133658	52.06466458	58.30666496	84.50920806	122.3219246	120.9302758	141.6123443	188.2670346	49.41986458	74.29832474	71.0067927						72.96	74.176	75.392	76.608	79.04	79.04	75.392	75.392	75.392	108.3456	75.392
French Polynesia	PYF	258	PYF258				58.3968192	63.37372723	73.3508224	83.7369216	99.08973875	94.06261965	117.1158979	112.1325548	103.7907072	99.86157651	122.1561789	125.2812056	128.4062322	131.5312588	134.6562854	137.7809521	132.1276598	126.4740077	120.8203555	115.1667034	109.5130512	103.859399	98.20574688	92.55209472	111.8504622	116.4868963	136.1232279	131.8242545	144.4413343	170.7701371	170.2560707	179.960839	159.247737	157.8562183	171.831513	155.3623713	118.343569	126.1208314	115.7706577
Gabon	GAB	266	GAB266	67.89349101	67.84064709	93.10119857	118.36175	143.6223015	168.882853	353.8922465	477.4311212	138.3550532	136.4335122	161.4549691	208.8662473	240.6531531	162.7655435	268.9970557	313.322008	270.3260003	184.2106325	172.9279048	150.713337	150.9339693	151.1546015	148.9432338	167.403866	160.8590294	195.8805724	234.5501153	264.5209403	268.1176835	241.1708632	282.4151707	347.6702129	352.6944415	393.2063376	370.9790627	378.7362647	659.3089935	460.0446783	483.505676	532.4995267	304	243.2
Gambia	GMB	270	GMB270	10.43142074	21.89445696	17.57275526	20.93454899	17.08467354	19.13684378	23.46607616	18.97377818	52.505664	36.251392	35.91027806	40.53671327	45.16314849	49.7895837	54.41601892	59.04245413	63.66888934	68.29532456	72.92175977	77.54819499	82.1746302	86.80106542	91.42750063	96.05393584	100.6803711	105.3068063	79.03517491	34.32212774	74.29658586	48.21850765	19.22346837	10.59551953	25.64818451	77.56443446	117.3795327	74.2988233	53.0094528	139.750703	151.4658392	253.8916946	195.9860348	127.4565685
Georgia	GEO	268	GEO268																							608	364.8	121.6	121.6	177.9405656	220.3872892	336.3160196	434.9038543	460.0146812	409.1025864	445.4748621	482.9491221	601.2178524	459.1699418	625.7414607	232.2369781	496.0057981	1203.695877	1343.604168	1070.039608
Germany	DEU	276	DEU276	55464.80854	59790.71611	62699.11071	59900.28	53565.4374	51945.1053	55216.11456	53898.10332	56511.0899	58283.64361	55776.49843	51732.64511	49177.59084	50415.95481	48223.28682	44415.75336	46044.08044	45341.16592	46128.7683	48094.67626	45531.14506	44538.80968	50803.72425	51342.0299	57196.28715	48400.54007	44512.35458	47715.13717	47075.56063	45000.9012	43407.96058	37893.43669	35515.82442	35979.83945	33592.77679	31356.3944	34133.968	32353.7836	32037.048	29928.48244	29478.2078	32791.35796
Ghana	GHA	288	GHA288	1014.885976	1172.986853	930.7165066	1087.925635	1180.5531	1842.772865	1524.919717	1392.114593	1163.172349	680.7744481	440.6018309	662.1979372	801.8402642	676.3147419	601.1416219	802.4112523	664.2952828	769.3914732	1053.446384	1197.892334	1369.309165	1498.165995	1869.000745	2037.420908	2162.05899	2056.873072	1900.621709	2074.747516	3177.479289	3007.032968	3706.816597	3294.482892	3256.681061	2853.633691	4202.041637	5611.249582	6116.849897	5301.9559	4851.053351	4375.665083	5497.968902	6718.647475
Gibraltar	GIB	292	GIB292																																0	0	0	0	0	0	0	0	0	0	0
Greece	GRC	300	GRC300	5457.831847	5962.20486	6749.032514	7491.013283	6207.543408	6236.930141	5906.831669	8227.296333	7673.682315	9549.393989	9101.45093	8983.798772	7923.488955	7717.452443	7933.84906	7796.634826	7362.885722	8107.583392	9787.866703	8447.606917	9944.793942	6669.859381	4476.00437	7831.185886	6024.588991	9542.092652	9233.07153	10403.81415	12055.81606	11038.94389	12680.46159	12531.09773	13967.25868	13692.94542	14516.73478	13525.17468	15050.34929	12890.54404	12076.75222	8328.408812	6808.905033	7211.10933
Greenland	GRL	304	GRL304							0.09957824	8.18053056	8.163335104	12.09785024	10.6933897	11.59129869	11.43099219	12.51474733	0	11.86855642	15.77705158	16.03261101	11.41918362	6.501478976	5.612099008	8.4309536	7.621996224	5.174382784		6.191454912	9.676773568	11.14583046	11.57576794	12.49293594	5.225980096	3.24132096	6.210834304	6.754786368	7.287894144	9.226226112	8.065219712	2.365647744	10.09989414	9.475986432	9.346653888	9.164632064
Grenada	GRD	308	GRD308								11.531328	11.796416	13.859968	12.7984	13.222898	13.540388	13.857878	14.175368	20.59698739	27.515648	30.920448	35.019584	38.276032	35.090112	40.500096	54.72985933	68.95962266	48.06848973	38.5876247	43.01868006	69.3924457	56.35312691	64.6151319	52.84916941	62.55523277	63.97794304	134.5893533	65.17125613	84.44686496	97.32046362	93.21926771	88.03111494	78.45862797	0	0
Guadeloupe	GLP	312	GLP312	118.0460989	113.566209	126.9991956	133.158688	140.061391	130.794829	139.5559084	128.9310062	177.7779475	141.8438124	187.2524115	186.2370004	173.8316554	156.123383	190.9230182	165.6008433	153.5100714	190.2708871	255.4089391	180.9176279	274.7220421	197.787022	218.7097795	180.8943391	273.4994708	235.0147441																
Guam	GUM	316	GUM316																																										
Guatemala	GTM	320	GTM320	272.0750618	279.0806774	324.6178685	396.7213263	427.9305094	464.9391528	557.3096392	643.4716794	812.594246	936.7220023	804.1387486	694.894825	683.2142536	604.1420394	533.425152	644.6965891	783.013577	1614.591924	1833.165315	2001.254126	2042.856423	1769.761166	1742.832084	1500.992405	1696.023532	1674.598024	1657.325929	1957.075494	1992.578751	2165.33181	2684.829506	2669.929027	2798.441512	2845.4663	3059.829841	3190.486622	3126.199543	3551.324879	3406.409665	2126.474122	2123.519047	2243.225419
Guinea	GIN	324	GIN324																										649.1400622	600.7242732	599.0638592	774.8339548	768.5714575	647.1895338	573.6827873	755.6695613	802.8213452	849.973129	842.658332	672.6862667	696.4341363	998.1067876	1004.031884	1036.708981	1246.922077
Guinea-Bissau	GNB	624	GNB624	10.76309933	14.27860883	11.41220742	9.488479616	7.564751808	5.641024	11.341632	11.4986121	11.65559219	11.81257229	11.96955238	12.12653248	12.28351258	12.44049267	12.59747277	12.75445286	12.91143296	13.06841306	13.22539315	13.38237325	13.53935334	13.69633344	13.85331354	14.01029363	14.16727373	14.29993382	16.51997134	18.71568886	20.91140638	23.1071239	25.30284142	27.49855894	29.69427646	31.88999398	6.883803968	41.02778771	0	183.616	363.584	463.296	362.368	
Guyana	GUY	328	GUY328	63.5450896	116.2594982	85.14376125	46.41644794	48.67416656	64.27955725	63.99983955	29.99064787	43.05113325	93.7250571	76.2981218	58.87118651	55.13674221	51.40229791	47.66785362	43.93340932	40.19896502	36.46452072	32.73007642	28.99563213	25.26118783	21.52674353	25.56821041	49.63430394	73.70039748	97.76649101	121.8325845	145.8986781	197.8940838	143.7910053	280.8102684	339.0968681	193.9501237	141.1771683	305.2050378	207.027282	188.5154318	367.8729147	183.1247506	217.6686962	185.6523258	240.2760015
Haiti	HTI	332	HTI332	75.45117907	87.90972166	98.03788294	131.1880712	173.5587364	187.07096	214.7172733	188.3538509	229.7082076	233.3284966	257.9016427	269.1807009	241.3151995	248.623359	253.7305584	256.6246379	215.3049574	304.4255969	304.4620764	261.44	243.2	304	243.2	121.6	91.2	105.4445714	119.6883269	133.9337143	148.1782857	162.4228571	176.6674286	190.912	243.2	267.52	273.6	334.4	304	304	304	352.64	352.64	352.64
Honduras	HND	340	HND340	179.369193	177.4295416	178.934282	204.7923153	228.4665269	241.4225059	273.4196636	304.5996157	356.2093844	287.039232	550.3680484	330.1399896	325.3759181	582.8991873	645.4442791	423.057299	397.9282954	492.0568636	552.9995928	561.7432031	694.0456095	775.3771955	753.6707881	885.493103	1233.13499	879.1355754	1150.74242	1198.229961	1084.011927	1197.54212	1563.679925	1470.357601	1533.823855	1576.598928	1750.807802	1710.580278	2076.944367	2226.413066	2213.37747	2210.069874	2166.27947	2086.84697
Hong Kong	HKG	344	HKG344	1096.797405	1583.041261	1619.835672	1983.784107	2293.830633	2087.920678	2903.654103	3807.244327	4360.954225	4680.464275	5702.252013	5933.060866	5739.020273	5397.408128	4865.41056	5545.425728	6651.95776	6833.25728	7247.118016	7336.30432	6778.630912	5580.553536	4822.803136	4865.147904	5469.039186	5737.387136	6829.252992	6620.756416	6151.016832	5740.568192	5564.496256	5971.822208	5993.429312	5773.809984	4906.963712	4516.666605	3144.121245	3417.616659	3432.799655	2890.421066	3215.810418	3926.303478
Hungary	HUN	348	HUN348	3377.16032	3304.20032	3623.68	4148.77312	4188.5728	4581.00032	5237.64032	5630.08	5804.74624	5918.60032	5678.72	5647.7728	5323.86688	5170.21312	5050.82624	4481.5072	4785.5072	5060.77312	4709.264	4690.112	4782.528	3305.512374	3107.4959	3099.036469	3540.382988	3680.079709	3384.091043	3581.508322	3713.284024	3836.71159	4284.10069	4291.566735	4520.81546	4824.736576	4884.733408	5028.883155	5310.616371	4924.014829	4728.441658	4032.18681	3096.770964	2792.874022
Iceland	ISL	352	ISL352	105.3208754	144.0501094	173.2109908	194.1049533	228.0588544	291.2481874	206.3652247	201.1248581	181.5813511	177.822942	159.7045371	154.0668145	155.0493559	149.4541508	143.9615007	144.3378284	138.4065537	159.3781639	163.7148163	142.906662	139.0486223	129.1348504	121.7940566	104.7999738	97.84967046	99.87791955	107.342974	123.236646	154.3175464	166.0526104	191.8434475	154.6457144	102.8960851	177.0013394	214.7986979	276.2435001	373.61305	394.8669108	305.2769727	215.1025434	205.354173	202.8712408
India	IND	356	IND356	16316.88506	17935.43699	18829.6542	17968.27325	17139.89818	19374.03733	22022.94806	22824.00139	25166.31404	23574.14572	23630.43552	26366.5426	28921.47169	32840.67982	35698.51693	40607.24264	44616.92236	45106.11187	49537.14413	55809.6041	59362.05203	61774.19717	59910.952	63296.37751	67170.35343	74247.88989	89800.90674	95111.09208	102137.7868	106803.5398	111594.2417	122834.6861	134769.8012	140233.7604	151666.4765	166581.8403	188267.2476	202582.7241	222748.164	248471.9962	264800.7061	324510.0106
Indonesia	IDN	360	IDN360	1451.535017	1686.365104	2185.98462	2625.12426	3125.688602	3268.907253	3938.263947	3980.482261	4958.238833	5311.574268	6889.367888	8290.080058	9490.289608	10576.02626	10406.54725	11242.88469	11272.48754	11572.8004	11160.79568	11971.07934	13658.30229	18416.11429	17942.63413	21217.54134	27012.46012	30166.29293	32029.39864	34742.09482	22987.02839	20164.75162	24798.59914	28222.01033	33362.94335	35161.15315	34963.15674	37267.76667	32741.61687	37371.27382	40004.60706	23842.56701	33382.91459	35401.62405
Iran	IRN	364	IRN364	3085.626519	3526.444948	4427.614445	4611.563031	5648.727574	8037.209876	9096.5914	12427.15905	18200.05678	14537.88891	11509.93514	9702.965083	11521.64969	12100.0143	14315.55268	15112.79729	14873.12222	15420.52747	14739.48088	15094.84325	15695.31474	18119.78623	18355.45772	19320.72922	19313.20071	19670.4722	22155.74369	23242.61518	25229.67921	24554.80185	26388.17057	28996.62294	33166.01851	36067.06862	38117.56617	38245.47809	42761.60081	47426.23424	49294.06767	53837.1011	57650.53452	69731.8434
Iraq	IRQ	368	IRQ368	1658.18624	2261.76	1947.387453	1749.951841	2052.137476	2825.801786	3409.039667	3862.45376	5604.65344	6214.86656	6702.37312	6823.97312	6820.65344	6820.65344	9728	9728	9728	12160	12796.32064	15200	12160	6080	12160	2432	2432	2563.328	1945.6	2067.2	2432	2432	7296	6262.4	8310.144	2351.744	2954.88	3410.7584	3648	5472	7846.848	8512	9728	12160
Ireland	IRL	372	IRL372	1254.016353	1869.333939	1662.691459	1739.173645	1866.531118	1817.743675	1832.380502	1850.928639	2455.325526	2853.192029	2474.556255	2266.386384	1842.812162	1836.634162	1699.038966	1584.041136	1492.393006	1549.066602	1590.148024	1616.728014	1896.201916	1959.896113	2014.29147	1707.752774	1959.904071	2237.55837	2579.20361	2869.459346	3078.469473	3763.767091	3788.743994	4011.186308	4152.077258	4547.764134	5328.481146	5752.049426	6048.647423	5685.867073	5043.624093	2398.475357	1831.675016	1575.493454
Israel	ISR	376	ISR376	1728.388133	1968.387431	2483.243057	2023.200392	2747.766483	3462.614817	2990.209391	2944.498366	2980.59982	2885.154394	2787.175006	2991.612023	3205.404584	3043.921171	3047.956706	2992.31096	3037.252734	3238.061388	3351.111323	3303.515497	4004.987831	4831.708165	4768.3165	6025.500834	6343.933168	8048.605502	8649.149837	7065.758171	8371.582505	8220.638839	7426.431174	6264.991508	6059.327842	6101.120176	5406.714675	6058.686289	5652.127216	5809.19545	5585.702485	6281.068711	6895.972176	7122.971641
Italy	ITA	380	ITA380	40409.26559	38449.25313	39517.25314	43149.78728	43524.95731	40885.36827	43370.73204	45192.52586	44742.81004	45904.18271	50002.13499	50121.27519	47950.26424	47357.97009	45712.09627	44689.79077	43117.97467	45873.91108	47928.8025	50313.42605	51786.5595	52957.22792	54390.29722	44113.64559	41939.20402	41627.4094	40133.83766	40775.83803	41399.47528	44616.86901	47337.60229	49499.56112	52641.04905	55957.82198	59154.32091	55738.58951	60349.98394	59484.16264	53167.12507	45779.63417	41563.64551	40424.07841
Jamaica	JAM	388	JAM388	538.35968	516.2528	509.1856463	497.5928131	521.692469	507.6845661	442.6976507	397.681856	358.667712	280.571328	184.6941867	214.3535401	270.235328	345.389448	317.857156	288.166464	308.3563954	358.875648	439.846656	514.3983133	517.2546105	444.5283302	599.6301492	533.2546749	572.0672243	752.3271081	711.6458366	766.4113454	683.4262036	625.5507931	796.9035121	833.7912698	850.5548852	939.6668175	1052.717169	1179.301828	1395.75016	1059.05011	1176.964423	811.6990462	905.4272391	940.18069
Japan	JPN	392	JPN392	67432.54307	69915.72441	79268.80985	93275.69983	86381.68633	74854.34195	76617.70374	80997.69556	92948.36047	93846.48397	96503.26185	91196.39078	84543.00831	81180.63757	82343.98288	77666.12623	81463.10246	85021.16338	92646.39795	93468.8663	98033.36307	102170.7605	94834.43042	92281.38272	94341.42117	94023.23071	100243.7286	97712.58828	90524.0958	89411.60338	91002.75899	87104.99425	81231.23998	75887.95267	73466.26441	75779.9707	78019.7625	76545.11151	70061.16941	60459.73108	57071.56374	57569.32161
Jordan	JOR	400	JOR400	400.1240534	404.5117717	449.5028427	523.2295842	481.4904851	618.1982527	710.6224209	1080.483527	1312.609306	1654.157361	1465.343494	1857.279242	2102.485912	2124.042983	2278.955923	2038.017571	1968.622022	1867.31872	1961.78587	1809.873138	500.3619746	118.7144977	2546.527355	3287.005715	3746.780936	3355.181729	3309.069988	2701.166248	2507.445776	2445.410695	2834.65322	2838.954595	3221.539156	3146.046981	4071.441657	4634.323423	4776.596864	5108.24566	4889.213475	5109.070849	6945.670083	7717.365858
Kazakhstan	KAZ	398	KAZ398																							7782.4	4864	2432	3035.130918	1355.329172	1239.224849	6009.536448	4037.586944	1844.861117	2787.513651	2829.968978	3701.196352	5708.45846	7267.652597	9131.649843	11225.63472	9299.92534	8423.003328	8984.013706	10263.19016
Kenya	KEN	404	KEN404	965.06624	967.2672	975.01312	965.06624	1043.54688	1093.29344	439.4247235	590.899831	629.294716	397.5782613	937.0064855	782.1895862	653.0369081	663.2136936	635.0093348	406.6602175	997.2741596	1154.769734	1087.751125	1066.216847	1443.470947	1338.076643	1334.07079	964.9330831	773.1619998	1332.953159	1480.24718	992.5460914	1226.258413	1151.518147	1245.215015	1239.772844	1680.516275	1355.335452	1677.617291	2229.242048	2519.71926	3089.346746	3136.784135	4017.539327	4937.694892	3921.351223
Kiribati	KIR	296	KIR296				4.1080128	41.55845376	2.251765696	1.215581696	2.680064	1.371648	0	0	0.62624	1.25248	1.87872	1.868992	1.144256	9.97869056	2.374848	1.589312	1.314496	3.911872	3.442496	1.664704	3.420608	2.631424	3.972672	3.943488	6.97984	6.071488	7.985472	6.3927552	4.8000384	3.2073216	1.6146048	0.021888	18.65727405	33.88123381	49.10519357	64.32915333	79.55311309	4.4927552	1.814272
Kuwait	KWT	414	KWT414	750.9452688	813.7159999	855.1620052	739.0895424	1057.741604	1156.565086	2100.537914	2326.572231	3586.45164	4395.145032	4765.022814	3559.102695	5984.305353	3352.110662	4082.738872	3619.149089	2926.732426	3174.211391	3663.830689	4223.533938	2697.40344	137.2097057	978.5664471	2603.801342	3300.42839	5414.79964	6110.883911	4702.09532	4472.568988	4292.331998	3861.310831	3533.662247	4198.117314	4741.011752	6423.559339	5391.72012	5022.6009	5311.988144	5230.111848	4905.035551	4821.942296	5609.486918
Kyrgyzstan	KGZ	417	KGZ417																							1337.6	851.2	48.64	303.8787648	0	0	466.1953781	468.0759659	562.8385188	541.4516822	635.6719186	732.7487201	781.4632488	820.6767766	771.0463507	1071.729999	1391.107039	948.0520799	981.9662092	1170.28093
Laos	LAO	418	LAO418	177.7959322	85.72619059	55.06727501	45.7321111	33.26889421																			8.512	12.16	12.16	10.944	9.728	97.28	97.28	111.872	104.576	267.52	297.92	297.92	304	304	486.4	486.4	486.4	486.4	486.4
Latvia	LVA	428	LVA428																							486.4	364.8	252.5465359	211.6908815	301.434668	234.1615547	437.1191194	376.3504991	447.30852	347.0941061	400.908118	476.5516014	562.8402419	730.7647833	993.9393112	1103.73825	795.1801264	403.7909792	318.8249297	212.1336271
Lebanon	LBN	422	LBN422	1060.672114	1079.019626	1429.397506	1558.202473	1691.576822	1615.446758	1705.130455	1350.775737	1357.183042	2164.273852	1512.176821	2632.120111	1804.262441	1574.445731	1284.935581	992.105751	896.049041	910.5388909	922.7061808	928.4651507	942.9550006	957.4448506	1701.5347	3540.02455	4101.7144	4223.21225	4434.6941	4801.788073	4659.224861	3109.210576	2510.330634	2633.993905	2462.373227	2547.63586	3247.287872	3464.188583	4966.172848	3699.523008	3640.307935	4879.505792	5542.954691	6225.438528
Lesotho	LSO	426	LSO426																															0	0	0	0	0	0	0	0	0	0	0	0
Liberia	LBR	430	LBR430	134.4294481	179.0129512	161.8478696	180.3406177	164.3023498	173.5483007	150.2712262	172.799894	161.5859505	252.799104	248.312064	226.831424	155.671104	180.360768	219.191296	116.0672	118.28032	128.2272	129.06624	103.36	59.584	2.432	9.728	9.728	12.16	6.08	18.24	8.512	12.16	18.24	86.336	71.744	66.272	30.4	147.136	175.104	188.48	190.912	114.304	85.8496	87.1872	73.9328
Libya	LBY	434	LBY434	608.6702884	741.8833851	1745.914176	2288.603774	3760.847816	3900.463002	4297.973771	4990.21847	5093.996982	5168.472405	4667.043438	4577.82866	6249.999338	7352.288854	8138.840535	8197.994849	2619.076892	3415.138306	3441.098252	3431.727201	3471.756589	3108.647928	3004.480794	2983.575612	3449.07043	4048.325249	4440.860067	3172.338885	3709.348752	3809.293493	3909.238234	4009.182976	4473.927717	4890.640459	4839.216533	5293.986673	6781.140813	6830.374953	7711.327232	10821.356	11322.37792	4256
Liechtenstein	LIE	438	LIE438																																										
Lithuania	LTU	440	LTU440																							1824	1216	562.630398	614.2601042	434.1725082	670.0385495	561.4389514	551.2717651	526.6542074	492.232713	634.0564431	716.3919539	858.6281342	965.2404782	1246.720038	1480.06328	1274.309026	564.2150125	946.1852244	1093.200592
Luxembourg	LUX	442	LUX442																														0	0	25.90009958	56.2060201	249.5381604	241.0503053	526.7924557	559.6081564	860.6255346	541.0680622	818.6627924	639.4662314	699.2287025
Macau	MAC	446	MAC446				77.70143693	51.02344269	33.83047219	38.56227597	59.59678746	63.9033001	103.0097142	108.2933302	152.438289	192.9445531	205.4169782	128.959446	81.22385818	107.5046339	122.015658	168.6123889	329.9824763	216.2997453	243.6749988	279.5633029	361.9098501	539.2886845	226.2500884	212.6662984	186.7518792	124.4451871	62.13849498	53.55359334	495.3195254	294.1537659	639.842711	578.1395915	1353.219916	1826.627504	1781.981566	1288.985721	548.7013004	338.9937805	414.7660407
Macedonia	MKD	807	MKD807																							627.456	606.784	603.9841491	644.0257766	606.4616007	412.3055498	557.0764201	545.8306284	452.3806623	357.0386964	532.0080633	852.4445724	800.249566	653.0581759	652.9771089	748.4104171	828.377973	938.9533177	841.0840899	1048.187053
Madagascar	MDG	450	MDG450	181.2263983	216.5577306	161.1190722	138.0073956	106.7629492	132.7454182	119.9599905	110.9222359	140.4876586	140.6016404	157.1016879	221.8065314	99.9181497	106.8294486	96.68200038	124.6976068	128.4928561	147.7516734	137.0725708	169.6830681	173.2895334	153.2192929	193.7732772	167.0005857	189.8440212	153.0509292	134.2378102	193.4699144	171.6325498	136.3074422	189.8786858	184.2961489	164.5092218	482.0201893	580.8362892	382.2412388	510.7129898	631.6852638	1139.850714	897.8770185	959.1629601	861.5043001
Malawi	MWI	454	MWI454	88.08956077	82.04135674	94.30861158	108.5981498	99.7292289	124.0249156	104.1942704	115.1255457	138.4074362	153.0894781	148.828672	123.052981	93.99287394	101.1306549	90.42548339	88.315648	112.92992	107.55985	110.2304	109.0571947	120.4331094	145.9526654	141.2193688	164.4540722	163.3687756	271.9834289	187.9161168	264.4122986	187.6901919	227.4709768	236.3410803	273.6702289	241.6099633	346.5304293	272.3001215	378.495718	443.7375739	386.2039821	589.091836	543.7871926	528.5620433	601.3645069
Malaysia	MYS	458	MYS458	856.9839137	1160.881522	1414.904797	1703.046051	1968.215961	2301.307752	2525.933573	2499.394198	2871.690998	3230.496945	3597.684644	4619.862693	5214.050825	5673.731721	5808.466577	4385.433394	3278.561845	2814.940405	2193.300209	3416.724905	5678.719939	8956.377871	11853.98262	13024.227	13664.70122	16463.44954	21262.5036	23162.33441	12621.06893	10424.29111	13076.55536	16546.14253	15620.84666	19810.0457	18145.41341	19548.30318	20991.24856	23293.27511	22185.39907	22379.24693	32462.98245	24322.33854
Maldives	MDV	462	MDV462																										94.24787968	106.7656561	88.90685747	111.400834	114.6250921	120.5922862	127.8501233	125.5255994	130.3148264	167.8413646	191.8660772	246.969099	287.8984795	325.3744333	205.4684588	205.7945194	203.2523413
Mali	MLI	466	MLI466	4.44640128	22.35951859	12.02757882	8.207427872	4.387276928	26.90320778	29.04568365	71.5391496	52.04673101	22.86499763	40.42957165	52.34229562	64.25501958	85.82842214	107.4018247	128.9752273	150.5486298	172.1220324	166.7512972	161.380562	193.7832812	230.164039	266.5447968	302.9255546	339.3063123	375.6870701	412.0678279	393.3515997	480.3129703	412.5457147	625.3951183	728.8254943	678.5162887	781.3127408	976.6476781	880.2966036	885.6907286	1057.38723	1313.275314	1499.389756	1685.504198	1831.603258
Malta	MLT	470	MLT470	179.2697436	177.7265812	160.9924465	164.4495247	139.1858698	161.3861549	180.26676	180.348005	197.0276501	204.8426551	214.8829402	232.6569853	269.2182303	252.723982	284.3647908	250.9155297	222.33344	219.857664	252.641024	275.5638497	285.7326449	295.90144	296.5155103	289.653097	276.6863636	295.1196687	314.7446538	277.2448676	307.3169075	278.7530104	312.4232417	317.541297	334.64329	335.3245151	351.0012698	383.5410492	480.5280333	437.0652068	468.3918644	405.0399972	369.2817954	322.2148556
Marshall Islands	MHL	584	MHL584																																										
Martinique	MTQ	474	MTQ474	115.6127468	128.3692483	71.0851177	134.8973187	129.5112182	86.41375104	131.3226058	128.3975956	127.5547812	31.11405344	2.28034048	148.9875011	143.9410767	142.5226419	116.1132061	133.9236396	139.8261595	250.7861157	206.1033275	221.2671685	264.7316974	262.8817139	278.4897938	219.4563937	227.1729862							753.92	668.8	729.6	705.28	705.28	705.28	680.96	680.96	680.96	536.256	524.096
