alphanumiso;CCC_Code;year;unit;value
AGO024;A.3.8.2;2019;t;27734051.07012
AGO024;A.3.8.2;2020;t;26389748.43012
AGO024;A.4.2.1;2016;t;836041184.9999999
AGO024;A.4.2.1;2017;t;790527696.9999999
AGO024;A.4.2.1;2018;t;716230157
AGO024;A.4.2.1;2019;t;669811092
AGO024;A.4.2.1;2020;t;617437365.0000001
AGO024;A.4.2.1;2021;t;544576393
AGO024;A.4.2.2;2016;t;1169640
AGO024;A.4.2.2;2017;t;3967200
AGO024;A.4.2.2;2018;t;4233960
AGO024;A.4.2.2;2019;t;4651200
AGO024;A.4.2.2;2020;t;5164200
AGO024;A.4.2.2;2021;t;4206384
AGO024;A.4.2.3;2016;t;904365.9999999999
AGO024;A.4.2.3;2017;t;3962073.0000000005
AGO024;A.4.2.3;2018;t;4091336.0000000005
AGO024;A.4.2.3;2019;t;4478332
AGO024;A.4.2.3;2020;t;4801559
AGO024;A.4.2.3;2021;t;3885133.0000000005
ALB008;A.2.2.Cr;2016;t;726671
ALB008;A.2.2.Cr;2017;t;808016
ALB008;A.2.2.Cr;2018;t;1142719
ALB008;A.2.2.Cr;2019;t;1288315
ALB008;A.2.2.Cr;2020;t;626627
ALB008;A.2.2.Cu;2016;t;252601.20735711028
ALB008;A.2.2.Cu;2017;t;0
ALB008;A.2.2.Cu;2018;t;474319.89703898126
ALB008;A.2.2.Cu;2019;t;741393.478730054
ALB008;A.2.2.Cu;2020;t;386060.1150246703
ALB008;A.2.2.Ni;2016;t;496217.98359954025
ALB008;A.2.2.Ni;2017;t;649967.4398654768
ALB008;A.2.2.Ni;2018;t;457277.6700290385
ALB008;A.2.2.Ni;2019;t;334368.6090547333
ALB008;A.2.2.Ni;2020;t;424844.411158138
ALB008;A.3.1;2011;t;32503
ALB008;A.3.1;2012;t;32503
ALB008;A.3.1;2013;t;32503
ALB008;A.3.1;2014;t;32503
ALB008;A.3.1;2015;t;32503
ALB008;A.3.1;2016;t;32503
ALB008;A.3.1;2017;t;28076
ALB008;A.3.1;2018;t;26166
ALB008;A.3.2.3;2011;t;2711680
ALB008;A.3.2.3;2012;t;2711680
ALB008;A.3.2.3;2013;t;2432000
ALB008;A.3.2.3;2014;t;2115840
ALB008;A.3.2.3;2015;t;2407680
ALB008;A.3.2.3;2016;t;4776000
ALB008;A.3.2.3;2017;t;5579000
ALB008;A.3.2.3;2018;t;5568000
ALB008;A.3.5;2011;t;47000
ALB008;A.3.5;2012;t;47000
ALB008;A.3.5;2013;t;47000
ALB008;A.3.5;2014;t;47000
ALB008;A.3.5;2015;t;47000
ALB008;A.3.5;2016;t;47000
ALB008;A.3.5;2017;t;47000
ALB008;A.3.5;2018;t;47000
ALB008;A.3.5;2019;t;47000
ALB008;A.3.5;2020;t;47000
ALB008;A.3.6;2011;t;111500
ALB008;A.3.6;2012;t;111500
ALB008;A.3.6;2013;t;100000
ALB008;A.3.6;2014;t;87000
ALB008;A.3.6;2015;t;99000
ALB008;A.3.6;2016;t;131924
ALB008;A.3.6;2017;t;104120
ALB008;A.3.6;2018;t;102016
ALB008;A.3.6;2019;t;98000
ALB008;A.3.6;2020;t;111880
ALB008;A.3.7.1;2011;t;677920
ALB008;A.3.7.1;2012;t;677920
ALB008;A.3.7.1;2013;t;608000
ALB008;A.3.7.1;2014;t;528960
ALB008;A.3.7.1;2015;t;601920
ALB008;A.3.7.1;2016;t;608000
ALB008;A.3.7.1;2017;t;608000
ALB008;A.3.7.1;2018;t;585773.51272
ALB008;A.3.7.2;2011;t;955000
ALB008;A.3.7.2;2012;t;955000
ALB008;A.3.7.2;2013;t;955000
ALB008;A.3.7.2;2014;t;955000
ALB008;A.3.7.2;2015;t;955000
ALB008;A.3.7.2;2016;t;955000
ALB008;A.3.7.2;2017;t;955000
ALB008;A.3.7.2;2018;t;708000
ALB008;A.3.8.2;2011;t;12803320
ALB008;A.3.8.2;2012;t;12803320
ALB008;A.3.8.2;2013;t;11031200
ALB008;A.3.8.2;2014;t;9254640
ALB008;A.3.8.2;2015;t;11743920
ALB008;A.3.8.2;2016;t;14762960
ALB008;A.3.8.2;2017;t;11969588.18
ALB008;A.3.8.2;2018;t;10477675.9523
ALB008;A.3.8.2;2019;t;11997919.760299997
ALB008;A.3.8.2;2020;t;11288016.320299998
ALB008;A.4.1.1.1;2016;t;14000.218848
ALB008;A.4.1.1.1;2017;t;46000.719072
ALB008;A.4.1.1.1;2018;t;98001.53193600001
ALB008;A.4.1.1.1;2019;t;121720.484592
ALB008;A.4.1.1.1;2020;t;127001.985264
ALB008;A.4.1.1.1;2021;t;240752.763388368
ALB008;A.4.2.1;2016;t;1056000
ALB008;A.4.2.1;2017;t;958935.9999999999
ALB008;A.4.2.1;2018;t;910670.0000000001
ALB008;A.4.2.1;2019;t;1005090
ALB008;A.4.2.1;2020;t;758170.0000000001
ALB008;A.4.2.2;2016;t;59536.799999999996
ALB008;A.4.2.2;2017;t;61604.748
ALB008;A.4.2.2;2018;t;55360.799999999996
ALB008;A.4.2.2;2019;t;48268.62
ALB008;A.4.2.2;2020;t;37098.54
AND020;A.3.2.3;2011;t;21795.586432
AND020;A.3.2.3;2012;t;21795.586432
AND020;A.3.2.3;2013;t;21795.586432
AND020;A.3.2.3;2014;t;21795.586432
AND020;A.3.2.3;2015;t;21795.586432
AND020;A.3.2.3;2016;t;21795.586432
AND020;A.3.2.3;2017;t;21795.586432
AND020;A.3.2.3;2018;t;437296.6748159999
AND020;A.3.6;2011;t;896.2001
AND020;A.3.6;2012;t;896.2001
AND020;A.3.6;2013;t;896.2001
AND020;A.3.6;2014;t;896.2001
AND020;A.3.6;2015;t;896.2001
AND020;A.3.6;2016;t;896.2001
AND020;A.3.6;2017;t;896.2001
AND020;A.3.6;2018;t;17980.9488
AND020;A.3.7.1;2011;t;5448.896608
AND020;A.3.7.1;2012;t;5448.896608
AND020;A.3.7.1;2013;t;5448.896608
AND020;A.3.7.1;2014;t;5448.896608
AND020;A.3.7.1;2015;t;5448.896608
AND020;A.3.7.1;2016;t;5448.896608
AND020;A.3.7.1;2017;t;5448.896608
AND020;A.3.7.1;2018;t;109324.16870399998
AND020;A.3.8.2;2011;t;94280.25052
AND020;A.3.8.2;2012;t;94280.25052
AND020;A.3.8.2;2013;t;94280.25052
AND020;A.3.8.2;2014;t;94280.25052
AND020;A.3.8.2;2015;t;94280.25052
AND020;A.3.8.2;2016;t;94280.25052
AND020;A.3.8.2;2017;t;94280.25052
AND020;A.3.8.2;2018;t;1690469.0227599998
ARE784;A.3.2.3;2011;t;18240000
ARE784;A.3.2.3;2012;t;18240000
ARE784;A.3.2.3;2013;t;19456000
ARE784;A.3.2.3;2014;t;24928000
ARE784;A.3.2.3;2015;t;24928000
ARE784;A.3.2.3;2016;t;26752000
ARE784;A.3.2.3;2017;t;22125178.009279996
ARE784;A.3.2.3;2018;t;20264884.098624
ARE784;A.3.6;2011;t;750000
ARE784;A.3.6;2012;t;750000
ARE784;A.3.6;2013;t;800000
ARE784;A.3.6;2014;t;1025000
ARE784;A.3.6;2015;t;1025000
ARE784;A.3.6;2016;t;1100000
ARE784;A.3.6;2017;t;909752.3852499999
ARE784;A.3.6;2018;t;833260.03695
ARE784;A.3.7.1;2011;t;4560000
ARE784;A.3.7.1;2012;t;4560000
ARE784;A.3.7.1;2013;t;4864000
ARE784;A.3.7.1;2014;t;6232000
ARE784;A.3.7.1;2015;t;6232000
ARE784;A.3.7.1;2016;t;6688000
ARE784;A.3.7.1;2017;t;5531294.502319999
ARE784;A.3.7.1;2018;t;5066221.024656
ARE784;A.3.8.2;2011;t;78900000
ARE784;A.3.8.2;2012;t;78900000
ARE784;A.3.8.2;2013;t;84160000
ARE784;A.3.8.2;2014;t;107830000
ARE784;A.3.8.2;2015;t;107830000
ARE784;A.3.8.2;2016;t;120116320
ARE784;A.3.8.2;2017;t;134590968.24629998
ARE784;A.3.8.2;2018;t;132491913.77313998
ARE784;A.3.8.2;2019;t;125463138.64913999
ARE784;A.3.8.2;2020;t;106662973.12814
ARE784;A.4.2.1;2016;t;154189000
ARE784;A.4.2.1;2017;t;149937000
ARE784;A.4.2.1;2018;t;149985000
ARE784;A.4.2.1;2019;t;152482000
ARE784;A.4.2.1;2020;t;138665800
ARE784;A.4.2.2;2016;t;42903847.800000004
ARE784;A.4.2.2;2017;t;37987842.6
ARE784;A.4.2.2;2018;t;33691507.199999996
ARE784;A.4.2.2;2019;t;38698920.666
ARE784;A.4.2.2;2020;t;38675095.199999996
ARE784;A.4.2.3;2016;t;36712000
ARE784;A.4.2.3;2017;t;34913000
ARE784;A.4.2.3;2018;t;35981000
ARE784;A.4.2.3;2019;t;36867200
ARE784;A.4.2.3;2020;t;37196300
ARG032;A.2.2.Ag;2016;t;3314643.441538899
ARG032;A.2.2.Ag;2017;t;3150410.5908210482
ARG032;A.2.2.Ag;2018;t;3249844.751418554
ARG032;A.2.2.Ag;2019;t;3414072.793079112
ARG032;A.2.2.Ag;2020;t;2451731.7775404844
ARG032;A.2.2.Au;2016;t;30702857.854266297
ARG032;A.2.2.Au;2017;t;33264756.562109075
ARG032;A.2.2.Au;2018;t;32273581.813984696
ARG032;A.2.2.Au;2019;t;29661066.252258975
ARG032;A.2.2.Au;2020;t;19608385.564260643
ARG032;A.2.2.Cu;2016;t;13012747.482925845
ARG032;A.2.2.Cu;2017;t;5331033.21688099
ARG032;A.2.2.Cu;2018;t;2812327.433975996
ARG032;A.2.2.Cu;2019;t;0
ARG032;A.2.2.Cu;2020;t;0
ARG032;A.2.2.nec;2016;t;446066.7612444243
ARG032;A.2.2.nec;2017;t;578588.0733644027
ARG032;A.2.2.nec;2018;t;340667.68157395173
ARG032;A.2.2.nec;2019;t;39834.90476190476
ARG032;A.2.2.nec;2020;t;32463
ARG032;A.2.2.Pb;2016;t;258498.2528951926
ARG032;A.2.2.Pb;2017;t;370473.38007957325
ARG032;A.2.2.Pb;2018;t;260971.43829534992
ARG032;A.2.2.Pb;2019;t;396832.72109691304
ARG032;A.2.2.Pb;2020;t;212584.49792228735
ARG032;A.2.2.Zn;2016;t;286985.45736384584
ARG032;A.2.2.Zn;2017;t;294911.45319371944
ARG032;A.2.2.Zn;2018;t;278351.5891607349
ARG032;A.2.2.Zn;2019;t;245940.47712346783
ARG032;A.2.2.Zn;2020;t;143128.47949041912
ARG032;A.3.1;2011;t;2163626
ARG032;A.3.1;2012;t;2163626
ARG032;A.3.1;2013;t;2163626
ARG032;A.3.1;2014;t;2163626
ARG032;A.3.1;2015;t;2163626
ARG032;A.3.1;2016;t;2163626
ARG032;A.3.1;2017;t;3142949
ARG032;A.3.1;2018;t;2347458
ARG032;A.3.2.2;2011;t;2730786
ARG032;A.3.2.2;2012;t;2730786
ARG032;A.3.2.2;2013;t;2730786
ARG032;A.3.2.2;2014;t;2730786
ARG032;A.3.2.2;2015;t;2730786
ARG032;A.3.2.2;2016;t;2730786
ARG032;A.3.2.2;2017;t;1790178
ARG032;A.3.2.2;2018;t;2351264
ARG032;A.3.2.3;2011;t;14046172.799999999
ARG032;A.3.2.3;2012;t;14046172.799999999
ARG032;A.3.2.3;2013;t;15475580.799999999
ARG032;A.3.2.3;2014;t;14887766.4
ARG032;A.3.2.3;2015;t;15841353.6
ARG032;A.3.2.3;2016;t;20813393
ARG032;A.3.2.3;2017;t;21684475
ARG032;A.3.2.3;2018;t;20255763
ARG032;A.3.4.2;2011;t;175001
ARG032;A.3.4.2;2012;t;175001
ARG032;A.3.4.2;2013;t;175001
ARG032;A.3.4.2;2014;t;175001
ARG032;A.3.4.2;2015;t;175001
ARG032;A.3.4.2;2016;t;175001
ARG032;A.3.4.2;2017;t;159167
ARG032;A.3.4.2;2018;t;86361
ARG032;A.3.4.2;2019;t;187216
ARG032;A.3.4.2;2020;t;182604
ARG032;A.3.4.3;2011;t;1927189.015
ARG032;A.3.4.3;2012;t;1927189.015
ARG032;A.3.4.3;2013;t;1927189.015
ARG032;A.3.4.3;2014;t;1927189.015
ARG032;A.3.4.3;2015;t;1927189.015
ARG032;A.3.4.3;2016;t;1927189.015
ARG032;A.3.4.3;2017;t;1940678.991
ARG032;A.3.4.3;2018;t;1909003.534
ARG032;A.3.4.3;2019;t;1796487.534
ARG032;A.3.4.3;2020;t;1814906.534
ARG032;A.3.6;2011;t;535815
ARG032;A.3.6;2012;t;535815
ARG032;A.3.6;2013;t;594590
ARG032;A.3.6;2014;t;570420
ARG032;A.3.6;2015;t;609630
ARG032;A.3.6;2016;t;1558390
ARG032;A.3.6;2017;t;1275608
ARG032;A.3.6;2018;t;897217
ARG032;A.3.6;2019;t;761013
ARG032;A.3.7.1;2011;t;4291319.3292
ARG032;A.3.7.1;2012;t;4291319.3292
ARG032;A.3.7.1;2013;t;4730888.9644
ARG032;A.3.7.1;2014;t;4612291.5384
ARG032;A.3.7.1;2015;t;5015838.575999999
ARG032;A.3.7.1;2016;t;9355023
ARG032;A.3.7.1;2017;t;6726653
ARG032;A.3.7.1;2018;t;5486139
ARG032;A.3.7.2;2011;t;171921
ARG032;A.3.7.2;2012;t;171921
ARG032;A.3.7.2;2013;t;171921
ARG032;A.3.7.2;2014;t;171921
ARG032;A.3.7.2;2015;t;171921
ARG032;A.3.7.2;2016;t;171921
ARG032;A.3.7.2;2017;t;176690
ARG032;A.3.7.2;2018;t;201969
ARG032;A.3.7.2;2019;t;131853
ARG032;A.3.7.2;2020;t;118628
ARG032;A.3.8.1;2011;t;949313
ARG032;A.3.8.1;2012;t;949313
ARG032;A.3.8.1;2013;t;949313
ARG032;A.3.8.1;2014;t;949313
ARG032;A.3.8.1;2015;t;949313
ARG032;A.3.8.1;2016;t;949313
ARG032;A.3.8.1;2017;t;950000
ARG032;A.3.8.1;2018;t;950000
ARG032;A.3.8.2;2011;t;113363578
ARG032;A.3.8.2;2012;t;113363578
ARG032;A.3.8.2;2013;t;123380708
ARG032;A.3.8.2;2014;t;117821944
ARG032;A.3.8.2;2015;t;120055396
ARG032;A.3.8.2;2016;t;85590327
ARG032;A.3.8.2;2017;t;131596867.98724
ARG032;A.3.8.2;2018;t;125879634.57077998
ARG032;A.3.8.2;2019;t;119660344.25878
ARG032;A.3.8.2;2020;t;108632704.83478
ARG032;A.3.8.2;2021;t;117520879.37478
ARG032;A.4.1.1.2;2016;t;7819.257650411461
ARG032;A.4.1.1.2;2017;t;6697.364161439378
ARG032;A.4.1.1.2;2018;t;8061.5075148923615
ARG032;A.4.1.1.2;2019;t;7479.289926480497
ARG032;A.4.1.1.2;2020;t;6739.195559147654
ARG032;A.4.1.1.2;2021;t;6945.863437228313
ARG032;A.4.1.2.3;2016;t;15181.10188558881
ARG032;A.4.1.2.3;2017;t;13002.943788960352
ARG032;A.4.1.2.3;2018;t;15651.430405107638
ARG032;A.4.1.2.3;2019;t;14521.053977519143
ARG032;A.4.1.2.3;2020;t;13084.159517999842
ARG032;A.4.1.2.3;2021;t;13485.40555104923
ARG032;A.4.2.1;2016;t;26440000
ARG032;A.4.2.1;2017;t;24766000
ARG032;A.4.2.1;2018;t;25281000
ARG032;A.4.2.1;2019;t;26269000
ARG032;A.4.2.1;2020;t;24889354
ARG032;A.4.2.1;2021;t;26521000
ARG032;A.4.2.2;2016;t;28342440
ARG032;A.4.2.2;2017;t;28105560
ARG032;A.4.2.2;2018;t;29600215.2
ARG032;A.4.2.2;2019;t;31054507.2
ARG032;A.4.2.2;2020;t;28392140.772
ARG032;A.4.2.2;2021;t;34087482
ARG032;A.4.2.3;2016;t;3478000
ARG032;A.4.2.3;2017;t;3435000
ARG032;A.4.2.3;2018;t;3859000
ARG032;A.4.2.3;2019;t;4106000
ARG032;A.4.2.3;2020;t;5024000
ARG032;A.4.2.3;2021;t;5251000
ARM051;A.2.2.Ag;2016;t;100841.62132803128
ARM051;A.2.2.Ag;2017;t;122513.62620890692
ARM051;A.2.2.Ag;2018;t;118454.80519958085
ARM051;A.2.2.Ag;2019;t;126686.69989613653
ARM051;A.2.2.Ag;2020;t;137545.84024453207
ARM051;A.2.2.Au;2016;t;2457040.4629877135
ARM051;A.2.2.Au;2017;t;3047359.345770955
ARM051;A.2.2.Au;2018;t;3211419.1989730564
ARM051;A.2.2.Au;2019;t;3737675.255445146
ARM051;A.2.2.Au;2020;t;3398224.530031669
ARM051;A.2.2.Cu;2016;t;25921421.510256287
ARM051;A.2.2.Cu;2017;t;26236783.525365595
ARM051;A.2.2.Cu;2018;t;18968110.317323156
ARM051;A.2.2.Cu;2019;t;25197533.61924515
ARM051;A.2.2.Cu;2020;t;23054588.999963626
ARM051;A.2.2.nec;2016;t;9631065.090750752
ARM051;A.2.2.nec;2017;t;8458850.808393892
ARM051;A.2.2.nec;2018;t;9159389.171634158
ARM051;A.2.2.nec;2019;t;12117128.337707216
ARM051;A.2.2.nec;2020;t;20271424.591660812
ARM051;A.2.2.Zn;2016;t;117557.51665074033
ARM051;A.2.2.Zn;2017;t;143768.12950620562
ARM051;A.2.2.Zn;2018;t;164401.499634715
ARM051;A.2.2.Zn;2019;t;169417.30944757626
ARM051;A.2.2.Zn;2020;t;205359.51209005734
ARM051;A.3.1;2011;t;30990
ARM051;A.3.1;2012;t;30990
ARM051;A.3.1;2013;t;30990
ARM051;A.3.1;2014;t;30990
ARM051;A.3.1;2015;t;30990
ARM051;A.3.1;2016;t;30990
ARM051;A.3.1;2017;t;30736
ARM051;A.3.1;2018;t;58906
ARM051;A.3.2.3;2011;t;532608
ARM051;A.3.2.3;2012;t;532608
ARM051;A.3.2.3;2013;t;524096
ARM051;A.3.2.3;2014;t;513152
ARM051;A.3.2.3;2015;t;507072
ARM051;A.3.2.3;2016;t;324672
ARM051;A.3.2.3;2017;t;495209.57344
ARM051;A.3.2.3;2018;t;659068.0273279999
ARM051;A.3.4.3;2011;t;70306
ARM051;A.3.4.3;2012;t;70306
ARM051;A.3.4.3;2013;t;70306
ARM051;A.3.4.3;2014;t;70306
ARM051;A.3.4.3;2015;t;70306
ARM051;A.3.4.3;2016;t;70306
ARM051;A.3.4.3;2017;t;37501
ARM051;A.3.4.3;2018;t;51222
ARM051;A.3.4.3;2019;t;80676
ARM051;A.3.4.3;2020;t;104410
ARM051;A.3.6;2011;t;21900
ARM051;A.3.6;2012;t;21900
ARM051;A.3.6;2013;t;21550
ARM051;A.3.6;2014;t;21100
ARM051;A.3.6;2015;t;20850
ARM051;A.3.6;2016;t;14831
ARM051;A.3.6;2017;t;20362.235750000003
ARM051;A.3.6;2018;t;27099.83665
ARM051;A.3.6;2019;t;27099.83665
ARM051;A.3.6;2020;t;28508
ARM051;A.3.7.1;2011;t;133152
ARM051;A.3.7.1;2012;t;133152
ARM051;A.3.7.1;2013;t;131024
ARM051;A.3.7.1;2014;t;128288
ARM051;A.3.7.1;2015;t;126768
ARM051;A.3.7.1;2016;t;81168
ARM051;A.3.7.1;2017;t;123802.39336
ARM051;A.3.7.1;2018;t;164767.00683199998
ARM051;A.3.7.2;2011;t;13956
ARM051;A.3.7.2;2012;t;13956
ARM051;A.3.7.2;2013;t;13956
ARM051;A.3.7.2;2014;t;13956
ARM051;A.3.7.2;2015;t;13956
ARM051;A.3.7.2;2016;t;13956
ARM051;A.3.7.2;2017;t;24712
ARM051;A.3.7.2;2018;t;0
ARM051;A.3.7.2;2019;t;0
ARM051;A.3.7.2;2020;t;0
ARM051;A.3.8.2;2011;t;3837480
ARM051;A.3.8.2;2012;t;3837480
ARM051;A.3.8.2;2013;t;3954020
ARM051;A.3.8.2;2014;t;3702200
ARM051;A.3.8.2;2015;t;3931500
ARM051;A.3.8.2;2016;t;2529060
ARM051;A.3.8.2;2017;t;3695447.1888999995
ARM051;A.3.8.2;2018;t;4827291.41458
ARM051;A.3.8.2;2019;t;6030594.198580001
ARM051;A.3.8.2;2020;t;6933805.121579999
ARM051;A.4.1.1.1;2016;t;0
