alphanumiso;CCC_Code;year;unit;value
ABW533;A.3.6;2009;t;2611.90505
ABW533;A.3.6;2010;t;1854.8197
ABW533;A.3.6;2011;t;2611.85545
ABW533;A.3.6;2012;t;2446.38075
ABW533;A.3.6;2013;t;2429.4501
ABW533;A.3.6;2014;t;2247.80975
ABW533;A.3.6;2015;t;2464.1031500000004
ABW533;A.3.6;2016;t;2972.953
ABW533;A.3.6;2017;t;2972.953
ABW533;A.3.6;2018;t;3275.8917500000007
ABW533;A.3.7.1;1988;t;10000
ABW533;A.3.7.1;1989;t;16000
ABW533;A.3.7.1;1990;t;14000
ABW533;A.3.7.1;1991;t;13000
ABW533;A.3.7.1;1992;t;13000
ABW533;A.3.7.1;1993;t;13000
ABW533;A.3.7.1;1994;t;13000
ABW533;A.3.7.1;1995;t;14000
ABW533;A.3.7.1;1996;t;14000
ABW533;A.3.7.1;1997;t;14000
ABW533;A.3.7.1;1998;t;14000
ABW533;A.3.7.1;1999;t;14000
ABW533;A.3.7.1;2000;t;14000
ABW533;A.3.7.1;2001;t;15000
ABW533;A.3.7.1;2002;t;15000
ABW533;A.3.7.1;2003;t;15000
ABW533;A.3.7.1;2004;t;15000
ABW533;A.3.7.1;2005;t;15000
ABW533;A.3.7.1;2006;t;15000
ABW533;A.3.7.1;2007;t;16000
ABW533;A.3.7.1;2008;t;16000
ABW533;A.3.7.1;2009;t;16000
ABW533;A.3.7.1;2010;t;11000
ABW533;A.3.7.1;2011;t;16000
ABW533;A.3.7.1;2012;t;14873.994959999998
ABW533;A.3.7.1;2013;t;14771.056607999999
ABW533;A.3.7.1;2014;t;13666.68328
ABW533;A.3.7.1;2015;t;14981.747152
ABW533;A.3.7.1;2016;t;18075.554239999998
ABW533;A.3.7.1;2017;t;18075.554239999998
ABW533;A.3.7.1;2018;t;19917.421840000003
ABW533;A.3.8.2;1988;t;164106.80082
ABW533;A.3.8.2;1989;t;269319.6747
ABW533;A.3.8.2;1990;t;243086.84970000002
ABW533;A.3.8.2;1991;t;216082.13390000002
ABW533;A.3.8.2;1992;t;218870.48930000002
ABW533;A.3.8.2;1993;t;221658.84490000003
ABW533;A.3.8.2;1994;t;224447.20039999997
ABW533;A.3.8.2;1995;t;227235.5559
ABW533;A.3.8.2;1996;t;230023.9115
ABW533;A.3.8.2;1997;t;232812.267
ABW533;A.3.8.2;1998;t;235600.6226
ABW533;A.3.8.2;1999;t;238388.9781
ABW533;A.3.8.2;2000;t;241177.3336
ABW533;A.3.8.2;2001;t;243965.68910000002
ABW533;A.3.8.2;2002;t;246754.04460000002
ABW533;A.3.8.2;2003;t;249542.4002
ABW533;A.3.8.2;2004;t;252330.7557
ABW533;A.3.8.2;2005;t;255119.11119999998
ABW533;A.3.8.2;2006;t;257907.4668
ABW533;A.3.8.2;2007;t;260695.8223
ABW533;A.3.8.2;2008;t;263484.1778
ABW533;A.3.8.2;2009;t;93496.2975
ABW533;A.3.8.2;2010;t;161985.23482
ABW533;A.3.8.2;2011;t;192986.57899999997
ABW533;A.3.8.2;2012;t;168705.45889999997
ABW533;A.3.8.2;2013;t;142852.66752000002
ABW533;A.3.8.2;2014;t;162161.0467
ABW533;A.3.8.2;2015;t;242279.61238
ABW533;A.3.8.2;2016;t;312754.6556
ABW533;A.3.8.2;2017;t;195364.95659999998
ABW533;A.3.8.2;2018;t;253818.62410000002
ABW533;A.4.2.1;2000;t;120000
ABW533;A.4.2.1;2001;t;120000
ABW533;A.4.2.1;2002;t;120000
ABW533;A.4.2.1;2003;t;120000
ABW533;A.4.2.1;2004;t;120000
ABW533;A.4.2.1;2005;t;120000
ABW533;A.4.2.1;2006;t;120000
ABW533;A.4.2.1;2007;t;125000
ABW533;A.4.2.1;2008;t;122000
ABW533;A.4.2.1;2009;t;123000
ABW533;A.4.2.1;2010;t;120000
ABW533;A.4.2.1;2011;t;100000
ABW533;A.4.2.1;2012;t;80000
ABW533;A.4.2.1;2013;t;0
AFG004;A.2.2.Au;2010;t;0
AFG004;A.2.2.Au;2011;t;0
AFG004;A.2.2.Au;2012;t;0
AFG004;A.2.2.Au;2013;t;17952.521368446432
AFG004;A.2.2.Au;2014;t;29948.179268765532
AFG004;A.2.2.Au;2015;t;0
AFG004;A.2.2.Cr;1995;t;2968.753103458013
AFG004;A.2.2.Cr;1996;t;2524.4499179064737
AFG004;A.2.2.Cr;1997;t;2297.249425294891
AFG004;A.2.2.Cr;1998;t;2524.4499179064737
AFG004;A.2.2.Cr;1999;t;4318
AFG004;A.2.2.Cr;2000;t;5345
AFG004;A.2.2.Cr;2001;t;5682
AFG004;A.2.2.Cr;2002;t;6136
AFG004;A.2.2.Cr;2003;t;6364
AFG004;A.2.2.Cr;2004;t;6591
AFG004;A.2.2.Cr;2005;t;6818
AFG004;A.2.2.Cr;2006;t;7273
AFG004;A.2.2.Cr;2007;t;6491
AFG004;A.2.2.Cr;2008;t;6491
AFG004;A.2.2.Cr;2009;t;6000
AFG004;A.2.2.Cr;2010;t;4500
AFG004;A.2.2.Cr;2011;t;4500
AFG004;A.2.2.Cr;2012;t;4678
AFG004;A.2.2.Cr;2013;t;5040
AFG004;A.2.2.Cr;2014;t;6369
AFG004;A.2.2.Cr;2015;t;5682
AFG004;A.2.2.Cr;2016;t;4545
AFG004;A.2.2.Cr;2017;t;4500
AFG004;A.2.2.Cr;2018;t;4500
AFG004;A.2.2.Cr;2019;t;4500
AFG004;A.2.2.Cr;2020;t;4500
AFG004;A.2.2.Cu;1995;t;146006.96808900082
AFG004;A.2.2.Cu;1996;t;209158.2041931045
AFG004;A.2.2.Cu;1997;t;124632.09580788342
AFG004;A.2.2.Cu;1998;t;80345.72091012979
AFG004;A.2.2.Cu;1999;t;143264.03818019317
AFG004;A.2.2.Cu;2000;t;216930.11100664642
AFG004;A.2.2.Cu;2001;t;242686.3361613066
AFG004;A.2.2.Cu;2002;t;255493.61104632576
AFG004;A.2.2.Cu;2003;t;280182.9792808901
AFG004;A.2.2.Cu;2004;t;305515.85621023236
AFG004;A.2.2.Cu;2005;t;331317.7967062501
AFG004;A.2.2.Cu;2006;t;0
AFG004;A.3.1;1970;t;1595.3
AFG004;A.3.1;1971;t;0
AFG004;A.3.1;1972;t;0
AFG004;A.3.1;1973;t;3357.2999999999997
AFG004;A.3.1;1974;t;0
AFG004;A.3.1;1975;t;0
AFG004;A.3.1;1976;t;0
AFG004;A.3.1;1977;t;0
AFG004;A.3.1;1978;t;0
AFG004;A.3.1;1979;t;0
AFG004;A.3.1;1980;t;0
AFG004;A.3.1;1981;t;0
AFG004;A.3.1;1982;t;0
AFG004;A.3.1;1983;t;0
AFG004;A.3.1;1984;t;0
AFG004;A.3.1;1985;t;0
AFG004;A.3.1;1986;t;0
AFG004;A.3.1;1987;t;0
AFG004;A.3.1;1988;t;0
AFG004;A.3.1;1989;t;0
AFG004;A.3.1;1990;t;0
AFG004;A.3.1;1991;t;0
AFG004;A.3.1;1992;t;0
AFG004;A.3.1;1993;t;0
AFG004;A.3.1;1994;t;0
AFG004;A.3.1;1995;t;0
AFG004;A.3.1;1996;t;0
AFG004;A.3.1;1997;t;0
AFG004;A.3.1;1998;t;0
AFG004;A.3.1;1999;t;0
AFG004;A.3.1;2000;t;0
AFG004;A.3.1;2001;t;0
AFG004;A.3.1;2002;t;0
AFG004;A.3.1;2003;t;0
AFG004;A.3.1;2004;t;0
AFG004;A.3.1;2005;t;0
AFG004;A.3.1;2006;t;20000
AFG004;A.3.1;2007;t;30000
AFG004;A.3.1;2008;t;36900
AFG004;A.3.1;2009;t;26600
AFG004;A.3.1;2010;t;0
AFG004;A.3.1;2011;t;0
AFG004;A.3.1;2012;t;0
AFG004;A.3.1;2013;t;0
AFG004;A.3.1;2014;t;44220
AFG004;A.3.1;2015;t;42756
AFG004;A.3.1;2016;t;31036
AFG004;A.3.1;2017;t;29100
AFG004;A.3.1;2018;t;28300
AFG004;A.3.2.3;1970;t;115064.6457
AFG004;A.3.2.3;1971;t;110678.586
AFG004;A.3.2.3;1972;t;120766.6788
AFG004;A.3.2.3;1973;t;171617.6514
AFG004;A.3.2.3;1974;t;177973.76
AFG004;A.3.2.3;1975;t;179080.32
AFG004;A.3.2.3;1976;t;203475.104
AFG004;A.3.2.3;1977;t;238860.4462
AFG004;A.3.2.3;1978;t;154760.32
AFG004;A.3.2.3;1979;t;171346.56
AFG004;A.3.2.3;1980;t;61906.56
AFG004;A.3.2.3;1981;t;116067.2
AFG004;A.3.2.3;1982;t;106120.32
AFG004;A.3.2.3;1983;t;15479.68
AFG004;A.3.2.3;1984;t;135973.12
AFG004;A.3.2.3;1985;t;93960.31999999999
AFG004;A.3.2.3;1986;t;105013.76000000001
AFG004;A.3.2.3;1987;t;121600
AFG004;A.3.2.3;1988;t;121344.64
AFG004;A.3.2.3;1989;t;121600
AFG004;A.3.2.3;1990;t;136192
AFG004;A.3.2.3;1991;t;136192
AFG004;A.3.2.3;1992;t;139840
AFG004;A.3.2.3;1993;t;139840
AFG004;A.3.2.3;1994;t;139840
AFG004;A.3.2.3;1995;t;139840
AFG004;A.3.2.3;1996;t;141056
AFG004;A.3.2.3;1997;t;141056
AFG004;A.3.2.3;1998;t;141056
AFG004;A.3.2.3;1999;t;141056
AFG004;A.3.2.3;2000;t;60800
AFG004;A.3.2.3;2001;t;30400
AFG004;A.3.2.3;2002;t;36480
AFG004;A.3.2.3;2003;t;42560
AFG004;A.3.2.3;2004;t;42560
AFG004;A.3.2.3;2005;t;36480
AFG004;A.3.2.3;2006;t;60800
AFG004;A.3.2.3;2007;t;36480
AFG004;A.3.2.3;2008;t;45356.8
AFG004;A.3.2.3;2009;t;38304
AFG004;A.3.2.3;2010;t;43289.6
AFG004;A.3.2.3;2011;t;46208
AFG004;A.3.2.3;2012;t;86092.8
AFG004;A.3.2.3;2013;t;105792
AFG004;A.3.2.3;2014;t;85241.59999999999
AFG004;A.3.2.3;2015;t;122572.8
AFG004;A.3.2.3;2016;t;226540.8
AFG004;A.3.2.3;2017;t;218880
AFG004;A.3.2.3;2018;t;133760
AFG004;A.3.4.2;1975;t;6400
AFG004;A.3.4.2;1976;t;5100
AFG004;A.3.4.2;1977;t;14100
AFG004;A.3.4.2;1978;t;12700
AFG004;A.3.4.2;1979;t;2700
AFG004;A.3.4.2;1980;t;2700
AFG004;A.3.4.2;1981;t;900
AFG004;A.3.4.2;1982;t;1800
AFG004;A.3.4.2;1983;t;1800
AFG004;A.3.4.2;1984;t;2000
AFG004;A.3.4.2;1986;t;1800
AFG004;A.3.4.2;1987;t;10000
AFG004;A.3.4.2;1988;t;9000
AFG004;A.3.4.2;1989;t;8000
AFG004;A.3.4.2;1990;t;7100
AFG004;A.3.4.2;1991;t;6000
AFG004;A.3.4.2;1992;t;6000
AFG004;A.3.4.2;1993;t;6500
AFG004;A.3.4.2;1994;t;7500
AFG004;A.3.4.2;1995;t;6200
AFG004;A.3.4.2;1996;t;6000
AFG004;A.3.4.2;1997;t;4700
AFG004;A.3.4.2;1998;t;3700
AFG004;A.3.4.2;1999;t;4100
AFG004;A.3.4.2;2000;t;5200
AFG004;A.3.4.2;2001;t;5500
AFG004;A.3.4.2;2002;t;5600
AFG004;A.3.4.2;2003;t;5800
AFG004;A.3.4.2;2004;t;6000
AFG004;A.3.4.2;2005;t;6300
AFG004;A.3.4.2;2006;t;6500
AFG004;A.3.4.2;2007;t;6000
AFG004;A.3.4.2;2008;t;5500
AFG004;A.3.4.2;2009;t;1500
AFG004;A.3.4.2;2010;t;2000
AFG004;A.3.4.2;2011;t;2000
AFG004;A.3.4.2;2012;t;0
AFG004;A.3.4.2;2013;t;0
AFG004;A.3.4.2;2014;t;4700
AFG004;A.3.4.2;2015;t;4108
AFG004;A.3.4.2;2016;t;4500
AFG004;A.3.4.2;2017;t;4500
AFG004;A.3.4.2;2018;t;4500
AFG004;A.3.4.2;2019;t;4500
AFG004;A.3.4.2;2020;t;4500
AFG004;A.3.4.3;1970;t;10
AFG004;A.3.4.3;1971;t;10
AFG004;A.3.4.3;1972;t;10
AFG004;A.3.4.3;1973;t;10
AFG004;A.3.4.3;1974;t;8.5
AFG004;A.3.4.3;1975;t;8
AFG004;A.3.4.3;1976;t;21967.406
AFG004;A.3.4.3;1977;t;18717.31
AFG004;A.3.4.3;1978;t;14776.984
AFG004;A.3.4.3;1979;t;4506
AFG004;A.3.4.3;1980;t;0
AFG004;A.3.4.3;1981;t;0
AFG004;A.3.4.3;1982;t;0
AFG004;A.3.4.3;1983;t;0
AFG004;A.3.4.3;1984;t;0
AFG004;A.3.4.3;1985;t;0
AFG004;A.3.4.3;1986;t;0
AFG004;A.3.4.3;1987;t;0
AFG004;A.3.4.3;1988;t;0
AFG004;A.3.4.3;1989;t;0
AFG004;A.3.4.3;1990;t;0
AFG004;A.3.4.3;1991;t;0
AFG004;A.3.4.3;1992;t;0
AFG004;A.3.4.3;1993;t;0
AFG004;A.3.4.3;1994;t;0
AFG004;A.3.4.3;1995;t;0
AFG004;A.3.4.3;1996;t;0
AFG004;A.3.4.3;1997;t;0
AFG004;A.3.4.3;1998;t;0
AFG004;A.3.4.3;1999;t;0
AFG004;A.3.4.3;2000;t;0
AFG004;A.3.4.3;2001;t;0
AFG004;A.3.4.3;2002;t;0
AFG004;A.3.4.3;2003;t;0
AFG004;A.3.4.3;2004;t;0
AFG004;A.3.4.3;2005;t;0
AFG004;A.3.4.3;2006;t;0
AFG004;A.3.4.3;2007;t;0
AFG004;A.3.4.3;2008;t;0
AFG004;A.3.4.3;2009;t;0
AFG004;A.3.4.3;2010;t;0
AFG004;A.3.4.3;2011;t;0
AFG004;A.3.4.3;2012;t;0
AFG004;A.3.4.3;2013;t;0
AFG004;A.3.4.3;2014;t;50.929
AFG004;A.3.4.3;2015;t;36.896
AFG004;A.3.4.3;2016;t;37.03
AFG004;A.3.4.3;2017;t;38.2
AFG004;A.3.4.3;2018;t;40.5
AFG004;A.3.5;1970;t;39626
AFG004;A.3.5;1971;t;40000
AFG004;A.3.5;1972;t;38100
AFG004;A.3.5;1973;t;38433
AFG004;A.3.5;1974;t;50848
AFG004;A.3.5;1975;t;62000
AFG004;A.3.5;1976;t;72700
AFG004;A.3.5;1977;t;77700
AFG004;A.3.5;1978;t;80700
AFG004;A.3.5;1979;t;67600
AFG004;A.3.5;1980;t;37100
AFG004;A.3.5;1981;t;30400
AFG004;A.3.5;1982;t;35000
AFG004;A.3.5;1983;t;10000
AFG004;A.3.5;1984;t;10000
AFG004;A.3.5;1986;t;19000
AFG004;A.3.5;1987;t;14762
AFG004;A.3.5;1988;t;19000
AFG004;A.3.5;1989;t;20000
AFG004;A.3.5;1990;t;20000
AFG004;A.3.5;1991;t;15000
AFG004;A.3.5;1992;t;15000
AFG004;A.3.5;1993;t;14000
AFG004;A.3.5;1994;t;22500
AFG004;A.3.5;1995;t;25000
AFG004;A.3.5;1996;t;28000
AFG004;A.3.5;1997;t;31500
AFG004;A.3.5;1998;t;38000
AFG004;A.3.5;1999;t;30820
AFG004;A.3.5;2000;t;18100
AFG004;A.3.5;2001;t;15000
AFG004;A.3.5;2002;t;21900
AFG004;A.3.5;2003;t;22500
AFG004;A.3.5;2004;t;25000
AFG004;A.3.5;2005;t;27000
AFG004;A.3.5;2006;t;165000
AFG004;A.3.5;2007;t;170000
AFG004;A.3.5;2008;t;158218
AFG004;A.3.5;2009;t;180384
AFG004;A.3.5;2010;t;186119
AFG004;A.3.5;2011;t;146700
AFG004;A.3.5;2012;t;145303
AFG004;A.3.5;2013;t;40992
AFG004;A.3.5;2014;t;87014
AFG004;A.3.5;2015;t;88183
AFG004;A.3.5;2016;t;56928
AFG004;A.3.5;2017;t;75579
AFG004;A.3.5;2018;t;47944
AFG004;A.3.5;2019;t;114245
AFG004;A.3.6;1970;t;4731.27655
AFG004;A.3.6;1971;t;4550.9287
AFG004;A.3.6;1972;t;4965.73515
AFG004;A.3.6;1973;t;7056.64685
AFG004;A.3.6;1974;t;7318
AFG004;A.3.6;1975;t;7363.5
AFG004;A.3.6;1976;t;8366.574999999999
AFG004;A.3.6;1977;t;9821.5644
AFG004;A.3.6;1978;t;6363.5
AFG004;A.3.6;1979;t;7045.5
AFG004;A.3.6;1980;t;2545.5
AFG004;A.3.6;1981;t;4772.5
AFG004;A.3.6;1982;t;4363.5
AFG004;A.3.6;1983;t;3000
AFG004;A.3.6;1984;t;5591
AFG004;A.3.6;1985;t;3863.5
AFG004;A.3.6;1986;t;12000
AFG004;A.3.6;1987;t;9204
AFG004;A.3.6;1988;t;12000
AFG004;A.3.6;1989;t;12000
AFG004;A.3.6;1990;t;12000
AFG004;A.3.6;1991;t;10000
AFG004;A.3.6;1992;t;90000
AFG004;A.3.6;1993;t;85000
AFG004;A.3.6;1994;t;105000
AFG004;A.3.6;1995;t;98000
AFG004;A.3.6;1996;t;95000
AFG004;A.3.6;1997;t;74000
AFG004;A.3.6;1998;t;90000
AFG004;A.3.6;1999;t;100000
AFG004;A.3.6;2000;t;150000
AFG004;A.3.6;2001;t;200000
AFG004;A.3.6;2002;t;270000
AFG004;A.3.6;2003;t;300000
AFG004;A.3.6;2004;t;320000
AFG004;A.3.6;2005;t;340000
AFG004;A.3.6;2006;t;350000
AFG004;A.3.6;2007;t;35000
AFG004;A.3.6;2008;t;48700
AFG004;A.3.6;2009;t;46400
AFG004;A.3.6;2010;t;63100
AFG004;A.3.6;2011;t;62000
AFG004;A.3.6;2012;t;65000
AFG004;A.3.6;2013;t;65000
AFG004;A.3.6;2014;t;57000
AFG004;A.3.6;2015;t;57000
AFG004;A.3.6;2016;t;57000
AFG004;A.3.6;2017;t;40000
AFG004;A.3.6;2018;t;36161
AFG004;A.3.6;2019;t;24371
AFG004;A.3.6;2020;t;15049
AFG004;A.3.7.1;1970;t;29000
AFG004;A.3.7.1;1971;t;28000
AFG004;A.3.7.1;1972;t;30000
AFG004;A.3.7.1;1973;t;43000
AFG004;A.3.7.1;1974;t;44000
AFG004;A.3.7.1;1975;t;45000
AFG004;A.3.7.1;1976;t;51000
AFG004;A.3.7.1;1977;t;60000
AFG004;A.3.7.1;1978;t;39000
AFG004;A.3.7.1;1979;t;43000
AFG004;A.3.7.1;1980;t;15000
AFG004;A.3.7.1;1981;t;29000
AFG004;A.3.7.1;1982;t;27000
AFG004;A.3.7.1;1983;t;4000
AFG004;A.3.7.1;1984;t;34000
AFG004;A.3.7.1;1985;t;23000
AFG004;A.3.7.1;1986;t;26000
AFG004;A.3.7.1;1987;t;30000
AFG004;A.3.7.1;1988;t;30000
AFG004;A.3.7.1;1989;t;30000
AFG004;A.3.7.1;1990;t;34000
AFG004;A.3.7.1;1991;t;34000
AFG004;A.3.7.1;1992;t;35000
AFG004;A.3.7.1;1993;t;35000
AFG004;A.3.7.1;1994;t;35000
AFG004;A.3.7.1;1995;t;35000
AFG004;A.3.7.1;1996;t;35000
AFG004;A.3.7.1;1997;t;35000
AFG004;A.3.7.1;1998;t;35000
AFG004;A.3.7.1;1999;t;35000
AFG004;A.3.7.1;2000;t;15000
AFG004;A.3.7.1;2001;t;8000
AFG004;A.3.7.1;2002;t;9000
AFG004;A.3.7.1;2003;t;11000
AFG004;A.3.7.1;2004;t;11000
AFG004;A.3.7.1;2005;t;9000
AFG004;A.3.7.1;2006;t;15000
AFG004;A.3.7.1;2007;t;9000
AFG004;A.3.7.1;2008;t;11000
AFG004;A.3.7.1;2009;t;10000
AFG004;A.3.7.1;2010;t;11000
AFG004;A.3.7.1;2011;t;12000
AFG004;A.3.7.1;2012;t;21523.2
AFG004;A.3.7.1;2013;t;26448
AFG004;A.3.7.1;2014;t;21310.399999999998
AFG004;A.3.7.1;2015;t;30643.2
AFG004;A.3.7.1;2016;t;56635.2
AFG004;A.3.7.1;2017;t;54720
AFG004;A.3.7.1;2018;t;33440
AFG004;A.3.8.2;1970;t;482332.4482
AFG004;A.3.8.2;1971;t;463946.7928
AFG004;A.3.8.2;1972;t;506234.452
AFG004;A.3.8.2;1973;t;719393.5326
AFG004;A.3.8.2;1974;t;746037.3154
AFG004;A.3.8.2;1975;t;750675.8365
AFG004;A.3.8.2;1976;t;852934.839
AFG004;A.3.8.2;1977;t;1001264.49
AFG004;A.3.8.2;1978;t;648730.3165
AFG004;A.3.8.2;1979;t;718257.1612
AFG004;A.3.8.2;1980;t;259502.3212
AFG004;A.3.8.2;1981;t;486534.99419999996
AFG004;A.3.8.2;1982;t;444839.27650000004
AFG004;A.3.8.2;1983;t;64888.32348000001
AFG004;A.3.8.2;1984;t;569977.4023
AFG004;A.3.8.2;1985;t;393866.5165
AFG004;A.3.8.2;1986;t;440200.7554
AFG004;A.3.8.2;1987;t;509727.6
AFG004;A.3.8.2;1988;t;508657.17199999996
AFG004;A.3.8.2;1989;t;509727.6
AFG004;A.3.8.2;1990;t;570894.912
AFG004;A.3.8.2;1991;t;570894.912
AFG004;A.3.8.2;1992;t;586186.74
AFG004;A.3.8.2;1993;t;586186.74
AFG004;A.3.8.2;1994;t;586186.74
AFG004;A.3.8.2;1995;t;586186.74
AFG004;A.3.8.2;1996;t;591284.0160000001
AFG004;A.3.8.2;1997;t;591284.0160000001
AFG004;A.3.8.2;1998;t;591284.0160000001
AFG004;A.3.8.2;1999;t;591284.0160000001
AFG004;A.3.8.2;2000;t;254863.8
AFG004;A.3.8.2;2001;t;127431.9
AFG004;A.3.8.2;2002;t;152918.28
AFG004;A.3.8.2;2003;t;178404.66
AFG004;A.3.8.2;2004;t;178404.66
AFG004;A.3.8.2;2005;t;152918.28
AFG004;A.3.8.2;2006;t;254863.8
AFG004;A.3.8.2;2007;t;152918.28
AFG004;A.3.8.2;2008;t;190128.3948
AFG004;A.3.8.2;2009;t;160564.194
AFG004;A.3.8.2;2010;t;181463.0256
AFG004;A.3.8.2;2011;t;193696.488
AFG004;A.3.8.2;2012;t;372408
AFG004;A.3.8.2;2013;t;457620
AFG004;A.3.8.2;2014;t;368726
AFG004;A.3.8.2;2015;t;832000
AFG004;A.3.8.2;2016;t;3070000
AFG004;A.3.8.2;2017;t;1580000
AFG004;A.3.8.2;2018;t;956000
AFG004;A.4.1.2.3;1980;t;119002.00536000001
AFG004;A.4.1.2.3;1981;t;125002.108224
AFG004;A.4.1.2.3;1982;t;145002.44808
AFG004;A.4.1.2.3;1983;t;145002.44808
AFG004;A.4.1.2.3;1984;t;148002.494976
AFG004;A.4.1.2.3;1985;t;151002.550944
AFG004;A.4.1.2.3;1986;t;160002.70070400002
AFG004;A.4.1.2.3;1987;t;167002.81920000003
AFG004;A.4.1.2.3;1988;t;138002.329584
AFG004;A.4.1.2.3;1989;t;127002.139488
AFG004;A.4.1.2.3;1990;t;105001.768368
AFG004;A.4.1.2.3;1991;t;94001.58734400001
AFG004;A.4.1.2.3;1992;t;8000.134128000001
AFG004;A.4.1.2.3;1993;t;7000.118496
AFG004;A.4.1.2.3;1994;t;6000.102864
AFG004;A.4.1.2.3;1995;t;5000.087232000001
AFG004;A.4.1.2.3;1996;t;3000.0468960000003
AFG004;A.4.1.2.3;1997;t;2000.031264
AFG004;A.4.1.2.3;1998;t;2000.031264
AFG004;A.4.1.2.3;1999;t;1000.015632
AFG004;A.4.1.2.3;2000;t;1000.015632
AFG004;A.4.1.2.3;2001;t;26000.442720000003
AFG004;A.4.1.2.3;2002;t;21000.355488
AFG004;A.4.1.2.3;2003;t;35000.59248
AFG004;A.4.1.2.3;2004;t;34000.576848
AFG004;A.4.1.2.3;2005;t;33000.552144
AFG004;A.4.1.2.3;2006;t;35000.59248
AFG004;A.4.1.2.3;2007;t;243004.09795199998
AFG004;A.4.1.2.3;2008;t;347005.85068800004
AFG004;A.4.1.2.3;2009;t;500008.432896
AFG004;A.4.1.2.3;2010;t;725012.2313280001
AFG004;A.4.1.2.3;2011;t;1480023.13536
AFG004;A.4.1.2.3;2012;t;1240019.38368
AFG004;A.4.1.2.3;2013;t;1347021.056304
AFG004;A.4.1.2.3;2014;t;1517423.7199968
AFG004;A.4.1.2.3;2015;t;1365021.33768
AFG004;A.4.1.2.3;2016;t;1698026.543136
AFG004;A.4.1.2.3;2017;t;2191034.249712
AFG004;A.4.1.2.3;2018;t;2445038.22024
AFG004;A.4.1.2.3;2019;t;2139033.436848
AFG004;A.4.1.2.3;2020;t;2095889.1130971562
AFG004;A.4.1.2.3;2021;t;57000.891024000004
AFG004;A.4.2.2;1970;t;1705428
AFG004;A.4.2.2;1971;t;1738818
AFG004;A.4.2.2;1972;t;1897704
AFG004;A.4.2.2;1973;t;1837998
AFG004;A.4.2.2;1974;t;1933038
AFG004;A.4.2.2;1975;t;1964952
AFG004;A.4.2.2;1976;t;1680102
AFG004;A.4.2.2;1977;t;1673604
AFG004;A.4.2.2;1978;t;1624014
AFG004;A.4.2.2;1979;t;1536372
AFG004;A.4.2.2;1980;t;1841436
AFG004;A.4.2.2;1981;t;1765044
AFG004;A.4.2.2;1982;t;1705374
AFG004;A.4.2.2;1983;t;1790676
AFG004;A.4.2.2;1984;t;1906920
AFG004;A.4.2.2;1985;t;2002320
AFG004;A.4.2.2;1986;t;2005992
AFG004;A.4.2.2;1987;t;1277100
AFG004;A.4.2.2;1988;t;1060884
AFG004;A.4.2.2;1989;t;229572
AFG004;A.4.2.2;1990;t;147006
